Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein,Collection_Date
AHI48582,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156944,KJ156944,Riyadh_5_2013,Betacoronavirus cameli,4391,ORF1a,2013-07-02
AHI48583,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156944,KJ156944,Riyadh_5_2013,Betacoronavirus cameli,1353,S protein,2013-07-02
AHI48584,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156944,KJ156944,Riyadh_5_2013,Betacoronavirus cameli,103,ORF3,2013-07-02
AHI48585,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156944,KJ156944,Riyadh_5_2013,Betacoronavirus cameli,109,ORF4a,2013-07-02
AHI48586,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156944,KJ156944,Riyadh_5_2013,Betacoronavirus cameli,246,ORF4b,2013-07-02
AHI48587,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156944,KJ156944,Riyadh_5_2013,Betacoronavirus cameli,224,ORF5,2013-07-02
AHI48588,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156944,KJ156944,Riyadh_5_2013,Betacoronavirus cameli,82,E protein,2013-07-02
AHI48589,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156944,KJ156944,Riyadh_5_2013,Betacoronavirus cameli,219,M protein,2013-07-02
AHI48590,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156944,KJ156944,Riyadh_5_2013,Betacoronavirus cameli,413,N protein,2013-07-02
AHI48591,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156944,KJ156944,Riyadh_5_2013,Betacoronavirus cameli,112,ORF8b,2013-07-02
AHI48592,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156949,KJ156949,Taif_1_2013,Betacoronavirus cameli,7078,ORF1ab,2013-06-12
AHI48593,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156949,KJ156949,Taif_1_2013,Betacoronavirus cameli,4391,ORF1a,2013-06-12
AHI48594,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156949,KJ156949,Taif_1_2013,Betacoronavirus cameli,1353,S protein,2013-06-12
AHI48595,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156949,KJ156949,Taif_1_2013,Betacoronavirus cameli,103,ORF3,2013-06-12
AHI48596,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156949,KJ156949,Taif_1_2013,Betacoronavirus cameli,109,ORF4a,2013-06-12
AHI48597,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156949,KJ156949,Taif_1_2013,Betacoronavirus cameli,246,ORF4b,2013-06-12
AHI48598,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156949,KJ156949,Taif_1_2013,Betacoronavirus cameli,224,ORF5,2013-06-12
AHI48599,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156949,KJ156949,Taif_1_2013,Betacoronavirus cameli,82,E protein,2013-06-12
AHI48600,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156949,KJ156949,Taif_1_2013,Betacoronavirus cameli,219,M protein,2013-06-12
AHI48601,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156949,KJ156949,Taif_1_2013,Betacoronavirus cameli,413,N protein,2013-06-12
AHI48602,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156949,KJ156949,Taif_1_2013,Betacoronavirus cameli,112,ORF8b,2013-06-12
AHI48603,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156952,KJ156952,Riyadh_4_2013,Betacoronavirus cameli,7078,ORF1ab,2013-03-01
AHI48604,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156952,KJ156952,Riyadh_4_2013,Betacoronavirus cameli,4391,ORF1a,2013-03-01
AHI48605,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156952,KJ156952,Riyadh_4_2013,Betacoronavirus cameli,1353,S protein,2013-03-01
AHI48606,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156952,KJ156952,Riyadh_4_2013,Betacoronavirus cameli,103,ORF3,2013-03-01
AHI48607,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156952,KJ156952,Riyadh_4_2013,Betacoronavirus cameli,109,ORF4a,2013-03-01
AHI48608,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156952,KJ156952,Riyadh_4_2013,Betacoronavirus cameli,246,ORF4b,2013-03-01
AHI48609,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156952,KJ156952,Riyadh_4_2013,Betacoronavirus cameli,224,ORF5,2013-03-01
AHI48610,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156952,KJ156952,Riyadh_4_2013,Betacoronavirus cameli,82,E protein,2013-03-01
AHI48611,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156952,KJ156952,Riyadh_4_2013,Betacoronavirus cameli,219,M protein,2013-03-01
AHI48612,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156952,KJ156952,Riyadh_4_2013,Betacoronavirus cameli,413,N protein,2013-03-01
AHI48613,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156952,KJ156952,Riyadh_4_2013,Betacoronavirus cameli,112,ORF8b,2013-03-01
AHI48614,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156916,KJ156916,Madinah_3b_2013,Betacoronavirus cameli,6459,ORF1ab,2013-09-11
AHI48615,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156916,KJ156916,Madinah_3b_2013,Betacoronavirus cameli,3772,ORF1a,2013-09-11
AHI48616,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156916,KJ156916,Madinah_3b_2013,Betacoronavirus cameli,1353,S protein,2013-09-11
AHI48617,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156916,KJ156916,Madinah_3b_2013,Betacoronavirus cameli,103,ORF3,2013-09-11
AHI48618,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156916,KJ156916,Madinah_3b_2013,Betacoronavirus cameli,109,ORF4a,2013-09-11
AHI48619,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156916,KJ156916,Madinah_3b_2013,Betacoronavirus cameli,246,ORF4b,2013-09-11
AHI48620,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156916,KJ156916,Madinah_3b_2013,Betacoronavirus cameli,224,ORF5,2013-09-11
AHI48621,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156916,KJ156916,Madinah_3b_2013,Betacoronavirus cameli,82,E protein,2013-09-11
AHI48622,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156916,KJ156916,Madinah_3b_2013,Betacoronavirus cameli,219,M protein,2013-09-11
AHI48623,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156916,KJ156916,Madinah_3b_2013,Betacoronavirus cameli,413,N protein,2013-09-11
AHI48624,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156942,KJ156942,Riyadh_8b_2013,Betacoronavirus cameli,6345,ORF1ab,2013-07-17
AHI48625,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156942,KJ156942,Riyadh_8b_2013,Betacoronavirus cameli,3658,ORF1a,2013-07-17
AHI48626,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156942,KJ156942,Riyadh_8b_2013,Betacoronavirus cameli,1353,S protein,2013-07-17
AHI48627,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156942,KJ156942,Riyadh_8b_2013,Betacoronavirus cameli,103,ORF3,2013-07-17
AHI48628,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156942,KJ156942,Riyadh_8b_2013,Betacoronavirus cameli,109,ORF4a,2013-07-17
AHI48629,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156942,KJ156942,Riyadh_8b_2013,Betacoronavirus cameli,246,ORF4b,2013-07-17
AHI48630,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156942,KJ156942,Riyadh_8b_2013,Betacoronavirus cameli,224,ORF5,2013-07-17
AHI48631,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156942,KJ156942,Riyadh_8b_2013,Betacoronavirus cameli,82,E protein,2013-07-17
AHI48632,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156942,KJ156942,Riyadh_8b_2013,Betacoronavirus cameli,219,M protein,2013-07-17
AHI48633,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156942,KJ156942,Riyadh_8b_2013,Betacoronavirus cameli,413,N protein,2013-07-17
AHI48634,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156861,KJ156861,Hafr-Al-Batin_4d_2013,Betacoronavirus cameli,148,M protein,2013-08-25
AHI48635,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156861,KJ156861,Hafr-Al-Batin_4d_2013,Betacoronavirus cameli,413,N protein,2013-08-25
AHI48636,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156861,KJ156861,Hafr-Al-Batin_4d_2013,Betacoronavirus cameli,112,ORF8b,2013-08-25
AHI48637,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156871,KJ156871,Taif_4b_2013,Betacoronavirus cameli,148,M protein,2013-06-13
AHI48638,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156871,KJ156871,Taif_4b_2013,Betacoronavirus cameli,413,N protein,2013-06-13
AHI48639,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156871,KJ156871,Taif_4b_2013,Betacoronavirus cameli,112,ORF8b,2013-06-13
AHI48640,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156906,KJ156906,Taif_3g_2013,Betacoronavirus cameli,147,M protein,2013-06-13
AHI48641,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156906,KJ156906,Taif_3g_2013,Betacoronavirus cameli,413,N protein,2013-06-13
AHI48642,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156906,KJ156906,Taif_3g_2013,Betacoronavirus cameli,112,ORF8b,2013-06-13
AHI48643,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156913,KJ156913,Hafr-Al-Batin_5d_2013,Betacoronavirus cameli,148,M protein,2013-08-25
AHI48644,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156913,KJ156913,Hafr-Al-Batin_5d_2013,Betacoronavirus cameli,413,N protein,2013-08-25
AHI48645,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156913,KJ156913,Hafr-Al-Batin_5d_2013,Betacoronavirus cameli,112,ORF8b,2013-08-25
AHI48646,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156917,KJ156917,Madinah_1c_2013,Betacoronavirus cameli,145,M protein,2013-09-01
AHI48647,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156917,KJ156917,Madinah_1c_2013,Betacoronavirus cameli,413,N protein,2013-09-01
AHI48648,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156932,KJ156932,Asir_2g_2013,Betacoronavirus cameli,146,M protein,2013-08-05
AHI48649,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156932,KJ156932,Asir_2g_2013,Betacoronavirus cameli,413,N protein,2013-08-05
AHI48650,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156932,KJ156932,Asir_2g_2013,Betacoronavirus cameli,112,ORF8b,2013-08-05
AHI48651,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156872,KJ156872,Al-Hasa_26c_2013,Betacoronavirus cameli,245,ORF1ab,2013-06-18
AHI48652,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156872,KJ156872,Al-Hasa_26c_2013,Betacoronavirus cameli,1353,S protein,2013-06-18
AHI48653,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156872,KJ156872,Al-Hasa_26c_2013,Betacoronavirus cameli,103,ORF3,2013-06-18
AHI48654,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156872,KJ156872,Al-Hasa_26c_2013,Betacoronavirus cameli,109,ORF4a,2013-06-18
AHI48655,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156872,KJ156872,Al-Hasa_26c_2013,Betacoronavirus cameli,246,ORF4b,2013-06-18
AHI48656,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156872,KJ156872,Al-Hasa_26c_2013,Betacoronavirus cameli,224,ORF5,2013-06-18
AHI48657,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156872,KJ156872,Al-Hasa_26c_2013,Betacoronavirus cameli,82,E protein,2013-06-18
AHI48658,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156872,KJ156872,Al-Hasa_26c_2013,Betacoronavirus cameli,219,M protein,2013-06-18
AHI48659,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156872,KJ156872,Al-Hasa_26c_2013,Betacoronavirus cameli,413,N protein,2013-06-18
AHI48660,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156872,KJ156872,Al-Hasa_26c_2013,Betacoronavirus cameli,112,ORF8b,2013-06-18
AHI48661,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156873,KJ156873,Riyadh_13b_2013,Betacoronavirus cameli,817,ORF1ab,2013-08-13
AHI48662,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156873,KJ156873,Riyadh_13b_2013,Betacoronavirus cameli,1353,S protein,2013-08-13
AHI48663,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156873,KJ156873,Riyadh_13b_2013,Betacoronavirus cameli,103,ORF3,2013-08-13
AHI48664,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156873,KJ156873,Riyadh_13b_2013,Betacoronavirus cameli,109,ORF4a,2013-08-13
AHI48665,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156873,KJ156873,Riyadh_13b_2013,Betacoronavirus cameli,246,ORF4b,2013-08-13
AHI48666,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156873,KJ156873,Riyadh_13b_2013,Betacoronavirus cameli,224,ORF5,2013-08-13
AHI48667,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156873,KJ156873,Riyadh_13b_2013,Betacoronavirus cameli,82,E protein,2013-08-13
AHI48668,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156873,KJ156873,Riyadh_13b_2013,Betacoronavirus cameli,219,M protein,2013-08-13
AHI48669,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156873,KJ156873,Riyadh_13b_2013,Betacoronavirus cameli,274,N protein,2013-08-13
AHI48670,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156873,KJ156873,Riyadh_13b_2013,Betacoronavirus cameli,112,ORF8b,2013-08-13
AHI48671,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156876,KJ156876,Taif_2b_2013,Betacoronavirus cameli,422,ORF1ab,2013-06-12
AHI48672,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156876,KJ156876,Taif_2b_2013,Betacoronavirus cameli,1353,S protein,2013-06-12
AHI48673,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156876,KJ156876,Taif_2b_2013,Betacoronavirus cameli,103,ORF3,2013-06-12
AHI48674,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156876,KJ156876,Taif_2b_2013,Betacoronavirus cameli,109,ORF4a,2013-06-12
AHI48675,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156876,KJ156876,Taif_2b_2013,Betacoronavirus cameli,246,ORF4b,2013-06-12
AHI48676,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156876,KJ156876,Taif_2b_2013,Betacoronavirus cameli,224,ORF5,2013-06-12
AHI48677,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156876,KJ156876,Taif_2b_2013,Betacoronavirus cameli,82,E protein,2013-06-12
AHI48678,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156876,KJ156876,Taif_2b_2013,Betacoronavirus cameli,219,M protein,2013-06-12
AHI48679,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156876,KJ156876,Taif_2b_2013,Betacoronavirus cameli,413,N protein,2013-06-12
AHI48680,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156876,KJ156876,Taif_2b_2013,Betacoronavirus cameli,112,ORF8b,2013-06-12
AHI48681,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156901,KJ156901,Riyadh_12b_2013,Betacoronavirus cameli,422,ORF1ab,2013-08-08
AHI48682,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156901,KJ156901,Riyadh_12b_2013,Betacoronavirus cameli,1353,S protein,2013-08-08
AHI48683,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156901,KJ156901,Riyadh_12b_2013,Betacoronavirus cameli,103,ORF3,2013-08-08
AHI48684,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156901,KJ156901,Riyadh_12b_2013,Betacoronavirus cameli,109,ORF4a,2013-08-08
AHI48685,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156901,KJ156901,Riyadh_12b_2013,Betacoronavirus cameli,246,ORF4b,2013-08-08
AHI48686,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156901,KJ156901,Riyadh_12b_2013,Betacoronavirus cameli,224,ORF5,2013-08-08
AHI48687,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156901,KJ156901,Riyadh_12b_2013,Betacoronavirus cameli,82,E protein,2013-08-08
AHI48688,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156901,KJ156901,Riyadh_12b_2013,Betacoronavirus cameli,219,M protein,2013-08-08
AHI48689,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156901,KJ156901,Riyadh_12b_2013,Betacoronavirus cameli,413,N protein,2013-08-08
AHI48690,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156901,KJ156901,Riyadh_12b_2013,Betacoronavirus cameli,112,ORF8b,2013-08-08
AHI48691,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156905,KJ156905,Riyadh_7b_2013,Betacoronavirus cameli,712,ORF1ab,2013-07-15
AHI48692,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156905,KJ156905,Riyadh_7b_2013,Betacoronavirus cameli,1353,S protein,2013-07-15
AHI48693,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156905,KJ156905,Riyadh_7b_2013,Betacoronavirus cameli,103,ORF3,2013-07-15
AHI48694,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156905,KJ156905,Riyadh_7b_2013,Betacoronavirus cameli,109,ORF4a,2013-07-15
AHI48695,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156905,KJ156905,Riyadh_7b_2013,Betacoronavirus cameli,246,ORF4b,2013-07-15
AHI48696,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156905,KJ156905,Riyadh_7b_2013,Betacoronavirus cameli,224,ORF5,2013-07-15
AHI48697,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156905,KJ156905,Riyadh_7b_2013,Betacoronavirus cameli,82,E protein,2013-07-15
AHI48698,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156905,KJ156905,Riyadh_7b_2013,Betacoronavirus cameli,219,M protein,2013-07-15
AHI48699,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156905,KJ156905,Riyadh_7b_2013,Betacoronavirus cameli,274,N protein,2013-07-15
AHI48700,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156905,KJ156905,Riyadh_7b_2013,Betacoronavirus cameli,112,ORF8b,2013-07-15
AHI48701,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156911,KJ156911,Riyadh_11b_2013,Betacoronavirus cameli,428,ORF1ab,2013-08-06
AHI48702,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156911,KJ156911,Riyadh_11b_2013,Betacoronavirus cameli,1353,S protein,2013-08-06
AHI48703,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156911,KJ156911,Riyadh_11b_2013,Betacoronavirus cameli,103,ORF3,2013-08-06
AHI48704,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156911,KJ156911,Riyadh_11b_2013,Betacoronavirus cameli,109,ORF4a,2013-08-06
AHI48705,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156911,KJ156911,Riyadh_11b_2013,Betacoronavirus cameli,246,ORF4b,2013-08-06
AHI48706,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156911,KJ156911,Riyadh_11b_2013,Betacoronavirus cameli,224,ORF5,2013-08-06
AHI48707,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156911,KJ156911,Riyadh_11b_2013,Betacoronavirus cameli,82,E protein,2013-08-06
AHI48708,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156911,KJ156911,Riyadh_11b_2013,Betacoronavirus cameli,219,M protein,2013-08-06
AHI48709,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156911,KJ156911,Riyadh_11b_2013,Betacoronavirus cameli,274,N protein,2013-08-06
AHI48710,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156939,KJ156939,Al-Hasa_27b_2013,Betacoronavirus cameli,422,ORF1ab,2013-06-19
AHI48711,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156939,KJ156939,Al-Hasa_27b_2013,Betacoronavirus cameli,1353,S protein,2013-06-19
AHI48712,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156939,KJ156939,Al-Hasa_27b_2013,Betacoronavirus cameli,103,ORF3,2013-06-19
AHI48713,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156939,KJ156939,Al-Hasa_27b_2013,Betacoronavirus cameli,109,ORF4a,2013-06-19
AHI48714,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156939,KJ156939,Al-Hasa_27b_2013,Betacoronavirus cameli,246,ORF4b,2013-06-19
AHI48715,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156939,KJ156939,Al-Hasa_27b_2013,Betacoronavirus cameli,224,ORF5,2013-06-19
AHI48716,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156939,KJ156939,Al-Hasa_27b_2013,Betacoronavirus cameli,82,E protein,2013-06-19
AHI48717,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156939,KJ156939,Al-Hasa_27b_2013,Betacoronavirus cameli,219,M protein,2013-06-19
AHI48718,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156939,KJ156939,Al-Hasa_27b_2013,Betacoronavirus cameli,413,N protein,2013-06-19
AHI48719,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156939,KJ156939,Al-Hasa_27b_2013,Betacoronavirus cameli,112,ORF8b,2013-06-19
AHI48720,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156868,KJ156868,Taif_3d_2013,Betacoronavirus cameli,421,ORF1ab,2013-06-13
AHI48721,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156868,KJ156868,Taif_3d_2013,Betacoronavirus cameli,313,S protein,2013-06-13
AHI48722,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156878,KJ156878,Riyadh_15c_2013,Betacoronavirus cameli,422,ORF1ab,2013-08-19
AHI48723,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156878,KJ156878,Riyadh_15c_2013,Betacoronavirus cameli,250,S protein,2013-08-19
AHI48724,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156903,KJ156903,Asir_1c_2013,Betacoronavirus cameli,416,ORF1ab,2013-07-02
AHI48725,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156903,KJ156903,Asir_1c_2013,Betacoronavirus cameli,613,S protein,2013-07-02
AHI48726,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156908,KJ156908,Riyadh_6d_2013,Betacoronavirus cameli,451,ORF1ab,2013-07-02
AHI48727,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156908,KJ156908,Riyadh_6d_2013,Betacoronavirus cameli,1188,S protein,2013-07-02
AHI48728,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156929,KJ156929,Al-Hasa_23c_2013,Betacoronavirus cameli,477,ORF1ab,2013-05-13
AHI48729,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156929,KJ156929,Al-Hasa_23c_2013,Betacoronavirus cameli,966,S protein,2013-05-13
AHI48730,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156930,KJ156930,Al-Hasa_28f_2013,Betacoronavirus cameli,422,ORF1ab,2013-06-22
AHI48731,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156930,KJ156930,Al-Hasa_28f_2013,Betacoronavirus cameli,1008,S protein,2013-06-22
AHI48732,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156945,KJ156945,Asir_2f_2013,Betacoronavirus cameli,422,ORF1ab,2013-08-05
AHI48733,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156945,KJ156945,Asir_2f_2013,Betacoronavirus cameli,1179,S protein,2013-08-05
AHI48734,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156954,KJ156954,Hafr-Al-Batin_5c_2013,Betacoronavirus cameli,422,ORF1ab,2013-08-25
AHI48735,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156954,KJ156954,Hafr-Al-Batin_5c_2013,Betacoronavirus cameli,983,S protein,2013-08-25
AHI48736,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156920,KJ156920,Riyadh_17b_2013,Betacoronavirus cameli,954,ORF1ab,2013-08-26
AHI48737,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156920,KJ156920,Riyadh_17b_2013,Betacoronavirus cameli,1353,S protein,2013-08-26
AHI48738,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156936,KJ156936,Riyadh_10b_2013,Betacoronavirus cameli,537,ORF1ab,2013-08-05
AHI48739,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156936,KJ156936,Riyadh_10b_2013,Betacoronavirus cameli,1353,S protein,2013-08-05
AHI48740,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156875,KJ156875,Al-Hasa_24c_2013,Betacoronavirus cameli,794,ORF1ab,2013-05-01
AHI48741,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156875,KJ156875,Al-Hasa_24c_2013,Betacoronavirus cameli,342,ORF1a,2013-05-01
AHI48742,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156889,KJ156889,Al-Hasa_28c_2013,Betacoronavirus cameli,594,ORF1ab,2013-06-22
AHI48743,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156889,KJ156889,Al-Hasa_28c_2013,Betacoronavirus cameli,425,ORF1a,2013-06-22
AHI48744,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156894,KJ156894,Al-Hasa_23b_2013,Betacoronavirus cameli,2582,ORF1ab,2013-05-13
AHI48745,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156894,KJ156894,Al-Hasa_23b_2013,Betacoronavirus cameli,1172,ORF1a,2013-05-13
AHI48746,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156895,KJ156895,Hafr-Al-Batin_4b_2013,Betacoronavirus cameli,1667,ORF1ab,2013-08-25
AHI48747,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156895,KJ156895,Hafr-Al-Batin_4b_2013,Betacoronavirus cameli,1581,ORF1a,2013-08-25
AHI48748,Middle East respiratory syndrome-related coronavirus,GenBank,set:KJ156922,KJ156922,Taif_3c_2013,Betacoronavirus cameli,2108,ORF1ab,2013-06-13
