Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein,Collection_Date
ACT11017,Bovine respiratory coronavirus bovine/US/OH-440-TC/1996,GenBank,set:FJ938066,FJ938066,,Betacoronavirus 1,278,32 kD non-structural protein,1996-01-01
ACT11018,Bovine respiratory coronavirus bovine/US/OH-440-TC/1996,GenBank,set:FJ938066,FJ938066,,Betacoronavirus 1,424,hemagglutinin-esterase,1996-01-01
ACT11019,Bovine respiratory coronavirus bovine/US/OH-440-TC/1996,GenBank,set:FJ938066,FJ938066,,Betacoronavirus 1,1363,spike protein,1996-01-01
ACT11020,Bovine respiratory coronavirus bovine/US/OH-440-TC/1996,GenBank,set:FJ938066,FJ938066,,Betacoronavirus 1,29,4.9 kD non-structural protein,1996-01-01
ACT11021,Bovine respiratory coronavirus bovine/US/OH-440-TC/1996,GenBank,set:FJ938066,FJ938066,,Betacoronavirus 1,109,12.7 kD non-structural protein,1996-01-01
ACT11022,Bovine respiratory coronavirus bovine/US/OH-440-TC/1996,GenBank,set:FJ938066,FJ938066,,Betacoronavirus 1,84,envelope protein,1996-01-01
ACT11023,Bovine respiratory coronavirus bovine/US/OH-440-TC/1996,GenBank,set:FJ938066,FJ938066,,Betacoronavirus 1,230,membrane protein,1996-01-01
ACT11024,Bovine respiratory coronavirus bovine/US/OH-440-TC/1996,GenBank,set:FJ938066,FJ938066,,Betacoronavirus 1,448,nucleocapsid protein,1996-01-01
ACT11025,Bovine respiratory coronavirus bovine/US/OH-440-TC/1996,GenBank,set:FJ938066,FJ938066,,Betacoronavirus 1,207,internal protein,1996-01-01
ACT11026,Human enteric coronavirus strain 4408,GenBank,set:FJ938067,FJ938067,,Betacoronavirus 1,4383,orf1a polyprotein,2009-04-17
ACT11027,Human enteric coronavirus strain 4408,GenBank,set:FJ938067,FJ938067,,Betacoronavirus 1,7094,orf1ab polyprotein,2009-04-17
ACT11028,Human enteric coronavirus strain 4408,GenBank,set:FJ938067,FJ938067,,Betacoronavirus 1,278,32 kD non-structural protein,2009-04-17
ACT11029,Human enteric coronavirus strain 4408,GenBank,set:FJ938067,FJ938067,,Betacoronavirus 1,424,hemagglutinin-esterase,2009-04-17
ACT11030,Human enteric coronavirus strain 4408,GenBank,set:FJ938067,FJ938067,,Betacoronavirus 1,1363,spike protein,2009-04-17
ACT11031,Human enteric coronavirus strain 4408,GenBank,set:FJ938067,FJ938067,,Betacoronavirus 1,43,4.9 kD non-structural protein,2009-04-17
ACT11032,Human enteric coronavirus strain 4408,GenBank,set:FJ938067,FJ938067,,Betacoronavirus 1,45,4.8 kD non-structural protein,2009-04-17
ACT11033,Human enteric coronavirus strain 4408,GenBank,set:FJ938067,FJ938067,,Betacoronavirus 1,109,12.7 kD non-structural protein,2009-04-17
ACT11034,Human enteric coronavirus strain 4408,GenBank,set:FJ938067,FJ938067,,Betacoronavirus 1,84,envelope protein,2009-04-17
ACT11035,Human enteric coronavirus strain 4408,GenBank,set:FJ938067,FJ938067,,Betacoronavirus 1,230,membrane protein,2009-04-17
ACT11036,Human enteric coronavirus strain 4408,GenBank,set:FJ938067,FJ938067,,Betacoronavirus 1,448,nucleocapsid protein,2009-04-17
ACT11037,Human enteric coronavirus strain 4408,GenBank,set:FJ938067,FJ938067,,Betacoronavirus 1,207,internal protein,2009-04-17
ACR25271,Bovine coronavirus,GenBank,set:FJ899737,FJ899737,,Betacoronavirus 1,127,spike protein,2003
ACG75895,Bovine coronavirus,GenBank,set:EU686689,EU686689,0501,Betacoronavirus 1,1363,spike protein,
ACB30189,Bovine coronavirus,GenBank,set:EU401980,EU401980,0501,Betacoronavirus 1,448,nucleocapsid protein,
ACB30190,Bovine coronavirus,GenBank,set:EU401981,EU401981,0502,Betacoronavirus 1,448,nucleocapsid protein,
ACB30191,Bovine coronavirus,GenBank,set:EU401982,EU401982,0512,Betacoronavirus 1,448,nucleocapsid protein,
ACB30192,Bovine coronavirus,GenBank,set:EU401983,EU401983,A3,Betacoronavirus 1,448,nucleocapsid protein,
ACB30193,Bovine coronavirus,GenBank,set:EU401984,EU401984,SUN5,Betacoronavirus 1,448,nucleocapsid protein,
ACB30194,Bovine coronavirus,GenBank,set:EU401985,EU401985,,Betacoronavirus 1,448,nucleocapsid protein,
ACB30195,Bovine coronavirus,GenBank,set:EU401975,EU401975,0501,Betacoronavirus 1,424,hemagglutinin-esterase,
ACB30196,Bovine coronavirus,GenBank,set:EU401976,EU401976,0502,Betacoronavirus 1,424,hemagglutinin-esterase,
ACB30197,Bovine coronavirus,GenBank,set:EU401977,EU401977,A3,Betacoronavirus 1,424,hemagglutinin-esterase,
ACB30198,Bovine coronavirus,GenBank,set:EU401978,EU401978,SUN5,Betacoronavirus 1,424,hemagglutinin-esterase,
ACB30199,Bovine coronavirus,GenBank,set:EU401979,EU401979,,Betacoronavirus 1,424,hemagglutinin-esterase,
ACB30200,Bovine coronavirus,GenBank,set:EU401986,EU401986,0502,Betacoronavirus 1,1363,spike protein,
ACB30201,Bovine coronavirus,GenBank,set:EU401987,EU401987,A3,Betacoronavirus 1,1363,spike protein,
ACB30202,Bovine coronavirus,GenBank,set:EU401988,EU401988,SUN5,Betacoronavirus 1,1363,spike protein,
ACB30203,Bovine coronavirus,GenBank,set:EU401989,EU401989,,Betacoronavirus 1,1363,spike protein,
ACL80212,Bovine coronavirus,GenBank,set:FJ556872,FJ556872,,Betacoronavirus 1,448,nucleocapsid protein,2006-12
ACJ66942,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,45,4.8 kDa non-structural protein,1994-01-01
ACJ66943,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,43,4.9 kDa non-structural protein,1994-01-01
ACJ66944,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,424,hemagglutinin-esterase,1994-01-01
ACJ66945,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,109,12.7 kDa non-structural protein,1994-01-01
ACJ66946,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,1363,spike protein,1994-01-01
ACJ66947,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,278,32 kDa non-structural protein,1994-01-01
ACJ66948,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,2717,ORF1b polyprotein,1994-01-01
ACJ66949,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,4383,ORF1a polyprotein,1994-01-01
ACJ66950,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,448,nucleocapsid protein,1994-01-01
ACJ66951,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,84,envelope protein,1994-01-01
ACJ66952,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,230,membrane protein,1994-01-01
ACJ66953,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,43,4.9 kDa non-structural protein,1994-01-01
ACJ66954,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,45,4.8 kDa non-structural protein,1994-01-01
ACJ66955,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,2717,ORF1b polyprotein,1994-01-01
ACJ66956,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,424,hemagglutinin-esterase,1994-01-01
ACJ66957,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,278,32 kDa non-structural protein,1994-01-01
ACJ66958,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,230,membrane protein,1994-01-01
ACJ66959,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,4383,ORF1a polyprotein,1994-01-01
ACJ66960,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,84,envelope protein,1994-01-01
ACJ66961,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,1363,spike protein,1994-01-01
ACJ66962,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,109,12.7 kDa non-structural protein,1994-01-01
ACJ66963,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,448,nucleocapsid protein,1994-01-01
ACJ66964,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,448,nucleocapsid protein,1994-01-01
ACJ66965,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,4383,ORF1a polyprotein,1994-01-01
ACJ66966,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,230,membrane protein,1994-01-01
ACJ66967,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,109,12.7 kDa non-structural protein,1994-01-01
ACJ66968,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,424,hemagglutinin-esterase,1994-01-01
ACJ66969,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,84,envelope protein,1994-01-01
ACJ66970,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,2717,ORF1b polyprotein,1994-01-01
ACJ66971,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,1363,spike protein,1994-01-01
ACJ66972,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,278,32 kDa non-structural protein,1994-01-01
ACJ66973,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,43,4.9 kDa non-structural protein,1994-01-01
ACJ66974,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,45,4.8 kDa non-structural protein,1994-01-01
ACJ66975,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,424,hemagglutinin-esterase,1994-01-01
ACJ66976,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,109,12.7 kDa non-structural protein,1994-01-01
ACJ66977,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,1363,spike protein,1994-01-01
ACJ66978,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,4383,ORF1a polyprotein,1994-01-01
ACJ66979,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,45,4.8 kDa non-structural protein,1994-01-01
ACJ66980,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,84,envelope protein,1994-01-01
ACJ66981,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,2717,ORF1b polyprotein,1994-01-01
ACJ66982,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,278,32 kDa non-structural protein,1994-01-01
ACJ66983,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,448,nucleocapsid protein,1994-01-01
ACJ66984,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,230,membrane protein,1994-01-01
ACJ66985,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,448,nucleocapsid protein,1994-01-01
ACJ66986,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,424,hemagglutinin-esterase,1994-01-01
ACJ66987,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,109,12.7 kDa non-structural protein,1994-01-01
ACJ66988,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,4383,ORF1a polyprotein,1994-01-01
ACJ66989,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,43,4.9 kDa non-structural protein,1994-01-01
ACJ66990,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,1363,spike protein,1994-01-01
ACJ66991,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,278,32 kDa non-structural protein,1994-01-01
ACJ66992,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,230,membrane protein,1994-01-01
ACJ66993,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,45,4.8 kDa non-structural protein,1994-01-01
ACJ66994,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,84,envelope protein,1994-01-01
ACJ66995,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,2717,ORF1b polyprotein,1994-01-01
ACJ66996,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,4383,ORF1a polyprotein,1994-01-01
ACJ66997,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,2717,ORF1b polyprotein,1994-01-01
ACJ66998,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,278,32 kDa non-structural protein,1994-01-01
ACJ66999,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,424,hemagglutinin-esterase,1994-01-01
ACJ67000,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,1363,spike protein,1994-01-01
ACJ67001,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,43,4.9 kDa non-structural protein,1994-01-01
ACJ67002,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,45,4.8 kDa non-structural protein,1994-01-01
ACJ67003,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,109,12.7 kDa non-structural protein,1994-01-01
ACJ67004,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,84,envelope protein,1994-01-01
ACJ67005,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,230,membrane protein,1994-01-01
ACJ67006,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,448,nucleocapsid protein,1994-01-01
ACJ67007,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,207,N2 internal protein,1994-01-01
ACJ67008,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,4383,ORF1a polyprotein,1994-01-01
ACJ67009,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,2717,ORF1b polyprotein,1994-01-01
ACJ67010,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,278,32 kDa non-structural protein,1994-01-01
ACJ67011,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,424,hemagglutinin-esterase,1994-01-01
ACJ67012,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,1363,spike protein,1994-01-01
ACJ67013,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,43,4.9 kDa non-structural protein,1994-01-01
ACJ67014,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,45,4.8 kDa non-structural protein,1994-01-01
ACJ67015,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,109,12.7 kDa non-structural protein,1994-01-01
ACJ67016,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,84,envelope protein,1994-01-01
ACJ67017,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,230,membrane protein,1994-01-01
ACJ67018,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,448,nucleocapsid protein,1994-01-01
ACJ67019,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,207,N2 internal protein,1994-01-01
ACJ35483,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,7094,orf1ab polyprotein,1988
ACJ35484,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,278,32 kDa protein,1988
ACJ35485,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,424,hemagglutinin-esterase,1988
ACJ35486,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,1363,spike protein,1988
ACJ35487,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,84,small envelope protein,1988
ACJ35488,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,230,multispanning envelope protein,1988
ACJ35489,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,448,nucleocapsid protein,1988
ACJ35490,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,43,4.9 kDa protein,1988
ACJ35491,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,45,4.8 kDa protein,1988
ACJ35492,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,109,12.7 kDa protein,1988
BAG82958,Bovine coronavirus,GenBank,set:AB450825,AB450825,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82959,Bovine coronavirus,GenBank,set:AB450826,AB450826,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82960,Bovine coronavirus,GenBank,set:AB450827,AB450827,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82961,Bovine coronavirus,GenBank,set:AB450828,AB450828,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82962,Bovine coronavirus,GenBank,set:AB450829,AB450829,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82963,Bovine coronavirus,GenBank,set:AB450830,AB450830,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82964,Bovine coronavirus,GenBank,set:AB450831,AB450831,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82965,Bovine coronavirus,GenBank,set:AB450832,AB450832,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82966,Bovine coronavirus,GenBank,set:AB450833,AB450833,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82967,Bovine coronavirus,GenBank,set:AB450834,AB450834,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82968,Bovine coronavirus,GenBank,set:AB450835,AB450835,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82969,Bovine coronavirus,GenBank,set:AB450836,AB450836,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82970,Bovine coronavirus,GenBank,set:AB450837,AB450837,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82971,Bovine coronavirus,GenBank,set:AB450838,AB450838,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82972,Bovine coronavirus,GenBank,set:AB450839,AB450839,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82973,Bovine coronavirus,GenBank,set:AB450840,AB450840,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82974,Bovine coronavirus,GenBank,set:AB450841,AB450841,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82975,Bovine coronavirus,GenBank,set:AB450842,AB450842,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82976,Bovine coronavirus,GenBank,set:AB450843,AB450843,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82977,Bovine coronavirus,GenBank,set:AB450844,AB450844,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82978,Bovine coronavirus,GenBank,set:AB450845,AB450845,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82979,Bovine coronavirus,GenBank,set:AB450846,AB450846,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82980,Bovine coronavirus,GenBank,set:AB450847,AB450847,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82981,Bovine coronavirus,GenBank,set:AB450848,AB450848,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82982,Bovine coronavirus,GenBank,set:AB450849,AB450849,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82983,Bovine coronavirus,GenBank,set:AB450850,AB450850,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82984,Bovine coronavirus,GenBank,set:AB450851,AB450851,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82985,Bovine coronavirus,GenBank,set:AB450852,AB450852,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82986,Bovine coronavirus,GenBank,set:AB450853,AB450853,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82987,Bovine coronavirus,GenBank,set:AB450854,AB450854,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82988,Bovine coronavirus,GenBank,set:AB450855,AB450855,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82989,Bovine coronavirus,GenBank,set:AB450856,AB450856,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82990,Bovine coronavirus,GenBank,set:AB450857,AB450857,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82991,Bovine coronavirus,GenBank,set:AB450858,AB450858,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82992,Bovine coronavirus,GenBank,set:AB450859,AB450859,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82993,Bovine coronavirus,GenBank,set:AB450860,AB450860,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82994,Bovine coronavirus,GenBank,set:AB450861,AB450861,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82995,Bovine coronavirus,GenBank,set:AB450862,AB450862,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82996,Bovine coronavirus,GenBank,set:AB450863,AB450863,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82997,Bovine coronavirus,GenBank,set:AB450864,AB450864,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82998,Bovine coronavirus,GenBank,set:AB450865,AB450865,,Betacoronavirus 1,137,spike protein subunit 1,
BAG82999,Bovine coronavirus,GenBank,set:AB450866,AB450866,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83000,Bovine coronavirus,GenBank,set:AB450867,AB450867,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83001,Bovine coronavirus,GenBank,set:AB450868,AB450868,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83002,Bovine coronavirus,GenBank,set:AB450869,AB450869,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83003,Bovine coronavirus,GenBank,set:AB450870,AB450870,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83004,Bovine coronavirus,GenBank,set:AB450871,AB450871,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83005,Bovine coronavirus,GenBank,set:AB450872,AB450872,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83006,Bovine coronavirus,GenBank,set:AB450873,AB450873,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83007,Bovine coronavirus,GenBank,set:AB450874,AB450874,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83008,Bovine coronavirus,GenBank,set:AB450875,AB450875,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83009,Bovine coronavirus,GenBank,set:AB450876,AB450876,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83010,Bovine coronavirus,GenBank,set:AB450877,AB450877,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83011,Bovine coronavirus,GenBank,set:AB450878,AB450878,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83012,Bovine coronavirus,GenBank,set:AB450879,AB450879,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83013,Bovine coronavirus,GenBank,set:AB450880,AB450880,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83014,Bovine coronavirus,GenBank,set:AB450881,AB450881,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83015,Bovine coronavirus,GenBank,set:AB450882,AB450882,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83016,Bovine coronavirus,GenBank,set:AB450883,AB450883,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83017,Bovine coronavirus,GenBank,set:AB450884,AB450884,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83018,Bovine coronavirus,GenBank,set:AB450885,AB450885,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83019,Bovine coronavirus,GenBank,set:AB450886,AB450886,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83020,Bovine coronavirus,GenBank,set:AB450887,AB450887,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83021,Bovine coronavirus,GenBank,set:AB450888,AB450888,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83022,Bovine coronavirus,GenBank,set:AB450889,AB450889,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83023,Bovine coronavirus,GenBank,set:AB450890,AB450890,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83024,Bovine coronavirus,GenBank,set:AB450891,AB450891,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83025,Bovine coronavirus,GenBank,set:AB450892,AB450892,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83026,Bovine coronavirus,GenBank,set:AB450893,AB450893,,Betacoronavirus 1,137,spike protein subunit 1,
BAG83027,Bovine coronavirus,GenBank,set:AB450894,AB450894,,Betacoronavirus 1,137,spike protein subunit 1,
