Accession,GenBank_RefSeq,Nucleotide,Assembly,Protein,Organism_Name,Isolate,Length,Collection_Date
AMM42521,GenBank,KT359762,set:KT359762,nucleocapsid protein,Human coronavirus 229E,12MYKL1076,389,2012
AMM42522,GenBank,KT359763,set:KT359763,nucleocapsid protein,Human coronavirus 229E,12MYKL1102,393,2012
AMM42523,GenBank,KT359764,set:KT359764,nucleocapsid protein,Human coronavirus 229E,12MYKL1271,393,2012
AMM42524,GenBank,KT359765,set:KT359765,nucleocapsid protein,Human coronavirus 229E,12MYKL1586,393,2012
AMM42525,GenBank,KT359766,set:KT359766,nucleocapsid protein,Human coronavirus 229E,12MYKL1616,393,2012
AMM42526,GenBank,KT359767,set:KT359767,nucleocapsid protein,Human coronavirus 229E,13MYKL1719,393,2013
AMM42527,GenBank,KT359768,set:KT359768,nucleocapsid protein,Human coronavirus 229E,13MYKL1847,389,2013
AMM42528,GenBank,KT359769,set:KT359769,nucleocapsid protein,Human coronavirus 229E,13MYKL1883,388,2013
AMM42529,GenBank,KT359770,set:KT359770,spike protein,Human coronavirus 229E,12MYKL0011,283,2012
AMM42530,GenBank,KT359771,set:KT359771,spike protein,Human coronavirus 229E,12MYKL0051,283,2012
AMM42531,GenBank,KT359772,set:KT359772,spike protein,Human coronavirus 229E,12MYKL0052,283,2012
AMM42532,GenBank,KT359773,set:KT359773,spike protein,Human coronavirus 229E,12MYKL0126,283,2012
AMM42533,GenBank,KT359774,set:KT359774,spike protein,Human coronavirus 229E,12MYKL0335,283,2012
AMM42534,GenBank,KT359775,set:KT359775,spike protein,Human coronavirus 229E,12MYKL0367,283,2012
AMM42535,GenBank,KT359776,set:KT359776,spike protein,Human coronavirus 229E,12MYKL0415,283,2012
AMM42536,GenBank,KT359777,set:KT359777,spike protein,Human coronavirus 229E,12MYKL0424,276,2012
AMM42537,GenBank,KT359778,set:KT359778,spike protein,Human coronavirus 229E,12MYKL0543,283,2012
AMM42538,GenBank,KT359779,set:KT359779,spike protein,Human coronavirus 229E,12MYKL0667,283,2012
AMM42539,GenBank,KT359780,set:KT359780,spike protein,Human coronavirus 229E,12MYKL0784,283,2012
AMM42540,GenBank,KT359781,set:KT359781,spike protein,Human coronavirus 229E,12MYKL1102,283,2012
AMM42541,GenBank,KT359782,set:KT359782,spike protein,Human coronavirus 229E,12MYKL1271,283,2012
AMM42542,GenBank,KT359783,set:KT359783,spike protein,Human coronavirus 229E,12MYKL1586,283,2012
AMM42543,GenBank,KT359784,set:KT359784,spike protein,Human coronavirus 229E,12MYKL1616,283,2012
AMM42544,GenBank,KT359785,set:KT359785,spike protein,Human coronavirus 229E,13MYKL1719,283,2013
ALA50086,GenBank,KT368892,set:KT368892,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/Jd29/2014,4090,2014-06
ALA50087,GenBank,KT368892,set:KT368892,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/Jd29/2014,6763,2014-06
ALA50088,GenBank,KT368892,set:KT368892,spike protein,Camel alphacoronavirus,camel/Jeddah/Jd29/2014,1169,2014-06
ALA50089,GenBank,KT368892,set:KT368892,ORF4,Camel alphacoronavirus,camel/Jeddah/Jd29/2014,226,2014-06
ALA50090,GenBank,KT368892,set:KT368892,envelope protein,Camel alphacoronavirus,camel/Jeddah/Jd29/2014,77,2014-06
ALA50091,GenBank,KT368892,set:KT368892,membrane protein,Camel alphacoronavirus,camel/Jeddah/Jd29/2014,226,2014-06
ALA50092,GenBank,KT368892,set:KT368892,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/Jd29/2014,382,2014-06
ALA50093,GenBank,KT368893,set:KT368893,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/Jd55/2014,4090,2014-06
ALA50094,GenBank,KT368893,set:KT368893,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/Jd55/2014,6763,2014-06
ALA50095,GenBank,KT368893,set:KT368893,spike protein,Camel alphacoronavirus,camel/Jeddah/Jd55/2014,1169,2014-06
ALA50096,GenBank,KT368893,set:KT368893,ORF4,Camel alphacoronavirus,camel/Jeddah/Jd55/2014,226,2014-06
ALA50097,GenBank,KT368893,set:KT368893,envelope protein,Camel alphacoronavirus,camel/Jeddah/Jd55/2014,77,2014-06
ALA50098,GenBank,KT368893,set:KT368893,membrane protein,Camel alphacoronavirus,camel/Jeddah/Jd55/2014,226,2014-06
ALA50099,GenBank,KT368893,set:KT368893,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/Jd55/2014,382,2014-06
ALA50100,GenBank,KT368894,set:KT368894,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/Jd63/2014,4090,2014-06
ALA50101,GenBank,KT368894,set:KT368894,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/Jd63/2014,6763,2014-06
ALA50102,GenBank,KT368894,set:KT368894,spike protein,Camel alphacoronavirus,camel/Jeddah/Jd63/2014,1169,2014-06
ALA50103,GenBank,KT368894,set:KT368894,ORF4,Camel alphacoronavirus,camel/Jeddah/Jd63/2014,226,2014-06
ALA50104,GenBank,KT368894,set:KT368894,envelope protein,Camel alphacoronavirus,camel/Jeddah/Jd63/2014,77,2014-06
ALA50105,GenBank,KT368894,set:KT368894,membrane protein,Camel alphacoronavirus,camel/Jeddah/Jd63/2014,226,2014-06
ALA50106,GenBank,KT368894,set:KT368894,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/Jd63/2014,382,2014-06
ALA50107,GenBank,KT368895,set:KT368895,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/O23(a)/2014,4090,2014-10
ALA50108,GenBank,KT368895,set:KT368895,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/O23(a)/2014,6763,2014-10
ALA50109,GenBank,KT368895,set:KT368895,spike protein,Camel alphacoronavirus,camel/Jeddah/O23(a)/2014,1169,2014-10
ALA50110,GenBank,KT368895,set:KT368895,ORF4,Camel alphacoronavirus,camel/Jeddah/O23(a)/2014,226,2014-10
ALA50111,GenBank,KT368895,set:KT368895,envelope protein,Camel alphacoronavirus,camel/Jeddah/O23(a)/2014,77,2014-10
ALA50112,GenBank,KT368895,set:KT368895,membrane protein,Camel alphacoronavirus,camel/Jeddah/O23(a)/2014,226,2014-10
ALA50113,GenBank,KT368895,set:KT368895,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/O23(a)/2014,382,2014-10
ALA50114,GenBank,KT368896,set:KT368896,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/O47(a)/2014,4090,2014-10
ALA50115,GenBank,KT368896,set:KT368896,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/O47(a)/2014,6763,2014-10
ALA50116,GenBank,KT368896,set:KT368896,spike protein,Camel alphacoronavirus,camel/Jeddah/O47(a)/2014,1169,2014-10
ALA50117,GenBank,KT368896,set:KT368896,ORF4,Camel alphacoronavirus,camel/Jeddah/O47(a)/2014,226,2014-10
ALA50118,GenBank,KT368896,set:KT368896,envelope protein,Camel alphacoronavirus,camel/Jeddah/O47(a)/2014,77,2014-10
ALA50119,GenBank,KT368896,set:KT368896,membrane protein,Camel alphacoronavirus,camel/Jeddah/O47(a)/2014,226,2014-10
ALA50120,GenBank,KT368896,set:KT368896,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/O47(a)/2014,382,2014-10
ALA50121,GenBank,KT368897,set:KT368897,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/O100/2014,4090,2014-10
ALA50122,GenBank,KT368897,set:KT368897,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/O100/2014,6763,2014-10
ALA50123,GenBank,KT368897,set:KT368897,spike protein,Camel alphacoronavirus,camel/Jeddah/O100/2014,1169,2014-10
ALA50124,GenBank,KT368897,set:KT368897,ORF4,Camel alphacoronavirus,camel/Jeddah/O100/2014,226,2014-10
ALA50125,GenBank,KT368897,set:KT368897,envelope protein,Camel alphacoronavirus,camel/Jeddah/O100/2014,77,2014-10
ALA50126,GenBank,KT368897,set:KT368897,membrane protein,Camel alphacoronavirus,camel/Jeddah/O100/2014,226,2014-10
ALA50127,GenBank,KT368897,set:KT368897,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/O100/2014,382,2014-10
ALA50128,GenBank,KT368898,set:KT368898,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/N38/2014,4090,2014-11
ALA50129,GenBank,KT368898,set:KT368898,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/N38/2014,6763,2014-11
ALA50130,GenBank,KT368898,set:KT368898,spike protein,Camel alphacoronavirus,camel/Jeddah/N38/2014,1169,2014-11
ALA50131,GenBank,KT368898,set:KT368898,ORF4,Camel alphacoronavirus,camel/Jeddah/N38/2014,226,2014-11
ALA50132,GenBank,KT368898,set:KT368898,envelope protein,Camel alphacoronavirus,camel/Jeddah/N38/2014,77,2014-11
ALA50133,GenBank,KT368898,set:KT368898,membrane protein,Camel alphacoronavirus,camel/Jeddah/N38/2014,226,2014-11
ALA50134,GenBank,KT368898,set:KT368898,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/N38/2014,382,2014-11
ALA50135,GenBank,KT368899,set:KT368899,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/N60/2014,4090,2014-11
ALA50136,GenBank,KT368899,set:KT368899,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/N60/2014,6763,2014-11
ALA50137,GenBank,KT368899,set:KT368899,spike protein,Camel alphacoronavirus,camel/Jeddah/N60/2014,1169,2014-11
ALA50138,GenBank,KT368899,set:KT368899,ORF4,Camel alphacoronavirus,camel/Jeddah/N60/2014,226,2014-11
ALA50139,GenBank,KT368899,set:KT368899,envelope protein,Camel alphacoronavirus,camel/Jeddah/N60/2014,77,2014-11
ALA50140,GenBank,KT368899,set:KT368899,membrane protein,Camel alphacoronavirus,camel/Jeddah/N60/2014,226,2014-11
ALA50141,GenBank,KT368899,set:KT368899,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/N60/2014,382,2014-11
ALA50142,GenBank,KT368900,set:KT368900,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/N62(a)/2014,4090,2014-11
ALA50143,GenBank,KT368900,set:KT368900,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/N62(a)/2014,6763,2014-11
ALA50144,GenBank,KT368900,set:KT368900,spike protein,Camel alphacoronavirus,camel/Jeddah/N62(a)/2014,1169,2014-11
ALA50145,GenBank,KT368900,set:KT368900,ORF4,Camel alphacoronavirus,camel/Jeddah/N62(a)/2014,226,2014-11
ALA50146,GenBank,KT368900,set:KT368900,envelope protein,Camel alphacoronavirus,camel/Jeddah/N62(a)/2014,77,2014-11
ALA50147,GenBank,KT368900,set:KT368900,membrane protein,Camel alphacoronavirus,camel/Jeddah/N62(a)/2014,226,2014-11
ALA50148,GenBank,KT368900,set:KT368900,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/N62(a)/2014,382,2014-11
ALA50149,GenBank,KT368901,set:KT368901,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/N68(a)/2014,4090,2014-11
ALA50150,GenBank,KT368901,set:KT368901,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/N68(a)/2014,6763,2014-11
ALA50151,GenBank,KT368901,set:KT368901,spike protein,Camel alphacoronavirus,camel/Jeddah/N68(a)/2014,1169,2014-11
ALA50152,GenBank,KT368901,set:KT368901,ORF4,Camel alphacoronavirus,camel/Jeddah/N68(a)/2014,226,2014-11
ALA50153,GenBank,KT368901,set:KT368901,envelope protein,Camel alphacoronavirus,camel/Jeddah/N68(a)/2014,77,2014-11
ALA50154,GenBank,KT368901,set:KT368901,membrane protein,Camel alphacoronavirus,camel/Jeddah/N68(a)/2014,226,2014-11
ALA50155,GenBank,KT368901,set:KT368901,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/N68(a)/2014,382,2014-11
ALA50156,GenBank,KT368902,set:KT368902,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/D33(a)/2014,4090,2014-12
ALA50157,GenBank,KT368902,set:KT368902,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/D33(a)/2014,6763,2014-12
ALA50158,GenBank,KT368902,set:KT368902,spike protein,Camel alphacoronavirus,camel/Jeddah/D33(a)/2014,1169,2014-12
ALA50159,GenBank,KT368902,set:KT368902,ORF4,Camel alphacoronavirus,camel/Jeddah/D33(a)/2014,226,2014-12
ALA50160,GenBank,KT368902,set:KT368902,envelope protein,Camel alphacoronavirus,camel/Jeddah/D33(a)/2014,77,2014-12
ALA50161,GenBank,KT368902,set:KT368902,membrane protein,Camel alphacoronavirus,camel/Jeddah/D33(a)/2014,226,2014-12
ALA50162,GenBank,KT368902,set:KT368902,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/D33(a)/2014,382,2014-12
ALA50163,GenBank,KT368903,set:KT368903,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/D38(a)/2014,4090,2014-12
ALA50164,GenBank,KT368903,set:KT368903,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/D38(a)/2014,6763,2014-12
ALA50165,GenBank,KT368903,set:KT368903,spike protein,Camel alphacoronavirus,camel/Jeddah/D38(a)/2014,1169,2014-12
ALA50166,GenBank,KT368903,set:KT368903,ORF4,Camel alphacoronavirus,camel/Jeddah/D38(a)/2014,226,2014-12
ALA50167,GenBank,KT368903,set:KT368903,envelope protein,Camel alphacoronavirus,camel/Jeddah/D38(a)/2014,77,2014-12
ALA50168,GenBank,KT368903,set:KT368903,membrane protein,Camel alphacoronavirus,camel/Jeddah/D38(a)/2014,226,2014-12
ALA50169,GenBank,KT368903,set:KT368903,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/D38(a)/2014,378,2014-12
ALA50170,GenBank,KT368904,set:KT368904,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/D43(a)/2014,4090,2014-12
ALA50171,GenBank,KT368904,set:KT368904,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/D43(a)/2014,6763,2014-12
ALA50172,GenBank,KT368904,set:KT368904,spike protein,Camel alphacoronavirus,camel/Jeddah/D43(a)/2014,1169,2014-12
ALA50173,GenBank,KT368904,set:KT368904,ORF4,Camel alphacoronavirus,camel/Jeddah/D43(a)/2014,226,2014-12
ALA50174,GenBank,KT368904,set:KT368904,envelope protein,Camel alphacoronavirus,camel/Jeddah/D43(a)/2014,77,2014-12
ALA50175,GenBank,KT368904,set:KT368904,membrane protein,Camel alphacoronavirus,camel/Jeddah/D43(a)/2014,226,2014-12
ALA50176,GenBank,KT368904,set:KT368904,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/D43(a)/2014,382,2014-12
ALA50177,GenBank,KT368905,set:KT368905,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/D46(a)/2014,4090,2014-12
ALA50178,GenBank,KT368905,set:KT368905,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/D46(a)/2014,6763,2014-12
ALA50179,GenBank,KT368905,set:KT368905,spike protein,Camel alphacoronavirus,camel/Jeddah/D46(a)/2014,1169,2014-12
ALA50180,GenBank,KT368905,set:KT368905,ORF4,Camel alphacoronavirus,camel/Jeddah/D46(a)/2014,226,2014-12
ALA50181,GenBank,KT368905,set:KT368905,envelope protein,Camel alphacoronavirus,camel/Jeddah/D46(a)/2014,77,2014-12
ALA50182,GenBank,KT368905,set:KT368905,membrane protein,Camel alphacoronavirus,camel/Jeddah/D46(a)/2014,226,2014-12
ALA50183,GenBank,KT368905,set:KT368905,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/D46(a)/2014,382,2014-12
ALA50184,GenBank,KT368906,set:KT368906,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/D50(a)/2014,4090,2014-12
ALA50185,GenBank,KT368906,set:KT368906,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/D50(a)/2014,6763,2014-12
ALA50186,GenBank,KT368906,set:KT368906,spike protein,Camel alphacoronavirus,camel/Jeddah/D50(a)/2014,1169,2014-12
ALA50187,GenBank,KT368906,set:KT368906,ORF4,Camel alphacoronavirus,camel/Jeddah/D50(a)/2014,226,2014-12
ALA50188,GenBank,KT368906,set:KT368906,envelope protein,Camel alphacoronavirus,camel/Jeddah/D50(a)/2014,77,2014-12
ALA50189,GenBank,KT368906,set:KT368906,membrane protein,Camel alphacoronavirus,camel/Jeddah/D50(a)/2014,226,2014-12
ALA50190,GenBank,KT368906,set:KT368906,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/D50(a)/2014,382,2014-12
ALA50191,GenBank,KT368907,set:KT368907,polyprotein ORF1a,Camel alphacoronavirus,camel/Riyadh/Ry141/2015,4090,2015-03
ALA50192,GenBank,KT368907,set:KT368907,polyprotein ORF1ab,Camel alphacoronavirus,camel/Riyadh/Ry141/2015,6763,2015-03
ALA50193,GenBank,KT368907,set:KT368907,spike protein,Camel alphacoronavirus,camel/Riyadh/Ry141/2015,1169,2015-03
ALA50194,GenBank,KT368907,set:KT368907,ORF4,Camel alphacoronavirus,camel/Riyadh/Ry141/2015,226,2015-03
ALA50195,GenBank,KT368907,set:KT368907,envelope protein,Camel alphacoronavirus,camel/Riyadh/Ry141/2015,77,2015-03
ALA50196,GenBank,KT368907,set:KT368907,membrane protein,Camel alphacoronavirus,camel/Riyadh/Ry141/2015,226,2015-03
ALA50197,GenBank,KT368907,set:KT368907,nucleocapsid protein,Camel alphacoronavirus,camel/Riyadh/Ry141/2015,382,2015-03
ALA50198,GenBank,KT368908,set:KT368908,polyprotein ORF1a,Camel alphacoronavirus,camel/Riyadh/Ry159(a)/2015,4090,2015-03
ALA50199,GenBank,KT368908,set:KT368908,polyprotein ORF1ab,Camel alphacoronavirus,camel/Riyadh/Ry159(a)/2015,6763,2015-03
ALA50200,GenBank,KT368908,set:KT368908,spike protein,Camel alphacoronavirus,camel/Riyadh/Ry159(a)/2015,1169,2015-03
ALA50201,GenBank,KT368908,set:KT368908,ORF4,Camel alphacoronavirus,camel/Riyadh/Ry159(a)/2015,226,2015-03
ALA50202,GenBank,KT368908,set:KT368908,envelope protein,Camel alphacoronavirus,camel/Riyadh/Ry159(a)/2015,77,2015-03
ALA50203,GenBank,KT368908,set:KT368908,membrane protein,Camel alphacoronavirus,camel/Riyadh/Ry159(a)/2015,226,2015-03
ALA50204,GenBank,KT368908,set:KT368908,nucleocapsid protein,Camel alphacoronavirus,camel/Riyadh/Ry159(a)/2015,382,2015-03
ALA50205,GenBank,KT368909,set:KT368909,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/Jd1(a)/2015,4090,2015-01
ALA50206,GenBank,KT368909,set:KT368909,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/Jd1(a)/2015,6763,2015-01
ALA50207,GenBank,KT368909,set:KT368909,spike protein,Camel alphacoronavirus,camel/Jeddah/Jd1(a)/2015,1169,2015-01
ALA50208,GenBank,KT368909,set:KT368909,ORF4,Camel alphacoronavirus,camel/Jeddah/Jd1(a)/2015,226,2015-01
ALA50209,GenBank,KT368909,set:KT368909,envelope protein,Camel alphacoronavirus,camel/Jeddah/Jd1(a)/2015,77,2015-01
ALA50210,GenBank,KT368909,set:KT368909,membrane protein,Camel alphacoronavirus,camel/Jeddah/Jd1(a)/2015,226,2015-01
ALA50211,GenBank,KT368909,set:KT368909,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/Jd1(a)/2015,382,2015-01
ALA50212,GenBank,KT368910,set:KT368910,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/Jd6(a)/2015,4090,2015-01
ALA50213,GenBank,KT368910,set:KT368910,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/Jd6(a)/2015,6763,2015-01
ALA50214,GenBank,KT368910,set:KT368910,spike protein,Camel alphacoronavirus,camel/Jeddah/Jd6(a)/2015,1169,2015-01
ALA50215,GenBank,KT368910,set:KT368910,ORF4,Camel alphacoronavirus,camel/Jeddah/Jd6(a)/2015,226,2015-01
ALA50216,GenBank,KT368910,set:KT368910,envelope protein,Camel alphacoronavirus,camel/Jeddah/Jd6(a)/2015,77,2015-01
ALA50217,GenBank,KT368910,set:KT368910,membrane protein,Camel alphacoronavirus,camel/Jeddah/Jd6(a)/2015,226,2015-01
ALA50218,GenBank,KT368910,set:KT368910,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/Jd6(a)/2015,382,2015-01
ALA50219,GenBank,KT368911,set:KT368911,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/Jd8/2015,4090,2015-01
ALA50220,GenBank,KT368911,set:KT368911,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/Jd8/2015,6763,2015-01
ALA50221,GenBank,KT368911,set:KT368911,spike protein,Camel alphacoronavirus,camel/Jeddah/Jd8/2015,1169,2015-01
ALA50222,GenBank,KT368911,set:KT368911,ORF4,Camel alphacoronavirus,camel/Jeddah/Jd8/2015,226,2015-01
ALA50223,GenBank,KT368911,set:KT368911,envelope protein,Camel alphacoronavirus,camel/Jeddah/Jd8/2015,77,2015-01
ALA50224,GenBank,KT368911,set:KT368911,membrane protein,Camel alphacoronavirus,camel/Jeddah/Jd8/2015,226,2015-01
ALA50225,GenBank,KT368911,set:KT368911,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/Jd8/2015,382,2015-01
ALA50226,GenBank,KT368912,set:KT368912,polyprotein ORF1a,Camel alphacoronavirus,camel/Jeddah/Jd28/2015,4090,2015-01
ALA50227,GenBank,KT368912,set:KT368912,polyprotein ORF1ab,Camel alphacoronavirus,camel/Jeddah/Jd28/2015,6763,2015-01
ALA50228,GenBank,KT368912,set:KT368912,spike protein,Camel alphacoronavirus,camel/Jeddah/Jd28/2015,1169,2015-01
ALA50229,GenBank,KT368912,set:KT368912,ORF4,Camel alphacoronavirus,camel/Jeddah/Jd28/2015,226,2015-01
ALA50230,GenBank,KT368912,set:KT368912,envelope protein,Camel alphacoronavirus,camel/Jeddah/Jd28/2015,77,2015-01
ALA50231,GenBank,KT368912,set:KT368912,membrane protein,Camel alphacoronavirus,camel/Jeddah/Jd28/2015,226,2015-01
ALA50232,GenBank,KT368912,set:KT368912,nucleocapsid protein,Camel alphacoronavirus,camel/Jeddah/Jd28/2015,382,2015-01
ALA50233,GenBank,KT368913,set:KT368913,polyprotein ORF1a,Camel alphacoronavirus,camel/Taif/T91(a)/2015,4090,2015-04
ALA50234,GenBank,KT368913,set:KT368913,polyprotein ORF1ab,Camel alphacoronavirus,camel/Taif/T91(a)/2015,6763,2015-04
ALA50235,GenBank,KT368913,set:KT368913,spike protein,Camel alphacoronavirus,camel/Taif/T91(a)/2015,1169,2015-04
ALA50236,GenBank,KT368913,set:KT368913,ORF4,Camel alphacoronavirus,camel/Taif/T91(a)/2015,226,2015-04
ALA50237,GenBank,KT368913,set:KT368913,envelope protein,Camel alphacoronavirus,camel/Taif/T91(a)/2015,77,2015-04
ALA50238,GenBank,KT368913,set:KT368913,membrane protein,Camel alphacoronavirus,camel/Taif/T91(a)/2015,226,2015-04
ALA50239,GenBank,KT368913,set:KT368913,nucleocapsid protein,Camel alphacoronavirus,camel/Taif/T91(a)/2015,382,2015-04
ALA50240,GenBank,KT368914,set:KT368914,polyprotein ORF1a,Camel alphacoronavirus,camel/Taif/T96/2015,4090,2015-04
ALA50241,GenBank,KT368914,set:KT368914,polyprotein ORF1ab,Camel alphacoronavirus,camel/Taif/T96/2015,6763,2015-04
ALA50242,GenBank,KT368914,set:KT368914,spike protein,Camel alphacoronavirus,camel/Taif/T96/2015,1169,2015-04
ALA50243,GenBank,KT368914,set:KT368914,ORF4,Camel alphacoronavirus,camel/Taif/T96/2015,226,2015-04
ALA50244,GenBank,KT368914,set:KT368914,envelope protein,Camel alphacoronavirus,camel/Taif/T96/2015,77,2015-04
ALA50245,GenBank,KT368914,set:KT368914,membrane protein,Camel alphacoronavirus,camel/Taif/T96/2015,226,2015-04
ALA50246,GenBank,KT368914,set:KT368914,nucleocapsid protein,Camel alphacoronavirus,camel/Taif/T96/2015,382,2015-04
ALA50247,GenBank,KT368915,set:KT368915,polyprotein ORF1a,Camel alphacoronavirus,camel/Taif/T157(a)/2015,4090,2015-03
ALA50248,GenBank,KT368915,set:KT368915,polyprotein ORF1ab,Camel alphacoronavirus,camel/Taif/T157(a)/2015,6763,2015-03
ALA50249,GenBank,KT368915,set:KT368915,spike protein,Camel alphacoronavirus,camel/Taif/T157(a)/2015,1169,2015-03
ALA50250,GenBank,KT368915,set:KT368915,ORF4,Camel alphacoronavirus,camel/Taif/T157(a)/2015,226,2015-03
ALA50251,GenBank,KT368915,set:KT368915,envelope protein,Camel alphacoronavirus,camel/Taif/T157(a)/2015,77,2015-03
ALA50252,GenBank,KT368915,set:KT368915,membrane protein,Camel alphacoronavirus,camel/Taif/T157(a)/2015,226,2015-03
ALA50253,GenBank,KT368915,set:KT368915,nucleocapsid protein,Camel alphacoronavirus,camel/Taif/T157(a)/2015,382,2015-03
ALA50254,GenBank,KT368916,set:KT368916,polyprotein ORF1a,Camel alphacoronavirus,camel/Taif/T193/2015,4090,2015-03
ALA50255,GenBank,KT368916,set:KT368916,polyprotein ORF1ab,Camel alphacoronavirus,camel/Taif/T193/2015,6763,2015-03
ALA50256,GenBank,KT368916,set:KT368916,spike protein,Camel alphacoronavirus,camel/Taif/T193/2015,1169,2015-03
ALA50257,GenBank,KT368916,set:KT368916,ORF4,Camel alphacoronavirus,camel/Taif/T193/2015,226,2015-03
ALA50258,GenBank,KT368916,set:KT368916,envelope protein,Camel alphacoronavirus,camel/Taif/T193/2015,77,2015-03
ALA50259,GenBank,KT368916,set:KT368916,membrane protein,Camel alphacoronavirus,camel/Taif/T193/2015,226,2015-03
ALA50260,GenBank,KT368916,set:KT368916,nucleocapsid protein,Camel alphacoronavirus,camel/Taif/T193/2015,382,2015-03
ALJ99882,GenBank,KT253259,set:KT253259,RNA-dependent RNA polymerase,229E-related bat coronavirus,BtCoV/AT1A-F45/Hip_aba/GHA/2010,272,2010
ALJ99883,GenBank,KT253260,set:KT253260,RNA-dependent RNA polymerase,229E-related bat coronavirus,BtCoV/AT1A-F41/Hip_aba/GHA/2010,272,2010
ALJ99884,GenBank,KT253261,set:KT253261,RNA-dependent RNA polymerase,229E-related bat coronavirus,BtCoV/FO-A-42/Hip_aba/GHA/2010,272,2010
ALJ99885,GenBank,KT253262,set:KT253262,RNA-dependent RNA polymerase,229E-related bat coronavirus,BtCoV/BUO2E-F58/Hip_cf._rub/GHA/2011,272,2011
ALJ99886,GenBank,KT253263,set:KT253263,RNA-dependent RNA polymerase,229E-related bat coronavirus,BtCoV/FO1E-F66/Hip_cf._rub/GHA/2011,272,2011
ALJ99887,GenBank,KT253264,set:KT253264,RNA-dependent RNA polymerase,229E-related bat coronavirus,BtCoV/KW1C-F161/Hip_cf._rub/GHA/2010,272,2010
ALJ99888,GenBank,KT253265,set:KT253265,RNA-dependent RNA polymerase,229E-related bat coronavirus,BtCoV/KW1E-F12/Hip_cf._rub/GHA/2011,272,2011
ALJ99889,GenBank,KT253266,set:KT253266,RNA-dependent RNA polymerase,229E-related bat coronavirus,BtCoV/BUO2A-75/Hip_aba/GHA/2010,272,2010
ALJ99890,GenBank,KT253267,set:KT253267,RNA-dependent RNA polymerase,229E-related bat coronavirus,BtCoV/FO1E-F67/Hip_cf._rub/GHA/2011,272,2011
ALJ99891,GenBank,KT253268,set:KT253268,RNA-dependent RNA polymerase,229E-related bat coronavirus,BtCoV/KW2E-F73/Hip_cf._rub/GHA/2011,272,2011
