Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein,Collection_Date
ACI13529,Feline coronavirus,GenBank,set:EU664284,EU664284,4561fegJG06,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13530,Feline coronavirus,GenBank,set:EU664285,EU664285,458405GJD05,Alphacoronavirus 1,40,spike protein,
ACI13531,Feline coronavirus,GenBank,set:EU664285,EU664285,458405GJD05,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13532,Feline coronavirus,GenBank,set:EU664285,EU664285,458405GJD05,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13533,Feline coronavirus,GenBank,set:EU664285,EU664285,458405GJD05,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13534,Feline coronavirus,GenBank,set:EU664286,EU664286,4662inCJC07,Alphacoronavirus 1,40,spike protein,
ACI13535,Feline coronavirus,GenBank,set:EU664286,EU664286,4662inCJC07,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13536,Feline coronavirus,GenBank,set:EU664286,EU664286,4662inCJC07,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13537,Feline coronavirus,GenBank,set:EU664286,EU664286,4662inCJC07,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13538,Feline coronavirus,GenBank,set:EU664287,EU664287,4624feGJE02,Alphacoronavirus 1,40,spike protein,
ACI13539,Feline coronavirus,GenBank,set:EU664287,EU664287,4624feGJE02,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13540,Feline coronavirus,GenBank,set:EU664287,EU664287,4624feGJE02,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13541,Feline coronavirus,GenBank,set:EU664287,EU664287,4624feGJE02,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13542,Feline coronavirus,GenBank,set:EU664288,EU664288,4586feGJE04,Alphacoronavirus 1,40,spike protein,
ACI13543,Feline coronavirus,GenBank,set:EU664288,EU664288,4586feGJE04,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13544,Feline coronavirus,GenBank,set:EU664288,EU664288,4586feGJE04,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13545,Feline coronavirus,GenBank,set:EU664288,EU664288,4586feGJE04,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13546,Feline coronavirus,GenBank,set:EU664289,EU664289,4662inCJG07,Alphacoronavirus 1,39,spike protein,
ACI13547,Feline coronavirus,GenBank,set:EU664289,EU664289,4662inCJG07,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13548,Feline coronavirus,GenBank,set:EU664289,EU664289,4662inCJG07,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13549,Feline coronavirus,GenBank,set:EU664289,EU664289,4662inCJG07,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13550,Feline coronavirus,GenBank,set:EU664290,EU664290,4586GJD04,Alphacoronavirus 1,40,spike protein,
ACI13551,Feline coronavirus,GenBank,set:EU664290,EU664290,4586GJD04,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13552,Feline coronavirus,GenBank,set:EU664290,EU664290,4586GJD04,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13553,Feline coronavirus,GenBank,set:EU664290,EU664290,4586GJD04,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13554,Feline coronavirus,GenBank,set:EU664291,EU664291,4549inCJD10,Alphacoronavirus 1,40,spike protein,
ACI13555,Feline coronavirus,GenBank,set:EU664291,EU664291,4549inCJD10,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13556,Feline coronavirus,GenBank,set:EU664291,EU664291,4549inCJD10,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13557,Feline coronavirus,GenBank,set:EU664292,EU664292,4549inCJF10,Alphacoronavirus 1,39,spike protein,
ACI13558,Feline coronavirus,GenBank,set:EU664292,EU664292,4549inCJF10,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13559,Feline coronavirus,GenBank,set:EU664292,EU664292,4549inCJF10,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13560,Feline coronavirus,GenBank,set:EU664293,EU664293,459706GJC03,Alphacoronavirus 1,40,spike protein,
ACI13561,Feline coronavirus,GenBank,set:EU664293,EU664293,459706GJC03,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13562,Feline coronavirus,GenBank,set:EU664294,EU664294,4586GJF04,Alphacoronavirus 1,40,spike protein,
ACI13563,Feline coronavirus,GenBank,set:EU664294,EU664294,4586GJF04,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13564,Feline coronavirus,GenBank,set:EU664294,EU664294,4586GJF04,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13565,Feline coronavirus,GenBank,set:EU664294,EU664294,4586GJF04,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13566,Feline coronavirus,GenBank,set:EU664295,EU664295,4549liCJE06,Alphacoronavirus 1,40,spike protein,
ACI13567,Feline coronavirus,GenBank,set:EU664295,EU664295,4549liCJE06,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13568,Feline coronavirus,GenBank,set:EU664295,EU664295,4549liCJE06,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13569,Feline coronavirus,GenBank,set:EU664296,EU664296,4663GJG03,Alphacoronavirus 1,40,spike protein,
ACI13570,Feline coronavirus,GenBank,set:EU664296,EU664296,4663GJG03,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13571,Feline coronavirus,GenBank,set:EU664296,EU664296,4663GJG03,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13572,Feline coronavirus,GenBank,set:EU664297,EU664297,4566liCJB12,Alphacoronavirus 1,40,spike protein,
ACI13573,Feline coronavirus,GenBank,set:EU664297,EU664297,4566liCJB12,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13574,Feline coronavirus,GenBank,set:EU664298,EU664298,4624feGJF02,Alphacoronavirus 1,40,spike protein,
ACI13575,Feline coronavirus,GenBank,set:EU664298,EU664298,4624feGJF02,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13576,Feline coronavirus,GenBank,set:EU664298,EU664298,4624feGJF02,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13577,Feline coronavirus,GenBank,set:EU664298,EU664298,4624feGJF02,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13578,Feline coronavirus,GenBank,set:EU664299,EU664299,4663GJB03,Alphacoronavirus 1,40,spike protein,
ACI13579,Feline coronavirus,GenBank,set:EU664299,EU664299,4663GJB03,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13580,Feline coronavirus,GenBank,set:EU664299,EU664299,4663GJB03,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13581,Feline coronavirus,GenBank,set:EU664299,EU664299,4663GJB03,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13582,Feline coronavirus,GenBank,set:EU664300,EU664300,4663GJE03,Alphacoronavirus 1,40,spike protein,
ACI13583,Feline coronavirus,GenBank,set:EU664300,EU664300,4663GJE03,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13584,Feline coronavirus,GenBank,set:EU664300,EU664300,4663GJE03,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13585,Feline coronavirus,GenBank,set:EU664300,EU664300,4663GJE03,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13586,Feline coronavirus,GenBank,set:EU664301,EU664301,4595GJC02,Alphacoronavirus 1,40,spike protein,
ACI13587,Feline coronavirus,GenBank,set:EU664301,EU664301,4595GJC02,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13588,Feline coronavirus,GenBank,set:EU664301,EU664301,4595GJC02,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13589,Feline coronavirus,GenBank,set:EU664301,EU664301,4595GJC02,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13590,Feline coronavirus,GenBank,set:EU664302,EU664302,4664liCJB09,Alphacoronavirus 1,40,spike protein,
ACI13591,Feline coronavirus,GenBank,set:EU664302,EU664302,4664liCJB09,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13592,Feline coronavirus,GenBank,set:EU664302,EU664302,4664liCJB09,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13593,Feline coronavirus,GenBank,set:EU664303,EU664303,4549liCJA06,Alphacoronavirus 1,40,spike protein,
ACI13594,Feline coronavirus,GenBank,set:EU664303,EU664303,4549liCJA06,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13595,Feline coronavirus,GenBank,set:EU664303,EU664303,4549liCJA06,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13596,Feline coronavirus,GenBank,set:EU664304,EU664304,4656feIJG05,Alphacoronavirus 1,40,spike protein,
ACI13597,Feline coronavirus,GenBank,set:EU664304,EU664304,4656feIJG05,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13598,Feline coronavirus,GenBank,set:EU664304,EU664304,4656feIJG05,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13599,Feline coronavirus,GenBank,set:EU664304,EU664304,4656feIJG05,Alphacoronavirus 1,167,non-structural protein 3c,
ACI13600,Feline coronavirus,GenBank,set:EU664305,EU664305,4566liCJC12,Alphacoronavirus 1,40,spike protein,
ACI13601,Feline coronavirus,GenBank,set:EU664305,EU664305,4566liCJC12,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13602,Feline coronavirus,GenBank,set:EU664306,EU664306,4566liCJH12,Alphacoronavirus 1,40,spike protein,
ACI13603,Feline coronavirus,GenBank,set:EU664306,EU664306,4566liCJH12,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13604,Feline coronavirus,GenBank,set:EU664307,EU664307,4549liCJC06,Alphacoronavirus 1,40,spike protein,
ACI13605,Feline coronavirus,GenBank,set:EU664307,EU664307,4549liCJC06,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13606,Feline coronavirus,GenBank,set:EU664307,EU664307,4549liCJC06,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13607,Feline coronavirus,GenBank,set:EU664308,EU664308,4586feGJA04,Alphacoronavirus 1,40,spike protein,
ACI13608,Feline coronavirus,GenBank,set:EU664308,EU664308,4586feGJA04,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13609,Feline coronavirus,GenBank,set:EU664308,EU664308,4586feGJA04,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13610,Feline coronavirus,GenBank,set:EU664308,EU664308,4586feGJA04,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13611,Feline coronavirus,GenBank,set:EU664309,EU664309,4662inCJB07,Alphacoronavirus 1,40,spike protein,
ACI13612,Feline coronavirus,GenBank,set:EU664309,EU664309,4662inCJB07,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13613,Feline coronavirus,GenBank,set:EU664309,EU664309,4662inCJB07,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13614,Feline coronavirus,GenBank,set:EU664309,EU664309,4662inCJB07,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13615,Feline coronavirus,GenBank,set:EU664310,EU664310,4549liCJD06,Alphacoronavirus 1,40,spike protein,
ACI13616,Feline coronavirus,GenBank,set:EU664310,EU664310,4549liCJD06,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13617,Feline coronavirus,GenBank,set:EU664310,EU664310,4549liCJD06,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13618,Feline coronavirus,GenBank,set:EU664311,EU664311,4664liCJH09,Alphacoronavirus 1,40,spike protein,
ACI13619,Feline coronavirus,GenBank,set:EU664311,EU664311,4664liCJH09,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13620,Feline coronavirus,GenBank,set:EU664311,EU664311,4664liCJH09,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13621,Feline coronavirus,GenBank,set:EU664312,EU664312,4656feIJH05,Alphacoronavirus 1,40,spike protein,
ACI13622,Feline coronavirus,GenBank,set:EU664312,EU664312,4656feIJH05,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13623,Feline coronavirus,GenBank,set:EU664312,EU664312,4656feIJH05,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13624,Feline coronavirus,GenBank,set:EU664312,EU664312,4656feIJH05,Alphacoronavirus 1,167,non-structural protein 3c,
ACI13625,Feline coronavirus,GenBank,set:EU664313,EU664313,4656feIJF05,Alphacoronavirus 1,40,spike protein,
ACI13626,Feline coronavirus,GenBank,set:EU664313,EU664313,4656feIJF05,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13627,Feline coronavirus,GenBank,set:EU664313,EU664313,4656feIJF05,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13628,Feline coronavirus,GenBank,set:EU664313,EU664313,4656feIJF05,Alphacoronavirus 1,167,non-structural protein 3c,
ACI13629,Feline coronavirus,GenBank,set:EU664314,EU664314,4612GJG05,Alphacoronavirus 1,40,spike protein,
ACI13630,Feline coronavirus,GenBank,set:EU664314,EU664314,4612GJG05,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13631,Feline coronavirus,GenBank,set:EU664314,EU664314,4612GJG05,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13632,Feline coronavirus,GenBank,set:EU664314,EU664314,4612GJG05,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13633,Feline coronavirus,GenBank,set:EU664315,EU664315,4663GJF03,Alphacoronavirus 1,40,spike protein,
ACI13634,Feline coronavirus,GenBank,set:EU664315,EU664315,4663GJF03,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13635,Feline coronavirus,GenBank,set:EU664315,EU664315,4663GJF03,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13636,Feline coronavirus,GenBank,set:EU664315,EU664315,4663GJF03,Alphacoronavirus 1,168,non-structural protein 3c,
ACI13637,Feline coronavirus,GenBank,set:EU664316,EU664316,4656feIJB05,Alphacoronavirus 1,40,spike protein,
ACI13638,Feline coronavirus,GenBank,set:EU664316,EU664316,4656feIJB05,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13639,Feline coronavirus,GenBank,set:EU664316,EU664316,4656feIJB05,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13640,Feline coronavirus,GenBank,set:EU664316,EU664316,4656feIJB05,Alphacoronavirus 1,167,non-structural protein 3c,
ACI13641,Feline coronavirus,GenBank,set:EU664317,EU664317,4662inCJE07,Alphacoronavirus 1,40,spike protein,
ACI13642,Feline coronavirus,GenBank,set:EU664317,EU664317,4662inCJE07,Alphacoronavirus 1,70,non-structural protein 3a,
ACI13643,Feline coronavirus,GenBank,set:EU664317,EU664317,4662inCJE07,Alphacoronavirus 1,73,non-structural protein 3b,
ACI13644,Feline coronavirus,GenBank,set:EU664317,EU664317,4662inCJE07,Alphacoronavirus 1,168,non-structural protein 3c,
ACB05521,Feline coronavirus,GenBank,set:EU513381,EU513381,,Alphacoronavirus 1,56,S protein,2004
ACB05522,Feline coronavirus,GenBank,set:EU513382,EU513382,,Alphacoronavirus 1,56,S protein,2005
ACB05523,Feline coronavirus,GenBank,set:EU513383,EU513383,,Alphacoronavirus 1,56,S protein,2006
ACB05524,Feline coronavirus,GenBank,set:EU513384,EU513384,,Alphacoronavirus 1,56,S protein,2007
ACB05525,Feline coronavirus,GenBank,set:EU513385,EU513385,,Alphacoronavirus 1,56,S protein,2004
ACB05526,Feline coronavirus,GenBank,set:EU513386,EU513386,,Alphacoronavirus 1,56,S protein,2005
ACB05527,Feline coronavirus,GenBank,set:EU513387,EU513387,,Alphacoronavirus 1,56,S protein,2006
ACB05528,Feline coronavirus,GenBank,set:EU513388,EU513388,,Alphacoronavirus 1,56,S protein,2007
ACB05529,Feline coronavirus,GenBank,set:EU513389,EU513389,,Alphacoronavirus 1,56,S protein,2007
ABU68294,Feline coronavirus,GenBank,set:EF408010,EF408010,,Alphacoronavirus 1,106,S protein,
ABU68295,Feline coronavirus,GenBank,set:EF408011,EF408011,,Alphacoronavirus 1,105,S protein,
ABU68296,Feline coronavirus,GenBank,set:EF408012,EF408012,,Alphacoronavirus 1,106,S protein,
ABU68297,Feline coronavirus,GenBank,set:EF408013,EF408013,,Alphacoronavirus 1,106,S protein,
ABU68298,Feline coronavirus,GenBank,set:EF408014,EF408014,,Alphacoronavirus 1,106,S protein,
ABU68299,Feline coronavirus,GenBank,set:EF408015,EF408015,,Alphacoronavirus 1,106,S protein,
ABU68300,Feline coronavirus,GenBank,set:EF408016,EF408016,,Alphacoronavirus 1,106,S protein,
ABU68301,Feline coronavirus,GenBank,set:EF408017,EF408017,,Alphacoronavirus 1,106,S protein,
ABU68302,Feline coronavirus,GenBank,set:EF408018,EF408018,,Alphacoronavirus 1,106,S protein,
ABU68303,Feline coronavirus,GenBank,set:EF408019,EF408019,,Alphacoronavirus 1,100,S protein,
ABU68304,Feline coronavirus,GenBank,set:EF408020,EF408020,,Alphacoronavirus 1,73,S protein,
ABU68305,Feline coronavirus,GenBank,set:EF408021,EF408021,,Alphacoronavirus 1,106,S protein,
ABU68306,Feline coronavirus,GenBank,set:EF408022,EF408022,,Alphacoronavirus 1,65,S protein,
ABU68307,Feline coronavirus,GenBank,set:EF408023,EF408023,,Alphacoronavirus 1,51,pol 1b protein,
ABU68308,Feline coronavirus,GenBank,set:EF408024,EF408024,,Alphacoronavirus 1,51,pol 1b protein,
ABU68309,Feline coronavirus,GenBank,set:EF408025,EF408025,,Alphacoronavirus 1,51,pol 1b protein,
ABU68310,Feline coronavirus,GenBank,set:EF408026,EF408026,,Alphacoronavirus 1,51,pol 1b protein,
ABU68311,Feline coronavirus,GenBank,set:EF408027,EF408027,,Alphacoronavirus 1,51,pol 1b protein,
ABX60143,Feline coronavirus,GenBank,set:EU186072,EU186072,Black,Alphacoronavirus 1,4031,polyprotein 1a,
ABX60144,Feline coronavirus,GenBank,set:EU186072,EU186072,Black,Alphacoronavirus 1,6698,polyprotein 1ab,
ABX60145,Feline coronavirus,GenBank,set:EU186072,EU186072,Black,Alphacoronavirus 1,1464,spike glycoprotein,
ABX60146,Feline coronavirus,GenBank,set:EU186072,EU186072,Black,Alphacoronavirus 1,82,small envelope protein,
ABX60147,Feline coronavirus,GenBank,set:EU186072,EU186072,Black,Alphacoronavirus 1,263,membrane glycoprotein,
ABX60148,Feline coronavirus,GenBank,set:EU186072,EU186072,Black,Alphacoronavirus 1,377,nucleocapsid protein,
ABY66793,Feline coronavirus,GenBank,set:EU327694,EU327694,102LVIPortugal_05,Alphacoronavirus 1,57,spike protein,
ABY66794,Feline coronavirus,GenBank,set:EU327695,EU327695,10LVIPortugal_05A,Alphacoronavirus 1,116,spike protein,
ABY66795,Feline coronavirus,GenBank,set:EU327696,EU327696,11LVIPortugal_05A,Alphacoronavirus 1,116,spike protein,
ABY66796,Feline coronavirus,GenBank,set:EU327697,EU327697,11LVIPortugal_05B,Alphacoronavirus 1,106,spike protein,
ABY66797,Feline coronavirus,GenBank,set:EU327698,EU327698,10LVIPortugal_05b,Alphacoronavirus 1,106,spike protein,
ABY66798,Feline coronavirus,GenBank,set:EU327699,EU327699,12LVIPortugal_06,Alphacoronavirus 1,104,spike protein,
ABY66799,Feline coronavirus,GenBank,set:EU327700,EU327700,13LVIPortugal_04A,Alphacoronavirus 1,106,spike protein,
ABY66800,Feline coronavirus,GenBank,set:EU327701,EU327701,13LVIPortugal_04B,Alphacoronavirus 1,116,spike protein,
ABY66801,Feline coronavirus,GenBank,set:EU327702,EU327702,13LVIPortugal_06,Alphacoronavirus 1,106,spike protein,
ABY66802,Feline coronavirus,GenBank,set:EU327703,EU327703,14LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66803,Feline coronavirus,GenBank,set:EU327704,EU327704,15LVIPortugal_06,Alphacoronavirus 1,106,spike protein,
ABY66804,Feline coronavirus,GenBank,set:EU327705,EU327705,19LVIPortugal_04A,Alphacoronavirus 1,106,spike protein,
ABY66805,Feline coronavirus,GenBank,set:EU327706,EU327706,19LVIPortugal_04B,Alphacoronavirus 1,116,spike protein,
ABY66806,Feline coronavirus,GenBank,set:EU327707,EU327707,19LVIPortugal_06,Alphacoronavirus 1,106,spike protein,
ABY66807,Feline coronavirus,GenBank,set:EU327708,EU327708,1FGPortugal_06,Alphacoronavirus 1,106,spike protein,
ABY66808,Feline coronavirus,GenBank,set:EU327709,EU327709,1FGPortugal_06A,Alphacoronavirus 1,106,spike protein,
ABY66809,Feline coronavirus,GenBank,set:EU327710,EU327710,1LGPortugal_06,Alphacoronavirus 1,106,spike protein,
ABY66810,Feline coronavirus,GenBank,set:EU327711,EU327711,20LVIPortugal_04,Alphacoronavirus 1,106,spike protein,
ABY66811,Feline coronavirus,GenBank,set:EU327712,EU327712,20LVIPortugal_06,Alphacoronavirus 1,106,spike protein,
ABY66812,Feline coronavirus,GenBank,set:EU327713,EU327713,20LVIPortugal_06PBMC,Alphacoronavirus 1,106,spike protein,
ABY66813,Feline coronavirus,GenBank,set:EU327714,EU327714,20LVIPortugal_06Z,Alphacoronavirus 1,106,spike protein,
ABY66814,Feline coronavirus,GenBank,set:EU327715,EU327715,22LVIPortugal_04A,Alphacoronavirus 1,116,spike protein,
ABY66815,Feline coronavirus,GenBank,set:EU327716,EU327716,22LVIPortugal_04B,Alphacoronavirus 1,115,spike protein,
ABY66816,Feline coronavirus,GenBank,set:EU327717,EU327717,23LVIPortugal_04,Alphacoronavirus 1,106,spike protein,
ABY66817,Feline coronavirus,GenBank,set:EU327718,EU327718,24LVIPortugal_06,Alphacoronavirus 1,106,spike protein,
ABY66818,Feline coronavirus,GenBank,set:EU327719,EU327719,24LVIPortugal_06D1,Alphacoronavirus 1,106,spike protein,
ABY66819,Feline coronavirus,GenBank,set:EU327720,EU327720,25LVIPortugal_04A,Alphacoronavirus 1,106,spike protein,
ABY66820,Feline coronavirus,GenBank,set:EU327721,EU327721,25LVIPortugal_04B,Alphacoronavirus 1,106,spike protein,
ABY66821,Feline coronavirus,GenBank,set:EU327722,EU327722,27LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66822,Feline coronavirus,GenBank,set:EU327723,EU327723,28LVIPortugal_06,Alphacoronavirus 1,106,spike protein,
ABY66823,Feline coronavirus,GenBank,set:EU327724,EU327724,29LVIPortugal_06,Alphacoronavirus 1,106,spike protein,
ABY66824,Feline coronavirus,GenBank,set:EU327725,EU327725,32LVIPortugal_06,Alphacoronavirus 1,57,spike protein,
ABY66825,Feline coronavirus,GenBank,set:EU327726,EU327726,32LVIPortugal_06A,Alphacoronavirus 1,57,spike protein,
ABY66826,Feline coronavirus,GenBank,set:EU327727,EU327727,32LVIPortugal_06B,Alphacoronavirus 1,57,spike protein,
ABY66827,Feline coronavirus,GenBank,set:EU327728,EU327728,33LVIPortugal_05A,Alphacoronavirus 1,106,spike protein,
ABY66828,Feline coronavirus,GenBank,set:EU327729,EU327729,33LVIPortugal_05B,Alphacoronavirus 1,116,spike protein,
ABY66829,Feline coronavirus,GenBank,set:EU327730,EU327730,37LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66830,Feline coronavirus,GenBank,set:EU327731,EU327731,38LVIPortugal_05B,Alphacoronavirus 1,106,spike protein,
ABY66831,Feline coronavirus,GenBank,set:EU327732,EU327732,38LVIPortugal_06,Alphacoronavirus 1,106,spike protein,
ABY66832,Feline coronavirus,GenBank,set:EU327733,EU327733,3LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66833,Feline coronavirus,GenBank,set:EU327734,EU327734,48LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66834,Feline coronavirus,GenBank,set:EU327735,EU327735,50LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66835,Feline coronavirus,GenBank,set:EU327736,EU327736,58LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66836,Feline coronavirus,GenBank,set:EU327737,EU327737,59LVIPortugal_05A,Alphacoronavirus 1,106,spike protein,
ABY66837,Feline coronavirus,GenBank,set:EU327738,EU327738,59LVIPortugal_05B,Alphacoronavirus 1,106,spike protein,
ABY66838,Feline coronavirus,GenBank,set:EU327739,EU327739,65LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66839,Feline coronavirus,GenBank,set:EU327740,EU327740,71LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66840,Feline coronavirus,GenBank,set:EU327741,EU327741,74LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66841,Feline coronavirus,GenBank,set:EU327742,EU327742,80LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66842,Feline coronavirus,GenBank,set:EU327743,EU327743,81LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66843,Feline coronavirus,GenBank,set:EU327744,EU327744,86LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66844,Feline coronavirus,GenBank,set:EU327745,EU327745,87LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66845,Feline coronavirus,GenBank,set:EU327746,EU327746,88LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66846,Feline coronavirus,GenBank,set:EU327747,EU327747,90LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66847,Feline coronavirus,GenBank,set:EU327748,EU327748,93LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66848,Feline coronavirus,GenBank,set:EU327749,EU327749,94LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66849,Feline coronavirus,GenBank,set:EU327750,EU327750,96LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
ABY66850,Feline coronavirus,GenBank,set:EU327751,EU327751,99LVIPortugal_05,Alphacoronavirus 1,106,spike protein,
P0C545,Feline infectious peritonitis virus (strain 79-1146),GenBank,,,,Alphacoronavirus 1,40,Putative truncated non-structural protein 3b,
O39432,Feline infectious peritonitis virus (strain 79-1146),GenBank,,,,Alphacoronavirus 1,71,Non-structural protein 3a,
O39433,Feline infectious peritonitis virus (strain 79-1146),GenBank,,,,Alphacoronavirus 1,71,Non-structural protein 3x,
Q52PA5,Feline infectious peritonitis virus (strain 79-1146),GenBank,,,,Alphacoronavirus 1,82,Envelope small membrane protein,
ABD33842,Feline coronavirus,GenBank,set:DQ286389,DQ286389,,Alphacoronavirus 1,123,unknown,
ABD33843,Feline coronavirus,GenBank,set:DQ286389,DQ286389,,Alphacoronavirus 1,82,envelope,
ABD33844,Feline coronavirus,GenBank,set:DQ286389,DQ286389,,Alphacoronavirus 1,262,membrane,
ABD33845,Feline coronavirus,GenBank,set:DQ286389,DQ286389,,Alphacoronavirus 1,377,nucleocapsid,
ABD33846,Feline coronavirus,GenBank,set:DQ286389,DQ286389,,Alphacoronavirus 1,101,unknown,
ABI14446,Feline coronavirus,GenBank,set:DQ848678,DQ848678,,Alphacoronavirus 1,6693,polyprotein 1ab,
ABI14447,Feline coronavirus,GenBank,set:DQ848678,DQ848678,,Alphacoronavirus 1,4026,polyprotein 1a,
ABI14448,Feline coronavirus,GenBank,set:DQ848678,DQ848678,,Alphacoronavirus 1,1467,S,
ABI14449,Feline coronavirus,GenBank,set:DQ848678,DQ848678,,Alphacoronavirus 1,82,E,
ABI14450,Feline coronavirus,GenBank,set:DQ848678,DQ848678,,Alphacoronavirus 1,263,M,
ABI14451,Feline coronavirus,GenBank,set:DQ848678,DQ848678,,Alphacoronavirus 1,376,N,
ABG25925,Feline coronavirus,GenBank,set:DQ675414,DQ675414,,Alphacoronavirus 1,206,ORF7b,2003
ABG25926,Feline coronavirus,GenBank,set:DQ675415,DQ675415,,Alphacoronavirus 1,202,ORF7b,2003
ABG25927,Feline coronavirus,GenBank,set:DQ675416,DQ675416,,Alphacoronavirus 1,202,ORF7b,2003
ABG25928,Feline coronavirus,GenBank,set:DQ675417,DQ675417,,Alphacoronavirus 1,206,ORF7b,2003
