Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein
ACJ66942,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,45,4.8 kDa non-structural protein
ACJ66943,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,43,4.9 kDa non-structural protein
ACJ66944,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,424,hemagglutinin-esterase
ACJ66945,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,109,12.7 kDa non-structural protein
ACJ66946,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,1363,spike protein
ACJ66947,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,278,32 kDa non-structural protein
ACJ66948,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,2717,ORF1b polyprotein
ACJ66949,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,4383,ORF1a polyprotein
ACJ66950,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,448,nucleocapsid protein
ACJ66951,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,84,envelope protein
ACJ66952,Waterbuck coronavirus US/OH-WD358-TC/1994,GenBank,set:FJ425184,FJ425184,,Betacoronavirus 1,230,membrane protein
ACJ66953,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,43,4.9 kDa non-structural protein
ACJ66954,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,45,4.8 kDa non-structural protein
ACJ66955,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,2717,ORF1b polyprotein
ACJ66956,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,424,hemagglutinin-esterase
ACJ66957,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,278,32 kDa non-structural protein
ACJ66958,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,230,membrane protein
ACJ66959,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,4383,ORF1a polyprotein
ACJ66960,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,84,envelope protein
ACJ66961,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,1363,spike protein
ACJ66962,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,109,12.7 kDa non-structural protein
ACJ66963,Waterbuck coronavirus US/OH-WD358-GnC/1994,GenBank,set:FJ425185,FJ425185,,Betacoronavirus 1,448,nucleocapsid protein
ACJ66964,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,448,nucleocapsid protein
ACJ66965,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,4383,ORF1a polyprotein
ACJ66966,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,230,membrane protein
ACJ66967,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,109,12.7 kDa non-structural protein
ACJ66968,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,424,hemagglutinin-esterase
ACJ66969,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,84,envelope protein
ACJ66970,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,2717,ORF1b polyprotein
ACJ66971,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,1363,spike protein
ACJ66972,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,278,32 kDa non-structural protein
ACJ66973,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,43,4.9 kDa non-structural protein
ACJ66974,Waterbuck coronavirus US/OH-WD358/1994,GenBank,set:FJ425186,FJ425186,,Betacoronavirus 1,45,4.8 kDa non-structural protein
ACJ66975,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,424,hemagglutinin-esterase
ACJ66976,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,109,12.7 kDa non-structural protein
ACJ66977,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,1363,spike protein
ACJ66978,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,4383,ORF1a polyprotein
ACJ66979,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,45,4.8 kDa non-structural protein
ACJ66980,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,84,envelope protein
ACJ66981,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,2717,ORF1b polyprotein
ACJ66982,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,278,32 kDa non-structural protein
ACJ66983,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,448,nucleocapsid protein
ACJ66984,White-tailed deer coronavirus US/OH-WD470/1994,GenBank,set:FJ425187,FJ425187,,Betacoronavirus 1,230,membrane protein
ACJ66985,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,448,nucleocapsid protein
ACJ66986,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,424,hemagglutinin-esterase
ACJ66987,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,109,12.7 kDa non-structural protein
ACJ66988,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,4383,ORF1a polyprotein
ACJ66989,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,43,4.9 kDa non-structural protein
ACJ66990,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,1363,spike protein
ACJ66991,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,278,32 kDa non-structural protein
ACJ66992,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,230,membrane protein
ACJ66993,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,45,4.8 kDa non-structural protein
ACJ66994,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,84,envelope protein
ACJ66995,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425188,FJ425188,,Betacoronavirus 1,2717,ORF1b polyprotein
ACJ66996,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,4383,ORF1a polyprotein
ACJ66997,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,2717,ORF1b polyprotein
ACJ66998,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,278,32 kDa non-structural protein
ACJ66999,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,424,hemagglutinin-esterase
ACJ67000,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,1363,spike protein
ACJ67001,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,43,4.9 kDa non-structural protein
ACJ67002,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,45,4.8 kDa non-structural protein
ACJ67003,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,109,12.7 kDa non-structural protein
ACJ67004,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,84,envelope protein
ACJ67005,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,230,membrane protein
ACJ67006,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,448,nucleocapsid protein
ACJ67007,Sambar deer coronavirus US/OH-WD388/1994,GenBank,set:FJ425189,FJ425189,,Betacoronavirus 1,207,N2 internal protein
ACJ67008,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,4383,ORF1a polyprotein
ACJ67009,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,2717,ORF1b polyprotein
ACJ67010,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,278,32 kDa non-structural protein
ACJ67011,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,424,hemagglutinin-esterase
ACJ67012,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,1363,spike protein
ACJ67013,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,43,4.9 kDa non-structural protein
ACJ67014,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,45,4.8 kDa non-structural protein
ACJ67015,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,109,12.7 kDa non-structural protein
ACJ67016,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,84,envelope protein
ACJ67017,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,230,membrane protein
ACJ67018,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,448,nucleocapsid protein
ACJ67019,Sambar deer coronavirus US/OH-WD388-TC/1994,GenBank,set:FJ425190,FJ425190,,Betacoronavirus 1,207,N2 internal protein
ACJ35483,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,7094,orf1ab polyprotein
ACJ35484,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,278,32 kDa protein
ACJ35485,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,424,hemagglutinin-esterase
ACJ35486,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,1363,spike protein
ACJ35487,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,84,small envelope protein
ACJ35488,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,230,multispanning envelope protein
ACJ35489,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,448,nucleocapsid protein
ACJ35490,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,43,4.9 kDa protein
ACJ35491,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,45,4.8 kDa protein
ACJ35492,Human enteric coronavirus 4408,GenBank,set:FJ415324,FJ415324,4408,Betacoronavirus 1,109,12.7 kDa protein
BAG82958,Bovine coronavirus,GenBank,set:AB450825,AB450825,,Betacoronavirus 1,137,spike protein subunit 1
BAG82959,Bovine coronavirus,GenBank,set:AB450826,AB450826,,Betacoronavirus 1,137,spike protein subunit 1
BAG82960,Bovine coronavirus,GenBank,set:AB450827,AB450827,,Betacoronavirus 1,137,spike protein subunit 1
BAG82961,Bovine coronavirus,GenBank,set:AB450828,AB450828,,Betacoronavirus 1,137,spike protein subunit 1
BAG82962,Bovine coronavirus,GenBank,set:AB450829,AB450829,,Betacoronavirus 1,137,spike protein subunit 1
BAG82963,Bovine coronavirus,GenBank,set:AB450830,AB450830,,Betacoronavirus 1,137,spike protein subunit 1
BAG82964,Bovine coronavirus,GenBank,set:AB450831,AB450831,,Betacoronavirus 1,137,spike protein subunit 1
BAG82965,Bovine coronavirus,GenBank,set:AB450832,AB450832,,Betacoronavirus 1,137,spike protein subunit 1
BAG82966,Bovine coronavirus,GenBank,set:AB450833,AB450833,,Betacoronavirus 1,137,spike protein subunit 1
BAG82967,Bovine coronavirus,GenBank,set:AB450834,AB450834,,Betacoronavirus 1,137,spike protein subunit 1
BAG82968,Bovine coronavirus,GenBank,set:AB450835,AB450835,,Betacoronavirus 1,137,spike protein subunit 1
BAG82969,Bovine coronavirus,GenBank,set:AB450836,AB450836,,Betacoronavirus 1,137,spike protein subunit 1
BAG82970,Bovine coronavirus,GenBank,set:AB450837,AB450837,,Betacoronavirus 1,137,spike protein subunit 1
BAG82971,Bovine coronavirus,GenBank,set:AB450838,AB450838,,Betacoronavirus 1,137,spike protein subunit 1
BAG82972,Bovine coronavirus,GenBank,set:AB450839,AB450839,,Betacoronavirus 1,137,spike protein subunit 1
BAG82973,Bovine coronavirus,GenBank,set:AB450840,AB450840,,Betacoronavirus 1,137,spike protein subunit 1
BAG82974,Bovine coronavirus,GenBank,set:AB450841,AB450841,,Betacoronavirus 1,137,spike protein subunit 1
BAG82975,Bovine coronavirus,GenBank,set:AB450842,AB450842,,Betacoronavirus 1,137,spike protein subunit 1
BAG82976,Bovine coronavirus,GenBank,set:AB450843,AB450843,,Betacoronavirus 1,137,spike protein subunit 1
BAG82977,Bovine coronavirus,GenBank,set:AB450844,AB450844,,Betacoronavirus 1,137,spike protein subunit 1
BAG82978,Bovine coronavirus,GenBank,set:AB450845,AB450845,,Betacoronavirus 1,137,spike protein subunit 1
BAG82979,Bovine coronavirus,GenBank,set:AB450846,AB450846,,Betacoronavirus 1,137,spike protein subunit 1
BAG82980,Bovine coronavirus,GenBank,set:AB450847,AB450847,,Betacoronavirus 1,137,spike protein subunit 1
BAG82981,Bovine coronavirus,GenBank,set:AB450848,AB450848,,Betacoronavirus 1,137,spike protein subunit 1
BAG82982,Bovine coronavirus,GenBank,set:AB450849,AB450849,,Betacoronavirus 1,137,spike protein subunit 1
BAG82983,Bovine coronavirus,GenBank,set:AB450850,AB450850,,Betacoronavirus 1,137,spike protein subunit 1
BAG82984,Bovine coronavirus,GenBank,set:AB450851,AB450851,,Betacoronavirus 1,137,spike protein subunit 1
BAG82985,Bovine coronavirus,GenBank,set:AB450852,AB450852,,Betacoronavirus 1,137,spike protein subunit 1
BAG82986,Bovine coronavirus,GenBank,set:AB450853,AB450853,,Betacoronavirus 1,137,spike protein subunit 1
BAG82987,Bovine coronavirus,GenBank,set:AB450854,AB450854,,Betacoronavirus 1,137,spike protein subunit 1
BAG82988,Bovine coronavirus,GenBank,set:AB450855,AB450855,,Betacoronavirus 1,137,spike protein subunit 1
BAG82989,Bovine coronavirus,GenBank,set:AB450856,AB450856,,Betacoronavirus 1,137,spike protein subunit 1
BAG82990,Bovine coronavirus,GenBank,set:AB450857,AB450857,,Betacoronavirus 1,137,spike protein subunit 1
BAG82991,Bovine coronavirus,GenBank,set:AB450858,AB450858,,Betacoronavirus 1,137,spike protein subunit 1
BAG82992,Bovine coronavirus,GenBank,set:AB450859,AB450859,,Betacoronavirus 1,137,spike protein subunit 1
BAG82993,Bovine coronavirus,GenBank,set:AB450860,AB450860,,Betacoronavirus 1,137,spike protein subunit 1
BAG82994,Bovine coronavirus,GenBank,set:AB450861,AB450861,,Betacoronavirus 1,137,spike protein subunit 1
BAG82995,Bovine coronavirus,GenBank,set:AB450862,AB450862,,Betacoronavirus 1,137,spike protein subunit 1
BAG82996,Bovine coronavirus,GenBank,set:AB450863,AB450863,,Betacoronavirus 1,137,spike protein subunit 1
BAG82997,Bovine coronavirus,GenBank,set:AB450864,AB450864,,Betacoronavirus 1,137,spike protein subunit 1
BAG82998,Bovine coronavirus,GenBank,set:AB450865,AB450865,,Betacoronavirus 1,137,spike protein subunit 1
BAG82999,Bovine coronavirus,GenBank,set:AB450866,AB450866,,Betacoronavirus 1,137,spike protein subunit 1
BAG83000,Bovine coronavirus,GenBank,set:AB450867,AB450867,,Betacoronavirus 1,137,spike protein subunit 1
BAG83001,Bovine coronavirus,GenBank,set:AB450868,AB450868,,Betacoronavirus 1,137,spike protein subunit 1
BAG83002,Bovine coronavirus,GenBank,set:AB450869,AB450869,,Betacoronavirus 1,137,spike protein subunit 1
BAG83003,Bovine coronavirus,GenBank,set:AB450870,AB450870,,Betacoronavirus 1,137,spike protein subunit 1
BAG83004,Bovine coronavirus,GenBank,set:AB450871,AB450871,,Betacoronavirus 1,137,spike protein subunit 1
BAG83005,Bovine coronavirus,GenBank,set:AB450872,AB450872,,Betacoronavirus 1,137,spike protein subunit 1
BAG83006,Bovine coronavirus,GenBank,set:AB450873,AB450873,,Betacoronavirus 1,137,spike protein subunit 1
BAG83007,Bovine coronavirus,GenBank,set:AB450874,AB450874,,Betacoronavirus 1,137,spike protein subunit 1
BAG83008,Bovine coronavirus,GenBank,set:AB450875,AB450875,,Betacoronavirus 1,137,spike protein subunit 1
BAG83009,Bovine coronavirus,GenBank,set:AB450876,AB450876,,Betacoronavirus 1,137,spike protein subunit 1
BAG83010,Bovine coronavirus,GenBank,set:AB450877,AB450877,,Betacoronavirus 1,137,spike protein subunit 1
BAG83011,Bovine coronavirus,GenBank,set:AB450878,AB450878,,Betacoronavirus 1,137,spike protein subunit 1
BAG83012,Bovine coronavirus,GenBank,set:AB450879,AB450879,,Betacoronavirus 1,137,spike protein subunit 1
BAG83013,Bovine coronavirus,GenBank,set:AB450880,AB450880,,Betacoronavirus 1,137,spike protein subunit 1
BAG83014,Bovine coronavirus,GenBank,set:AB450881,AB450881,,Betacoronavirus 1,137,spike protein subunit 1
BAG83015,Bovine coronavirus,GenBank,set:AB450882,AB450882,,Betacoronavirus 1,137,spike protein subunit 1
BAG83016,Bovine coronavirus,GenBank,set:AB450883,AB450883,,Betacoronavirus 1,137,spike protein subunit 1
BAG83017,Bovine coronavirus,GenBank,set:AB450884,AB450884,,Betacoronavirus 1,137,spike protein subunit 1
BAG83018,Bovine coronavirus,GenBank,set:AB450885,AB450885,,Betacoronavirus 1,137,spike protein subunit 1
BAG83019,Bovine coronavirus,GenBank,set:AB450886,AB450886,,Betacoronavirus 1,137,spike protein subunit 1
BAG83020,Bovine coronavirus,GenBank,set:AB450887,AB450887,,Betacoronavirus 1,137,spike protein subunit 1
BAG83021,Bovine coronavirus,GenBank,set:AB450888,AB450888,,Betacoronavirus 1,137,spike protein subunit 1
BAG83022,Bovine coronavirus,GenBank,set:AB450889,AB450889,,Betacoronavirus 1,137,spike protein subunit 1
BAG83023,Bovine coronavirus,GenBank,set:AB450890,AB450890,,Betacoronavirus 1,137,spike protein subunit 1
BAG83024,Bovine coronavirus,GenBank,set:AB450891,AB450891,,Betacoronavirus 1,137,spike protein subunit 1
BAG83025,Bovine coronavirus,GenBank,set:AB450892,AB450892,,Betacoronavirus 1,137,spike protein subunit 1
BAG83026,Bovine coronavirus,GenBank,set:AB450893,AB450893,,Betacoronavirus 1,137,spike protein subunit 1
BAG83027,Bovine coronavirus,GenBank,set:AB450894,AB450894,,Betacoronavirus 1,137,spike protein subunit 1
BAG83028,Bovine coronavirus,GenBank,set:AB450895,AB450895,,Betacoronavirus 1,137,spike protein subunit 1
BAG83029,Bovine coronavirus,GenBank,set:AB450896,AB450896,,Betacoronavirus 1,137,spike protein subunit 1
BAG83030,Bovine coronavirus,GenBank,set:AB450897,AB450897,,Betacoronavirus 1,137,spike protein subunit 1
BAG83031,Bovine coronavirus,GenBank,set:AB450898,AB450898,,Betacoronavirus 1,137,spike protein subunit 1
BAG83032,Bovine coronavirus,GenBank,set:AB450899,AB450899,,Betacoronavirus 1,137,spike protein subunit 1
BAG83033,Bovine coronavirus,GenBank,set:AB450900,AB450900,,Betacoronavirus 1,137,spike protein subunit 1
BAG83034,Bovine coronavirus,GenBank,set:AB450901,AB450901,,Betacoronavirus 1,137,spike protein subunit 1
BAG83035,Bovine coronavirus,GenBank,set:AB450902,AB450902,,Betacoronavirus 1,137,spike protein subunit 1
BAG83036,Bovine coronavirus,GenBank,set:AB450903,AB450903,,Betacoronavirus 1,137,spike protein subunit 1
BAG83037,Bovine coronavirus,GenBank,set:AB450904,AB450904,,Betacoronavirus 1,137,spike protein subunit 1
BAG83038,Bovine coronavirus,GenBank,set:AB450905,AB450905,,Betacoronavirus 1,137,spike protein subunit 1
BAG83039,Bovine coronavirus,GenBank,set:AB450906,AB450906,,Betacoronavirus 1,137,spike protein subunit 1
BAG83040,Bovine coronavirus,GenBank,set:AB450907,AB450907,,Betacoronavirus 1,137,spike protein subunit 1
BAG83041,Bovine coronavirus,GenBank,set:AB450908,AB450908,,Betacoronavirus 1,137,spike protein subunit 1
BAG83042,Bovine coronavirus,GenBank,set:AB450909,AB450909,,Betacoronavirus 1,137,spike protein subunit 1
BAG83043,Bovine coronavirus,GenBank,set:AB450910,AB450910,,Betacoronavirus 1,137,spike protein subunit 1
BAG83044,Bovine coronavirus,GenBank,set:AB450911,AB450911,,Betacoronavirus 1,137,spike protein subunit 1
BAG83045,Bovine coronavirus,GenBank,set:AB450912,AB450912,,Betacoronavirus 1,137,spike protein subunit 1
BAG83046,Bovine coronavirus,GenBank,set:AB450913,AB450913,,Betacoronavirus 1,137,spike protein subunit 1
BAG83047,Bovine coronavirus,GenBank,set:AB450914,AB450914,,Betacoronavirus 1,137,spike protein subunit 1
BAG83048,Bovine coronavirus,GenBank,set:AB450915,AB450915,,Betacoronavirus 1,137,spike protein subunit 1
BAG83049,Bovine coronavirus,GenBank,set:AB450916,AB450916,,Betacoronavirus 1,137,spike protein subunit 1
BAG83050,Bovine coronavirus,GenBank,set:AB450917,AB450917,,Betacoronavirus 1,137,spike protein subunit 1
BAG83051,Bovine coronavirus,GenBank,set:AB451543,AB451543,,Betacoronavirus 1,137,spike protein subunit 1
ACI88715,Bovine coronavirus,GenBank,set:FJ218459,FJ218459,,Betacoronavirus 1,134,nucleocapsid protein
ACI88716,Bovine coronavirus,GenBank,set:FJ218460,FJ218460,,Betacoronavirus 1,85,nucleocapsid protein
ACF21935,Bovine coronavirus,GenBank,set:EU814647,EU814647,,Betacoronavirus 1,1363,S protein
ACF21936,Bovine coronavirus,GenBank,set:EU814648,EU814648,,Betacoronavirus 1,1363,S protein
P0C6T8,Bovine enteric coronavirus (strain 98TXSF-110-ENT),GenBank,,,,Betacoronavirus 1,4383,Replicase polyprotein 1a
P0C6T9,Bovine respiratory coronavirus (strain 98TXSF-110-LUN),GenBank,,,,Betacoronavirus 1,4383,Replicase polyprotein 1a
P0C6U0,Bovine coronavirus Mebus,GenBank,,,,Betacoronavirus 1,4383,Replicase polyprotein 1a
P0C6U1,Bovine coronavirus strain Quebec,GenBank,,,,Betacoronavirus 1,4383,Replicase polyprotein 1a
P0C6W7,Bovine enteric coronavirus (strain 98TXSF-110-ENT),GenBank,,,,Betacoronavirus 1,7094,Replicase polyprotein 1ab
P0C6W8,Bovine respiratory coronavirus (strain 98TXSF-110-LUN),GenBank,,,,Betacoronavirus 1,7094,Replicase polyprotein 1ab
P0C6W9,Bovine coronavirus Mebus,GenBank,,,,Betacoronavirus 1,7094,Replicase polyprotein 1ab
P0C6X0,Bovine coronavirus strain Quebec,GenBank,,,,Betacoronavirus 1,7059,Replicase polyprotein 1ab
ACD91933,Bovine coronavirus UP1/PRT/2005,GenBank,set:EU703815,EU703815,,Betacoronavirus 1,107,hemmaglutinin-esterase protein
ACD91934,Bovine coronavirus UP2/PRT/2005,GenBank,set:EU703816,EU703816,,Betacoronavirus 1,107,hemmaglutinin-esterase protein
ABV74051,Bovine coronavirus Bubalus/Italy/179/07-11,GenBank,set:EU019216,EU019216,,Betacoronavirus 1,62,nonstructural protein 1b
ABV74052,Bovine coronavirus Bubalus/Italy/179/07-11,GenBank,set:EU019216,EU019216,,Betacoronavirus 1,278,32 kDa nonstructural protein
ABV74053,Bovine coronavirus Bubalus/Italy/179/07-11,GenBank,set:EU019216,EU019216,,Betacoronavirus 1,424,hemagglutinin-esterase
ABV74054,Bovine coronavirus Bubalus/Italy/179/07-11,GenBank,set:EU019216,EU019216,,Betacoronavirus 1,1363,spike protein
ABV74055,Bovine coronavirus Bubalus/Italy/179/07-11,GenBank,set:EU019216,EU019216,,Betacoronavirus 1,43,4.9 kDa nonstructural protein
ABV74056,Bovine coronavirus Bubalus/Italy/179/07-11,GenBank,set:EU019216,EU019216,,Betacoronavirus 1,45,4.8 kDa nonstructural protein
ABV74057,Bovine coronavirus Bubalus/Italy/179/07-11,GenBank,set:EU019216,EU019216,,Betacoronavirus 1,109,12.7 kDa nonstructural protein
ABV74058,Bovine coronavirus Bubalus/Italy/179/07-11,GenBank,set:EU019216,EU019216,,Betacoronavirus 1,84,envelope protein
ABV74059,Bovine coronavirus Bubalus/Italy/179/07-11,GenBank,set:EU019216,EU019216,,Betacoronavirus 1,230,membrane protein
ABV74060,Bovine coronavirus Bubalus/Italy/179/07-11,GenBank,set:EU019216,EU019216,,Betacoronavirus 1,448,nucleocapsid protein
ABV74061,Bovine coronavirus Bubalus/Italy/179/07-11,GenBank,set:EU019216,EU019216,,Betacoronavirus 1,207,I protein
BAF75628,Bovine coronavirus,GenBank,set:AB354579,AB354579,,Betacoronavirus 1,7094,ORF1ab polyprotein
BAF75629,Bovine coronavirus,GenBank,set:AB354579,AB354579,,Betacoronavirus 1,278,32 kDa protein
BAF75630,Bovine coronavirus,GenBank,set:AB354579,AB354579,,Betacoronavirus 1,424,hemagglutinin-esterase glycoprotein
BAF75631,Bovine coronavirus,GenBank,set:AB354579,AB354579,,Betacoronavirus 1,1363,spike glycoprotein
BAF75632,Bovine coronavirus,GenBank,set:AB354579,AB354579,,Betacoronavirus 1,43,4.9 kDa protein
BAF75633,Bovine coronavirus,GenBank,set:AB354579,AB354579,,Betacoronavirus 1,45,4.8 kDa protein
