Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein
AFD53086,Canine coronavirus,GenBank,set:JQ422553,JQ422553,,Alphacoronavirus 1,334,spike protein
AFD53087,Canine coronavirus,GenBank,set:JQ422554,JQ422554,,Alphacoronavirus 1,334,spike protein
AFD53088,Canine coronavirus,GenBank,set:JQ422555,JQ422555,,Alphacoronavirus 1,336,spike protein
AFD53089,Canine coronavirus,GenBank,set:JQ422556,JQ422556,,Alphacoronavirus 1,333,spike protein
AFD53090,Canine coronavirus,GenBank,set:JQ422557,JQ422557,,Alphacoronavirus 1,333,spike protein
AFD53091,Canine coronavirus,GenBank,set:JQ422558,JQ422558,,Alphacoronavirus 1,334,spike protein
AFD53092,Canine coronavirus,GenBank,set:JQ422559,JQ422559,,Alphacoronavirus 1,338,spike protein
AFD53093,Canine coronavirus,GenBank,set:JQ422560,JQ422560,,Alphacoronavirus 1,334,spike protein
AFD53094,Canine coronavirus,GenBank,set:JQ422561,JQ422561,,Alphacoronavirus 1,334,spike protein
AFD53095,Canine coronavirus,GenBank,set:JQ422562,JQ422562,,Alphacoronavirus 1,334,spike protein
AFD53096,Canine coronavirus,GenBank,set:JQ422563,JQ422563,,Alphacoronavirus 1,333,spike protein
AFD53097,Canine coronavirus,GenBank,set:JQ422564,JQ422564,,Alphacoronavirus 1,336,spike protein
AFD53098,Canine coronavirus,GenBank,set:JQ422565,JQ422565,,Alphacoronavirus 1,334,spike protein
AFD53099,Canine coronavirus,GenBank,set:JQ422566,JQ422566,,Alphacoronavirus 1,486,spike protein
AFD53100,Canine coronavirus,GenBank,set:JQ422567,JQ422567,,Alphacoronavirus 1,486,spike protein
AFD53101,Canine coronavirus,GenBank,set:JQ422568,JQ422568,,Alphacoronavirus 1,486,spike protein
AFD53102,Canine coronavirus,GenBank,set:JQ422569,JQ422569,,Alphacoronavirus 1,486,spike protein
AFD53103,Canine coronavirus,GenBank,set:JQ422570,JQ422570,,Alphacoronavirus 1,486,spike protein
AFD53104,Canine coronavirus,GenBank,set:JQ422571,JQ422571,,Alphacoronavirus 1,486,spike protein
AFD53105,Canine coronavirus,GenBank,set:JQ422572,JQ422572,,Alphacoronavirus 1,486,spike protein
AFD53106,Canine coronavirus,GenBank,set:JQ422573,JQ422573,,Alphacoronavirus 1,486,spike protein
AFD53107,Canine coronavirus,GenBank,set:JQ422574,JQ422574,,Alphacoronavirus 1,486,spike protein
AFD53108,Canine coronavirus,GenBank,set:JQ422575,JQ422575,,Alphacoronavirus 1,486,spike protein
AFD53109,Canine coronavirus,GenBank,set:JQ422576,JQ422576,,Alphacoronavirus 1,486,spike protein
AFD53110,Canine coronavirus,GenBank,set:JQ422577,JQ422577,,Alphacoronavirus 1,486,spike protein
AFD53111,Canine coronavirus,GenBank,set:JQ422578,JQ422578,,Alphacoronavirus 1,486,spike protein
AFD53112,Canine coronavirus,GenBank,set:JQ422579,JQ422579,,Alphacoronavirus 1,486,spike protein
AFD53113,Canine coronavirus,GenBank,set:JQ422580,JQ422580,,Alphacoronavirus 1,486,spike protein
AFD53114,Canine coronavirus,GenBank,set:JQ422581,JQ422581,,Alphacoronavirus 1,486,spike protein
AFD53115,Canine coronavirus,GenBank,set:JQ422582,JQ422582,,Alphacoronavirus 1,486,spike protein
AFD53116,Canine coronavirus,GenBank,set:JQ422583,JQ422583,,Alphacoronavirus 1,486,spike protein
AFD53117,Canine coronavirus,GenBank,set:JQ422584,JQ422584,,Alphacoronavirus 1,493,spike protein
AFD53118,Canine coronavirus,GenBank,set:JQ422585,JQ422585,,Alphacoronavirus 1,91,spike protein
AFD53119,Canine coronavirus,GenBank,set:JQ422586,JQ422586,,Alphacoronavirus 1,91,spike protein
AFD53120,Canine coronavirus,GenBank,set:JQ422587,JQ422587,,Alphacoronavirus 1,91,spike protein
AFD53121,Canine coronavirus,GenBank,set:JQ422588,JQ422588,,Alphacoronavirus 1,91,spike protein
AFD53122,Canine coronavirus,GenBank,set:JQ422589,JQ422589,,Alphacoronavirus 1,91,spike protein
AFD53123,Canine coronavirus,GenBank,set:JQ422590,JQ422590,,Alphacoronavirus 1,91,spike protein
AFD53124,Canine coronavirus,GenBank,set:JQ422591,JQ422591,,Alphacoronavirus 1,91,spike protein
AFD53125,Canine coronavirus,GenBank,set:JQ422592,JQ422592,,Alphacoronavirus 1,91,spike protein
AFD53126,Canine coronavirus,GenBank,set:JQ422593,JQ422593,,Alphacoronavirus 1,91,spike protein
AFD53127,Canine coronavirus,GenBank,set:JQ422594,JQ422594,,Alphacoronavirus 1,91,spike protein
AFD53128,Canine coronavirus,GenBank,set:JQ422595,JQ422595,,Alphacoronavirus 1,91,spike protein
AFD53129,Canine coronavirus,GenBank,set:JQ422596,JQ422596,,Alphacoronavirus 1,91,spike protein
AFD53130,Canine coronavirus,GenBank,set:JQ422597,JQ422597,,Alphacoronavirus 1,91,spike protein
AFD53131,Canine coronavirus,GenBank,set:JQ422598,JQ422598,,Alphacoronavirus 1,212,spike protein
AFD53132,Canine coronavirus,GenBank,set:JQ422599,JQ422599,,Alphacoronavirus 1,132,matrix protein
AEO99171,Canine coronavirus,GenBank,set:HQ339884,HQ339884,,Alphacoronavirus 1,215,spike protein
AEO99172,Canine coronavirus,GenBank,set:HQ339885,HQ339885,,Alphacoronavirus 1,215,spike protein
AEO99173,Canine coronavirus,GenBank,set:HQ339886,HQ339886,,Alphacoronavirus 1,211,spike protein
AEO99174,Canine coronavirus,GenBank,set:HQ339887,HQ339887,,Alphacoronavirus 1,211,spike protein
AEO99175,Canine coronavirus,GenBank,set:HQ339888,HQ339888,,Alphacoronavirus 1,211,spike protein
AEO99176,Canine coronavirus,GenBank,set:HQ339889,HQ339889,,Alphacoronavirus 1,211,spike protein
AEO99177,Canine coronavirus,GenBank,set:HQ339890,HQ339890,,Alphacoronavirus 1,211,spike protein
AEO99178,Canine coronavirus,GenBank,set:HQ339891,HQ339891,,Alphacoronavirus 1,216,spike protein
AEO99179,Canine coronavirus,GenBank,set:HQ339892,HQ339892,,Alphacoronavirus 1,212,spike protein
AEO99180,Canine coronavirus,GenBank,set:HQ339893,HQ339893,,Alphacoronavirus 1,211,spike protein
AEO99181,Canine coronavirus,GenBank,set:HQ339894,HQ339894,,Alphacoronavirus 1,216,spike protein
AEO99182,Canine coronavirus,GenBank,set:HQ339895,HQ339895,,Alphacoronavirus 1,206,spike protein
AEO99183,Canine coronavirus,GenBank,set:HQ339896,HQ339896,,Alphacoronavirus 1,212,spike protein
AEO99184,Canine coronavirus,GenBank,set:HQ339897,HQ339897,,Alphacoronavirus 1,206,spike protein
AEO99185,Canine coronavirus,GenBank,set:HQ339898,HQ339898,,Alphacoronavirus 1,122,membrane protein
AEO99186,Canine coronavirus,GenBank,set:HQ339899,HQ339899,,Alphacoronavirus 1,122,membrane protein
AEO99187,Canine coronavirus,GenBank,set:HQ339900,HQ339900,,Alphacoronavirus 1,122,membrane protein
AEO99188,Canine coronavirus,GenBank,set:HQ339901,HQ339901,,Alphacoronavirus 1,122,membrane protein
AEO99189,Canine coronavirus,GenBank,set:HQ339902,HQ339902,,Alphacoronavirus 1,122,membrane protein
AEO99190,Canine coronavirus,GenBank,set:HQ339903,HQ339903,,Alphacoronavirus 1,122,membrane protein
AEO99191,Canine coronavirus,GenBank,set:HQ339904,HQ339904,,Alphacoronavirus 1,122,membrane protein
AEO99192,Canine coronavirus,GenBank,set:HQ339905,HQ339905,,Alphacoronavirus 1,122,membrane protein
AEO99193,Canine coronavirus,GenBank,set:HQ339906,HQ339906,,Alphacoronavirus 1,122,membrane protein
AEO99194,Canine coronavirus,GenBank,set:HQ339907,HQ339907,,Alphacoronavirus 1,122,membrane protein
AEO99195,Canine coronavirus,GenBank,set:HQ339908,HQ339908,,Alphacoronavirus 1,122,membrane protein
AEO99196,Canine coronavirus,GenBank,set:HQ339909,HQ339909,,Alphacoronavirus 1,122,membrane protein
AEO99197,Canine coronavirus,GenBank,set:HQ339910,HQ339910,,Alphacoronavirus 1,122,membrane protein
AEO99198,Canine coronavirus,GenBank,set:HQ339911,HQ339911,,Alphacoronavirus 1,122,membrane protein
AEO99199,Canine coronavirus,GenBank,set:HQ339912,HQ339912,,Alphacoronavirus 1,122,membrane protein
ADB10849,Canine coronavirus,GenBank,set:GU146061,GU146061,,Alphacoronavirus 1,1454,spike protein
ADB10850,Canine coronavirus,GenBank,set:GU146061,GU146061,,Alphacoronavirus 1,71,nonstructural protein 3a
ADB10851,Canine coronavirus,GenBank,set:GU146061,GU146061,,Alphacoronavirus 1,22,nonfunctional nonstructural protein 3b
ADB10852,Canine coronavirus,GenBank,set:GU146061,GU146061,,Alphacoronavirus 1,13,nonfunctional nonstructural protein 3c
ADB10853,Canine coronavirus,GenBank,set:GU146061,GU146061,,Alphacoronavirus 1,82,small envelope protein
ADB10854,Canine coronavirus,GenBank,set:GU146061,GU146061,,Alphacoronavirus 1,262,membrane protein
ADB10855,Canine coronavirus,GenBank,set:GU146061,GU146061,,Alphacoronavirus 1,382,nucleocapsid protein
ADB10856,Canine coronavirus,GenBank,set:GU146061,GU146061,,Alphacoronavirus 1,101,nonstructural protein 7a
ADB10857,Canine coronavirus,GenBank,set:GU146061,GU146061,,Alphacoronavirus 1,213,nonstructural protein 7b
AEQ61967,Canine coronavirus,GenBank,set:JN856008,JN856008,,Alphacoronavirus 1,6683,ORF1ab polyprotein
AEQ61968,Canine coronavirus,GenBank,set:JN856008,JN856008,,Alphacoronavirus 1,1473,spike protein
AEQ61969,Canine coronavirus,GenBank,set:JN856008,JN856008,,Alphacoronavirus 1,71,non-structural protein 3a
AEQ61970,Canine coronavirus,GenBank,set:JN856008,JN856008,,Alphacoronavirus 1,244,non-structural protein 3c
AEQ61971,Canine coronavirus,GenBank,set:JN856008,JN856008,,Alphacoronavirus 1,82,envelope protein
AEQ61972,Canine coronavirus,GenBank,set:JN856008,JN856008,,Alphacoronavirus 1,261,membrane protein
AEQ61973,Canine coronavirus,GenBank,set:JN856008,JN856008,,Alphacoronavirus 1,382,nucleocapsid protein
AEQ61974,Canine coronavirus,GenBank,set:JN856008,JN856008,,Alphacoronavirus 1,101,non-structural protein 7a
AEQ61975,Canine coronavirus,GenBank,set:JN856008,JN856008,,Alphacoronavirus 1,213,non-structural protein 7b
AEE69322,Canine coronavirus,GenBank,set:JF682842,JF682842,,Alphacoronavirus 1,1454,S protein
AEE69323,Canine coronavirus,GenBank,set:JF682842,JF682842,,Alphacoronavirus 1,78,nsp3a
AEE69324,Canine coronavirus,GenBank,set:JF682842,JF682842,,Alphacoronavirus 1,71,nsp3b
AEE69325,Canine coronavirus,GenBank,set:JF682842,JF682842,,Alphacoronavirus 1,244,nsp3c
AEE69326,Canine coronavirus,GenBank,set:JF682842,JF682842,,Alphacoronavirus 1,82,E protein
AEE69327,Canine coronavirus,GenBank,set:JF682842,JF682842,,Alphacoronavirus 1,262,M protein
AEE69328,Canine coronavirus,GenBank,set:JF682842,JF682842,,Alphacoronavirus 1,382,N protein
AEE69329,Canine coronavirus,GenBank,set:JF682842,JF682842,,Alphacoronavirus 1,101,nsp7a
AEE69330,Canine coronavirus,GenBank,set:JF682842,JF682842,,Alphacoronavirus 1,213,nsp7b
ADU17725,Canine coronavirus,GenBank,set:HQ450376,HQ450376,,Alphacoronavirus 1,1457,spike protein
ADU17726,Canine coronavirus,GenBank,set:HQ450376,HQ450376,,Alphacoronavirus 1,78,nonstructural protein 3a
ADU17727,Canine coronavirus,GenBank,set:HQ450376,HQ450376,,Alphacoronavirus 1,71,nonstructural protein 3b
ADU17728,Canine coronavirus,GenBank,set:HQ450376,HQ450376,,Alphacoronavirus 1,244,nonstructural protein 3c
ADU17729,Canine coronavirus,GenBank,set:HQ450376,HQ450376,,Alphacoronavirus 1,82,small envelope protein
ADU17730,Canine coronavirus,GenBank,set:HQ450376,HQ450376,,Alphacoronavirus 1,260,membrane protein
ADU17731,Canine coronavirus,GenBank,set:HQ450376,HQ450376,,Alphacoronavirus 1,382,nucleoprotein
ADU17732,Canine coronavirus,GenBank,set:HQ450376,HQ450376,,Alphacoronavirus 1,101,nonstructural protein 7a
ADU17733,Canine coronavirus,GenBank,set:HQ450376,HQ450376,,Alphacoronavirus 1,213,nonstructural protein 7b
ADU17734,Canine coronavirus,GenBank,set:HQ450377,HQ450377,,Alphacoronavirus 1,1457,spike protein
ADU17735,Canine coronavirus,GenBank,set:HQ450377,HQ450377,,Alphacoronavirus 1,78,nonstructural protein 3a
ADU17736,Canine coronavirus,GenBank,set:HQ450377,HQ450377,,Alphacoronavirus 1,71,nonstructural protein 3b
ADU17737,Canine coronavirus,GenBank,set:HQ450377,HQ450377,,Alphacoronavirus 1,244,nonstructural protein 3c
ADU17738,Canine coronavirus,GenBank,set:HQ450377,HQ450377,,Alphacoronavirus 1,82,small envelope protein
ADU17739,Canine coronavirus,GenBank,set:HQ450377,HQ450377,,Alphacoronavirus 1,262,membrane protein
ADU17740,Canine coronavirus,GenBank,set:HQ450377,HQ450377,,Alphacoronavirus 1,382,nucleoprotein
ADU17741,Canine coronavirus,GenBank,set:HQ450377,HQ450377,,Alphacoronavirus 1,101,nonstructural protein 7a
ADU17742,Canine coronavirus,GenBank,set:HQ450377,HQ450377,,Alphacoronavirus 1,213,nonstructural protein 7b
ADT78173,Canine coronavirus,GenBank,set:GU324418,GU324418,,Alphacoronavirus 1,126,spike protein
ADT78174,Canine coronavirus,GenBank,set:GU324419,GU324419,,Alphacoronavirus 1,115,spike protein
ADM61587,Canine coronavirus,GenBank,set:HM450106,HM450106,KCC02,Alphacoronavirus 1,119,transmembrane protein
ADM61588,Canine coronavirus,GenBank,set:HM450107,HM450107,KCC03,Alphacoronavirus 1,119,transmembrane protein
ADM61589,Canine coronavirus,GenBank,set:HM450108,HM450108,KCC04,Alphacoronavirus 1,119,transmembrane protein
ADM61590,Canine coronavirus,GenBank,set:HM450109,HM450109,KCC05,Alphacoronavirus 1,119,transmembrane protein
ADM61591,Canine coronavirus,GenBank,set:HM450110,HM450110,KCC06,Alphacoronavirus 1,119,transmembrane protein
ADM61592,Canine coronavirus,GenBank,set:HM450111,HM450111,KCC07,Alphacoronavirus 1,119,transmembrane protein
ADM61593,Canine coronavirus,GenBank,set:HM450112,HM450112,KCC08,Alphacoronavirus 1,119,transmembrane protein
ADM61594,Canine coronavirus,GenBank,set:HM450113,HM450113,KCC09,Alphacoronavirus 1,119,transmembrane protein
ADM61595,Canine coronavirus,GenBank,set:HM450114,HM450114,KCC10,Alphacoronavirus 1,119,transmembrane protein
ADM61596,Canine coronavirus,GenBank,set:HM450115,HM450115,KCC11,Alphacoronavirus 1,119,transmembrane protein
ADM61597,Canine coronavirus,GenBank,set:HM450116,HM450116,KCC12,Alphacoronavirus 1,119,transmembrane protein
ADM61598,Canine coronavirus,GenBank,set:HM450117,HM450117,KCC13,Alphacoronavirus 1,119,transmembrane protein
ADM61599,Canine coronavirus,GenBank,set:HM450118,HM450118,KCC14,Alphacoronavirus 1,119,transmembrane protein
ADM61600,Canine coronavirus,GenBank,set:HM450119,HM450119,KCC15,Alphacoronavirus 1,119,transmembrane protein
ADM61601,Canine coronavirus,GenBank,set:HM450120,HM450120,KCC16,Alphacoronavirus 1,119,transmembrane protein
ADM61602,Canine coronavirus,GenBank,set:HM450121,HM450121,KCC17,Alphacoronavirus 1,119,transmembrane protein
ADM61603,Canine coronavirus,GenBank,set:HM450122,HM450122,KCC19,Alphacoronavirus 1,119,transmembrane protein
ADM61604,Canine coronavirus,GenBank,set:HM450123,HM450123,KCC20,Alphacoronavirus 1,119,transmembrane protein
ADM61605,Canine coronavirus,GenBank,set:HM450124,HM450124,KCC21,Alphacoronavirus 1,119,transmembrane protein
ADM61606,Canine coronavirus,GenBank,set:HM450125,HM450125,KCC22,Alphacoronavirus 1,119,transmembrane protein
ADI99996,Canine coronavirus,GenBank,set:HM130573,HM130573,KCC01,Alphacoronavirus 1,119,transmembrane protein
ADB82628,Canine coronavirus,GenBank,set:GU300112,GU300112,,Alphacoronavirus 1,122,membrane protein
ADB82629,Canine coronavirus,GenBank,set:GU300113,GU300113,,Alphacoronavirus 1,122,membrane protein
ADB82630,Canine coronavirus,GenBank,set:GU300114,GU300114,,Alphacoronavirus 1,122,membrane protein
ADB82631,Canine coronavirus,GenBank,set:GU300115,GU300115,,Alphacoronavirus 1,122,membrane protein
ADB82632,Canine coronavirus,GenBank,set:GU300116,GU300116,,Alphacoronavirus 1,122,membrane protein
ADB82633,Canine coronavirus,GenBank,set:GU300117,GU300117,,Alphacoronavirus 1,90,membrane protein
ADB82634,Canine coronavirus,GenBank,set:GU300118,GU300118,,Alphacoronavirus 1,122,membrane protein
ADB82635,Canine coronavirus,GenBank,set:GU300119,GU300119,,Alphacoronavirus 1,114,membrane protein
ADB82636,Canine coronavirus,GenBank,set:GU300120,GU300120,,Alphacoronavirus 1,122,membrane protein
ADB82637,Canine coronavirus,GenBank,set:GU300121,GU300121,,Alphacoronavirus 1,112,membrane protein
ADB82638,Canine coronavirus,GenBank,set:GU300122,GU300122,,Alphacoronavirus 1,121,membrane protein
ADB82639,Canine coronavirus,GenBank,set:GU300123,GU300123,,Alphacoronavirus 1,122,membrane protein
ADB82640,Canine coronavirus,GenBank,set:GU300124,GU300124,,Alphacoronavirus 1,83,membrane protein
ADB82641,Canine coronavirus,GenBank,set:GU300125,GU300125,,Alphacoronavirus 1,122,membrane protein
ADB82642,Canine coronavirus,GenBank,set:GU300126,GU300126,,Alphacoronavirus 1,122,membrane protein
ADB82643,Canine coronavirus,GenBank,set:GU300127,GU300127,,Alphacoronavirus 1,122,membrane protein
ADB82644,Canine coronavirus,GenBank,set:GU300128,GU300128,,Alphacoronavirus 1,122,membrane protein
ADB82645,Canine coronavirus,GenBank,set:GU300129,GU300129,,Alphacoronavirus 1,120,membrane protein
ADB82646,Canine coronavirus,GenBank,set:GU300130,GU300130,,Alphacoronavirus 1,122,membrane protein
ADB82647,Canine coronavirus,GenBank,set:GU300131,GU300131,,Alphacoronavirus 1,114,membrane protein
ADB82648,Canine coronavirus,GenBank,set:GU300132,GU300132,,Alphacoronavirus 1,122,membrane protein
ADB82649,Canine coronavirus,GenBank,set:GU300133,GU300133,,Alphacoronavirus 1,120,membrane protein
ADB82650,Canine coronavirus,GenBank,set:GU300134,GU300134,,Alphacoronavirus 1,121,membrane protein
ADB28905,Canine coronavirus,GenBank,set:GQ477367,GQ477367,,Alphacoronavirus 1,4016,ORF1a polyprotein
ADB28906,Canine coronavirus,GenBank,set:GQ477367,GQ477367,,Alphacoronavirus 1,6683,ORF 1ab polyprotein
ADB28907,Canine coronavirus,GenBank,set:GQ477367,GQ477367,,Alphacoronavirus 1,1457,spike protein
ADB28908,Canine coronavirus,GenBank,set:GQ477367,GQ477367,,Alphacoronavirus 1,78,non-structural protein 3a
ADB28909,Canine coronavirus,GenBank,set:GQ477367,GQ477367,,Alphacoronavirus 1,71,non-structural protein 3b
ADB28910,Canine coronavirus,GenBank,set:GQ477367,GQ477367,,Alphacoronavirus 1,244,non-structural protein 3c
ADB28911,Canine coronavirus,GenBank,set:GQ477367,GQ477367,,Alphacoronavirus 1,82,envelope protein
ADB28912,Canine coronavirus,GenBank,set:GQ477367,GQ477367,,Alphacoronavirus 1,267,membrane protein
ADB28913,Canine coronavirus,GenBank,set:GQ477367,GQ477367,,Alphacoronavirus 1,382,nucleocapsid protein
ADB28914,Canine coronavirus,GenBank,set:GQ477367,GQ477367,,Alphacoronavirus 1,101,non-structural protein 7a
ADB28915,Canine coronavirus,GenBank,set:GQ477367,GQ477367,,Alphacoronavirus 1,213,non-structural protein 7b
ADA70739,Canine coronavirus,GenBank,set:GQ130243,GQ130243,,Alphacoronavirus 1,101,spike protein
ADA70740,Canine coronavirus,GenBank,set:GQ130244,GQ130244,,Alphacoronavirus 1,101,spike protein
ADA70741,Canine coronavirus,GenBank,set:GQ130245,GQ130245,,Alphacoronavirus 1,101,spike protein
ADA70742,Canine coronavirus,GenBank,set:GQ130246,GQ130246,,Alphacoronavirus 1,101,spike protein
ADA70743,Canine coronavirus,GenBank,set:GQ130247,GQ130247,,Alphacoronavirus 1,101,spike protein
ADA70744,Canine coronavirus,GenBank,set:GQ130248,GQ130248,,Alphacoronavirus 1,102,spike protein
ADA70745,Canine coronavirus,GenBank,set:GQ130249,GQ130249,,Alphacoronavirus 1,101,spike protein
ADA70746,Canine coronavirus,GenBank,set:GQ130250,GQ130250,,Alphacoronavirus 1,101,spike protein
ADA70747,Canine coronavirus,GenBank,set:GQ130251,GQ130251,,Alphacoronavirus 1,101,spike protein
ADA70748,Canine coronavirus,GenBank,set:GQ130252,GQ130252,,Alphacoronavirus 1,101,spike protein
ADA70749,Canine coronavirus,GenBank,set:GQ130253,GQ130253,,Alphacoronavirus 1,101,spike protein
ADA70750,Canine coronavirus,GenBank,set:GQ130254,GQ130254,,Alphacoronavirus 1,101,spike protein
ADA70751,Canine coronavirus,GenBank,set:GQ130255,GQ130255,,Alphacoronavirus 1,101,spike protein
ADA70752,Canine coronavirus,GenBank,set:GQ130256,GQ130256,,Alphacoronavirus 1,101,spike protein
ADA70753,Canine coronavirus,GenBank,set:GQ130257,GQ130257,,Alphacoronavirus 1,101,spike protein
ADA70754,Canine coronavirus,GenBank,set:GQ130258,GQ130258,,Alphacoronavirus 1,101,spike protein
ADA70755,Canine coronavirus,GenBank,set:GQ130259,GQ130259,,Alphacoronavirus 1,101,spike protein
ADA70756,Canine coronavirus,GenBank,set:GQ130260,GQ130260,,Alphacoronavirus 1,101,spike protein
ADA70757,Canine coronavirus,GenBank,set:GQ130261,GQ130261,,Alphacoronavirus 1,101,spike protein
ADA70758,Canine coronavirus,GenBank,set:GQ130262,GQ130262,,Alphacoronavirus 1,101,spike protein
ADA70759,Canine coronavirus,GenBank,set:GQ130263,GQ130263,,Alphacoronavirus 1,101,spike protein
ADA70760,Canine coronavirus,GenBank,set:GQ130264,GQ130264,,Alphacoronavirus 1,101,spike protein
ADA70761,Canine coronavirus,GenBank,set:GQ130265,GQ130265,,Alphacoronavirus 1,101,spike protein
ADA70762,Canine coronavirus,GenBank,set:GQ130266,GQ130266,,Alphacoronavirus 1,101,spike protein
ADA70763,Canine coronavirus,GenBank,set:GQ130267,GQ130267,,Alphacoronavirus 1,101,spike protein
ADA70764,Canine coronavirus,GenBank,set:GQ130268,GQ130268,,Alphacoronavirus 1,101,spike protein
ADA70765,Canine coronavirus,GenBank,set:GQ148749,GQ148749,,Alphacoronavirus 1,170,spike protein
ADA70766,Canine coronavirus,GenBank,set:GQ148750,GQ148750,,Alphacoronavirus 1,170,spike protein
ADA70767,Canine coronavirus,GenBank,set:GQ148751,GQ148751,,Alphacoronavirus 1,170,spike protein
ADA70768,Canine coronavirus,GenBank,set:GQ148752,GQ148752,,Alphacoronavirus 1,170,spike protein
ADA70769,Canine coronavirus,GenBank,set:GQ148753,GQ148753,,Alphacoronavirus 1,170,spike protein
ADA70770,Canine coronavirus,GenBank,set:GQ148754,GQ148754,,Alphacoronavirus 1,170,spike protein
ADA70771,Canine coronavirus,GenBank,set:GQ148755,GQ148755,,Alphacoronavirus 1,170,spike protein
ADA70772,Canine coronavirus,GenBank,set:GQ148756,GQ148756,,Alphacoronavirus 1,170,spike protein
ADA70773,Canine coronavirus,GenBank,set:GQ148757,GQ148757,,Alphacoronavirus 1,170,spike protein
ADA70774,Canine coronavirus,GenBank,set:GQ148758,GQ148758,,Alphacoronavirus 1,170,spike protein
ADA70775,Canine coronavirus,GenBank,set:GQ148759,GQ148759,,Alphacoronavirus 1,170,spike protein
ADA70776,Canine coronavirus,GenBank,set:GQ148760,GQ148760,,Alphacoronavirus 1,170,spike protein
ADA70777,Canine coronavirus,GenBank,set:GQ148761,GQ148761,,Alphacoronavirus 1,170,spike protein
ADA70778,Canine coronavirus,GenBank,set:GQ148762,GQ148762,,Alphacoronavirus 1,170,spike protein
ADA70779,Canine coronavirus,GenBank,set:GQ148763,GQ148763,,Alphacoronavirus 1,170,spike protein
ADA70780,Canine coronavirus,GenBank,set:GQ148764,GQ148764,,Alphacoronavirus 1,170,spike protein
ADA70781,Canine coronavirus,GenBank,set:GQ148765,GQ148765,,Alphacoronavirus 1,170,spike protein
ADA70782,Canine coronavirus,GenBank,set:GQ148766,GQ148766,,Alphacoronavirus 1,170,spike protein
ADA70783,Canine coronavirus,GenBank,set:GQ148767,GQ148767,,Alphacoronavirus 1,170,spike protein
ADA70784,Canine coronavirus,GenBank,set:GQ148768,GQ148768,,Alphacoronavirus 1,170,spike protein
ADA70785,Canine coronavirus,GenBank,set:GQ148769,GQ148769,,Alphacoronavirus 1,170,spike protein
ADA70786,Canine coronavirus,GenBank,set:GQ148770,GQ148770,,Alphacoronavirus 1,170,spike protein
ADA70787,Canine coronavirus,GenBank,set:GQ148771,GQ148771,,Alphacoronavirus 1,170,spike protein
ADA70788,Canine coronavirus,GenBank,set:GQ148772,GQ148772,,Alphacoronavirus 1,170,spike protein
ADA70789,Canine coronavirus,GenBank,set:GQ148773,GQ148773,,Alphacoronavirus 1,170,spike protein
ADA70790,Canine coronavirus,GenBank,set:GQ148774,GQ148774,,Alphacoronavirus 1,170,spike protein
ACS28245,Canine coronavirus,GenBank,set:GQ121370,GQ121370,,Alphacoronavirus 1,48,polyprotein 1ab
ACS28246,Canine coronavirus,GenBank,set:GQ121370,GQ121370,,Alphacoronavirus 1,497,spike protein
ACS28247,Canine coronavirus,GenBank,set:GQ121371,GQ121371,,Alphacoronavirus 1,48,polyprotein 1ab
ACS28248,Canine coronavirus,GenBank,set:GQ121371,GQ121371,,Alphacoronavirus 1,499,spike protein
ACN60152,Canine coronavirus,GenBank,set:FJ009112,FJ009112,,Alphacoronavirus 1,56,spike protein
ACN60153,Canine coronavirus,GenBank,set:FJ009113,FJ009113,,Alphacoronavirus 1,262,spike protein
ACN60154,Canine coronavirus,GenBank,set:FJ009114,FJ009114,,Alphacoronavirus 1,262,membrane protein
ACN60155,Canine coronavirus,GenBank,set:FJ009115,FJ009115,,Alphacoronavirus 1,261,membrane protein
ACN60156,Canine coronavirus,GenBank,set:FJ009116,FJ009116,,Alphacoronavirus 1,93,nucleocapsid protein
ACN60157,Canine coronavirus,GenBank,set:FJ009117,FJ009117,,Alphacoronavirus 1,93,nucleocapsid protein
ACN60158,Canine coronavirus,GenBank,set:FJ009118,FJ009118,,Alphacoronavirus 1,93,nucleocapsid protein
ACJ63229,Canine coronavirus,GenBank,set:EU856361,EU856361,,Alphacoronavirus 1,4239,polyprotein 1ab
ACJ63230,Canine coronavirus,GenBank,set:EU856361,EU856361,,Alphacoronavirus 1,1572,polyprotein 1a
ACJ63231,Canine coronavirus,GenBank,set:EU856361,EU856361,,Alphacoronavirus 1,1457,S protein
ACJ63232,Canine coronavirus,GenBank,set:EU856361,EU856361,,Alphacoronavirus 1,78,nsp 3a
ACJ63233,Canine coronavirus,GenBank,set:EU856361,EU856361,,Alphacoronavirus 1,71,nsp 3b
ACJ63234,Canine coronavirus,GenBank,set:EU856361,EU856361,,Alphacoronavirus 1,244,nsp 3c
ACJ63235,Canine coronavirus,GenBank,set:EU856361,EU856361,,Alphacoronavirus 1,82,E protein
ACJ63236,Canine coronavirus,GenBank,set:EU856361,EU856361,,Alphacoronavirus 1,260,M protein
ACJ63237,Canine coronavirus,GenBank,set:EU856361,EU856361,,Alphacoronavirus 1,382,N protein
ACJ63238,Canine coronavirus,GenBank,set:EU856361,EU856361,,Alphacoronavirus 1,101,nsp 7a
ACJ63239,Canine coronavirus,GenBank,set:EU856361,EU856361,,Alphacoronavirus 1,162,nsp 7b
