Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein,Collection_Date
ANA78452,Porcine deltacoronavirus,GenBank,set:KU981060,KU981060,passage 0,Coronavirus HKU15,217,Membrane protein,2015-04-15
ANA78453,Porcine deltacoronavirus,GenBank,set:KU981060,KU981060,passage 0,Coronavirus HKU15,94,NS6 protein,2015-04-15
ANA78454,Porcine deltacoronavirus,GenBank,set:KU981060,KU981060,passage 0,Coronavirus HKU15,342,nucleocapsid protein,2015-04-15
ANA78455,Porcine deltacoronavirus,GenBank,set:KU981060,KU981060,passage 0,Coronavirus HKU15,200,NS7 protein,2015-04-15
ANA78456,Porcine deltacoronavirus,GenBank,set:KU981061,KU981061,passage 5,Coronavirus HKU15,6267,Replicase polyprotein,2015-07-18
ANA78457,Porcine deltacoronavirus,GenBank,set:KU981061,KU981061,passage 5,Coronavirus HKU15,1159,S protein,2015-07-18
ANA78458,Porcine deltacoronavirus,GenBank,set:KU981061,KU981061,passage 5,Coronavirus HKU15,83,envelope protein,2015-07-18
ANA78459,Porcine deltacoronavirus,GenBank,set:KU981061,KU981061,passage 5,Coronavirus HKU15,217,Membrane protein,2015-07-18
ANA78460,Porcine deltacoronavirus,GenBank,set:KU981061,KU981061,passage 5,Coronavirus HKU15,94,NS6 protein,2015-07-18
ANA78461,Porcine deltacoronavirus,GenBank,set:KU981061,KU981061,passage 5,Coronavirus HKU15,342,nucleocapsid protein,2015-07-18
ANA78462,Porcine deltacoronavirus,GenBank,set:KU981061,KU981061,passage 5,Coronavirus HKU15,200,NS7 protein,2015-07-18
ANA78463,Porcine deltacoronavirus,GenBank,set:KU981062,KU981062,passage 10,Coronavirus HKU15,6267,Replicase polyprotein,2015-12-30
ANA78464,Porcine deltacoronavirus,GenBank,set:KU981062,KU981062,passage 10,Coronavirus HKU15,1159,S protein,2015-12-30
ANA78465,Porcine deltacoronavirus,GenBank,set:KU981062,KU981062,passage 10,Coronavirus HKU15,83,envelope protein,2015-12-30
ANA78466,Porcine deltacoronavirus,GenBank,set:KU981062,KU981062,passage 10,Coronavirus HKU15,217,Membrane protein,2015-12-30
ANA78467,Porcine deltacoronavirus,GenBank,set:KU981062,KU981062,passage 10,Coronavirus HKU15,94,NS6 protein,2015-12-30
ANA78468,Porcine deltacoronavirus,GenBank,set:KU981062,KU981062,passage 10,Coronavirus HKU15,342,nucleocapsid protein,2015-12-30
ANA78469,Porcine deltacoronavirus,GenBank,set:KU981062,KU981062,passage 10,Coronavirus HKU15,200,NS7 protein,2015-12-30
ALL74100,Porcine deltacoronavirus,GenBank,set:KR060082,KR060082,SL2,Coronavirus HKU15,1160,spike protein,2015-03-28
ALL74101,Porcine deltacoronavirus,GenBank,set:KR060083,KR060083,SL5,Coronavirus HKU15,1160,spike protein,2015-03-28
ALL74102,Porcine deltacoronavirus,GenBank,set:KR060084,KR060084,SL5,Coronavirus HKU15,342,nucleocapsid protein,2015-03-28
ALL74103,Porcine deltacoronavirus,GenBank,set:KR060085,KR060085,SL2,Coronavirus HKU15,342,nucleocapsid protein,2015-03-28
AMW88195,Porcine deltacoronavirus,GenBank,set:KU984334,KU984334,TT_1115,Coronavirus HKU15,3621,polyprotein 1a,2015-11
AMW88196,Porcine deltacoronavirus,GenBank,set:KU984334,KU984334,TT_1115,Coronavirus HKU15,2640,polyprotein 1b,2015-11
AMW88197,Porcine deltacoronavirus,GenBank,set:KU984334,KU984334,TT_1115,Coronavirus HKU15,1159,spike glycoprotein,2015-11
AMW88198,Porcine deltacoronavirus,GenBank,set:KU984334,KU984334,TT_1115,Coronavirus HKU15,83,envelope protein,2015-11
AMW88199,Porcine deltacoronavirus,GenBank,set:KU984334,KU984334,TT_1115,Coronavirus HKU15,217,membrane protein,2015-11
AMW88200,Porcine deltacoronavirus,GenBank,set:KU984334,KU984334,TT_1115,Coronavirus HKU15,94,NS6,2015-11
AMW88201,Porcine deltacoronavirus,GenBank,set:KU984334,KU984334,TT_1115,Coronavirus HKU15,342,nucleocapsid protein,2015-11
AMW88202,Porcine deltacoronavirus,GenBank,set:KU984334,KU984334,TT_1115,Coronavirus HKU15,200,NS7,2015-11
AMW02952,Porcine deltacoronavirus,GenBank,set:KT945050,KT945050,,Coronavirus HKU15,1160,S protein,
AMW02953,Porcine deltacoronavirus,GenBank,set:KT945051,KT945051,,Coronavirus HKU15,342,N protein,
AMN91620,Porcine deltacoronavirus,GenBank,set:KU051641,KU051641,,Coronavirus HKU15,6262,replicase polyprotein,2015-06-10
AMN91621,Porcine deltacoronavirus,GenBank,set:KU051641,KU051641,,Coronavirus HKU15,1160,spike glycoprotein,2015-06-10
AMN91622,Porcine deltacoronavirus,GenBank,set:KU051641,KU051641,,Coronavirus HKU15,83,envelope protein,2015-06-10
AMN91623,Porcine deltacoronavirus,GenBank,set:KU051641,KU051641,,Coronavirus HKU15,217,membrane protein,2015-06-10
AMN91624,Porcine deltacoronavirus,GenBank,set:KU051641,KU051641,,Coronavirus HKU15,94,NS6 protein,2015-06-10
AMN91625,Porcine deltacoronavirus,GenBank,set:KU051641,KU051641,,Coronavirus HKU15,342,nucleocapsid protein,2015-06-10
AMN91626,Porcine deltacoronavirus,GenBank,set:KU051641,KU051641,,Coronavirus HKU15,200,NS7 protein,2015-06-10
AMN91627,Porcine deltacoronavirus,GenBank,set:KU051642,KU051642,,Coronavirus HKU15,1160,spike glycoprotein,2015-06-10
AMN91628,Porcine deltacoronavirus,GenBank,set:KU051642,KU051642,,Coronavirus HKU15,83,envelope protein,2015-06-10
AMN91629,Porcine deltacoronavirus,GenBank,set:KU051642,KU051642,,Coronavirus HKU15,217,membrane protein,2015-06-10
AMN91630,Porcine deltacoronavirus,GenBank,set:KU051642,KU051642,,Coronavirus HKU15,94,NS6 protein,2015-06-10
AMN91631,Porcine deltacoronavirus,GenBank,set:KU051642,KU051642,,Coronavirus HKU15,342,nucleocapsid protein,2015-06-10
AMN91632,Porcine deltacoronavirus,GenBank,set:KU051642,KU051642,,Coronavirus HKU15,200,NS7 protein,2015-06-10
AMN91633,Porcine deltacoronavirus,GenBank,set:KU051643,KU051643,,Coronavirus HKU15,1160,spike glycoprotein,2015-06-10
AMN91634,Porcine deltacoronavirus,GenBank,set:KU051643,KU051643,,Coronavirus HKU15,83,envelope protein,2015-06-10
AMN91635,Porcine deltacoronavirus,GenBank,set:KU051643,KU051643,,Coronavirus HKU15,217,membrane protein,2015-06-10
AMN91636,Porcine deltacoronavirus,GenBank,set:KU051643,KU051643,,Coronavirus HKU15,94,NS6 protein,2015-06-10
AMN91637,Porcine deltacoronavirus,GenBank,set:KU051643,KU051643,,Coronavirus HKU15,342,nucleocapsid protein,2015-06-10
AMN91638,Porcine deltacoronavirus,GenBank,set:KU051643,KU051643,,Coronavirus HKU15,200,NS7 protein,2015-06-10
AMN91639,Porcine deltacoronavirus,GenBank,set:KU051644,KU051644,,Coronavirus HKU15,1160,spike glycoprotein,2015-06-30
AMN91640,Porcine deltacoronavirus,GenBank,set:KU051644,KU051644,,Coronavirus HKU15,83,envelope protein,2015-06-30
AMN91641,Porcine deltacoronavirus,GenBank,set:KU051644,KU051644,,Coronavirus HKU15,217,membrane protein,2015-06-30
AMN91642,Porcine deltacoronavirus,GenBank,set:KU051644,KU051644,,Coronavirus HKU15,94,NS6 protein,2015-06-30
AMN91643,Porcine deltacoronavirus,GenBank,set:KU051644,KU051644,,Coronavirus HKU15,342,nucleocapsid protein,2015-06-30
AMN91644,Porcine deltacoronavirus,GenBank,set:KU051644,KU051644,,Coronavirus HKU15,200,NS7 protein,2015-06-30
AMN91645,Porcine deltacoronavirus,GenBank,set:KU051645,KU051645,,Coronavirus HKU15,1160,spike glycoprotein,2015-06-30
AMN91646,Porcine deltacoronavirus,GenBank,set:KU051645,KU051645,,Coronavirus HKU15,83,envelope protein,2015-06-30
AMN91647,Porcine deltacoronavirus,GenBank,set:KU051645,KU051645,,Coronavirus HKU15,217,membrane protein,2015-06-30
AMN91648,Porcine deltacoronavirus,GenBank,set:KU051645,KU051645,,Coronavirus HKU15,94,NS6 protein,2015-06-30
AMN91649,Porcine deltacoronavirus,GenBank,set:KU051645,KU051645,,Coronavirus HKU15,342,nucleocapsid protein,2015-06-30
AMN91650,Porcine deltacoronavirus,GenBank,set:KU051645,KU051645,,Coronavirus HKU15,200,NS7 protein,2015-06-30
AMN91651,Porcine deltacoronavirus,GenBank,set:KU051646,KU051646,,Coronavirus HKU15,1160,spike glycoprotein,2015-06-30
AMN91652,Porcine deltacoronavirus,GenBank,set:KU051646,KU051646,,Coronavirus HKU15,83,envelope protein,2015-06-30
AMN91653,Porcine deltacoronavirus,GenBank,set:KU051646,KU051646,,Coronavirus HKU15,217,membrane protein,2015-06-30
AMN91654,Porcine deltacoronavirus,GenBank,set:KU051646,KU051646,,Coronavirus HKU15,94,NS6 protein,2015-06-30
AMN91655,Porcine deltacoronavirus,GenBank,set:KU051646,KU051646,,Coronavirus HKU15,342,nucleocapsid protein,2015-06-30
AMN91656,Porcine deltacoronavirus,GenBank,set:KU051646,KU051646,,Coronavirus HKU15,200,NS7 protein,2015-06-30
AMN91657,Porcine deltacoronavirus,GenBank,set:KU051647,KU051647,,Coronavirus HKU15,1160,spike glycoprotein,2015-06-30
AMN91658,Porcine deltacoronavirus,GenBank,set:KU051647,KU051647,,Coronavirus HKU15,83,envelope protein,2015-06-30
AMN91659,Porcine deltacoronavirus,GenBank,set:KU051647,KU051647,,Coronavirus HKU15,217,membrane protein,2015-06-30
AMN91660,Porcine deltacoronavirus,GenBank,set:KU051647,KU051647,,Coronavirus HKU15,94,NS6 protein,2015-06-30
AMN91661,Porcine deltacoronavirus,GenBank,set:KU051647,KU051647,,Coronavirus HKU15,342,nucleocapsid protein,2015-06-30
AMN91662,Porcine deltacoronavirus,GenBank,set:KU051647,KU051647,,Coronavirus HKU15,200,NS7 protein,2015-06-30
AMN91663,Porcine deltacoronavirus,GenBank,set:KU051648,KU051648,,Coronavirus HKU15,1160,spike glycoprotein,2015-06-30
AMN91664,Porcine deltacoronavirus,GenBank,set:KU051648,KU051648,,Coronavirus HKU15,83,envelope protein,2015-06-30
AMN91665,Porcine deltacoronavirus,GenBank,set:KU051648,KU051648,,Coronavirus HKU15,217,membrane protein,2015-06-30
AMN91666,Porcine deltacoronavirus,GenBank,set:KU051648,KU051648,,Coronavirus HKU15,94,NS6 protein,2015-06-30
AMN91667,Porcine deltacoronavirus,GenBank,set:KU051648,KU051648,,Coronavirus HKU15,342,nucleocapsid protein,2015-06-30
AMN91668,Porcine deltacoronavirus,GenBank,set:KU051648,KU051648,,Coronavirus HKU15,200,NS7 protein,2015-06-30
AMN91669,Porcine deltacoronavirus,GenBank,set:KU051649,KU051649,,Coronavirus HKU15,6262,replicase polyprotein,2015-06-30
AMN91670,Porcine deltacoronavirus,GenBank,set:KU051649,KU051649,,Coronavirus HKU15,1160,spike glycoprotein,2015-06-30
AMN91671,Porcine deltacoronavirus,GenBank,set:KU051649,KU051649,,Coronavirus HKU15,83,envelope protein,2015-06-30
AMN91672,Porcine deltacoronavirus,GenBank,set:KU051649,KU051649,,Coronavirus HKU15,217,membrane protein,2015-06-30
AMN91673,Porcine deltacoronavirus,GenBank,set:KU051649,KU051649,,Coronavirus HKU15,94,NS6 protein,2015-06-30
AMN91674,Porcine deltacoronavirus,GenBank,set:KU051649,KU051649,,Coronavirus HKU15,342,nucleocapsid protein,2015-06-30
AMN91675,Porcine deltacoronavirus,GenBank,set:KU051649,KU051649,,Coronavirus HKU15,200,NS7 protein,2015-06-30
AMN91676,Porcine deltacoronavirus,GenBank,set:KU051650,KU051650,,Coronavirus HKU15,1160,spike glycoprotein,2015-06-30
AMN91677,Porcine deltacoronavirus,GenBank,set:KU051650,KU051650,,Coronavirus HKU15,83,envelope protein,2015-06-30
AMN91678,Porcine deltacoronavirus,GenBank,set:KU051650,KU051650,,Coronavirus HKU15,217,membrane protein,2015-06-30
AMN91679,Porcine deltacoronavirus,GenBank,set:KU051650,KU051650,,Coronavirus HKU15,94,NS6 protein,2015-06-30
AMN91680,Porcine deltacoronavirus,GenBank,set:KU051650,KU051650,,Coronavirus HKU15,342,nucleocapsid protein,2015-06-30
AMN91681,Porcine deltacoronavirus,GenBank,set:KU051650,KU051650,,Coronavirus HKU15,200,NS7 protein,2015-06-30
AMN91682,Porcine deltacoronavirus,GenBank,set:KU051651,KU051651,,Coronavirus HKU15,1160,spike glycoprotein,2015-06-30
AMN91683,Porcine deltacoronavirus,GenBank,set:KU051651,KU051651,,Coronavirus HKU15,83,envelope protein,2015-06-30
AMN91684,Porcine deltacoronavirus,GenBank,set:KU051651,KU051651,,Coronavirus HKU15,217,membrane protein,2015-06-30
AMN91685,Porcine deltacoronavirus,GenBank,set:KU051651,KU051651,,Coronavirus HKU15,94,NS6 protein,2015-06-30
AMN91686,Porcine deltacoronavirus,GenBank,set:KU051651,KU051651,,Coronavirus HKU15,342,nucleocapsid protein,2015-06-30
AMN91687,Porcine deltacoronavirus,GenBank,set:KU051651,KU051651,,Coronavirus HKU15,200,NS7 protein,2015-06-30
AMN91688,Porcine deltacoronavirus,GenBank,set:KU051652,KU051652,,Coronavirus HKU15,1160,spike glycoprotein,2015-06-30
AMN91689,Porcine deltacoronavirus,GenBank,set:KU051652,KU051652,,Coronavirus HKU15,83,envelope protein,2015-06-30
AMN91690,Porcine deltacoronavirus,GenBank,set:KU051652,KU051652,,Coronavirus HKU15,217,membrane protein,2015-06-30
AMN91691,Porcine deltacoronavirus,GenBank,set:KU051652,KU051652,,Coronavirus HKU15,94,NS6 protein,2015-06-30
AMN91692,Porcine deltacoronavirus,GenBank,set:KU051652,KU051652,,Coronavirus HKU15,342,nucleocapsid protein,2015-06-30
AMN91693,Porcine deltacoronavirus,GenBank,set:KU051652,KU051652,,Coronavirus HKU15,200,NS7 protein,2015-06-30
AMN91694,Porcine deltacoronavirus,GenBank,set:KU051653,KU051653,,Coronavirus HKU15,1160,spike glycoprotein,2015-07-13
AMN91695,Porcine deltacoronavirus,GenBank,set:KU051653,KU051653,,Coronavirus HKU15,83,envelope protein,2015-07-13
AMN91696,Porcine deltacoronavirus,GenBank,set:KU051653,KU051653,,Coronavirus HKU15,217,membrane protein,2015-07-13
AMN91697,Porcine deltacoronavirus,GenBank,set:KU051653,KU051653,,Coronavirus HKU15,94,NS6 protein,2015-07-13
AMN91698,Porcine deltacoronavirus,GenBank,set:KU051653,KU051653,,Coronavirus HKU15,342,nucleocapsid protein,2015-07-13
AMN91699,Porcine deltacoronavirus,GenBank,set:KU051653,KU051653,,Coronavirus HKU15,200,NS7 protein,2015-07-13
AMN91700,Porcine deltacoronavirus,GenBank,set:KU051654,KU051654,,Coronavirus HKU15,1160,spike glycoprotein,2015-07-13
AMN91701,Porcine deltacoronavirus,GenBank,set:KU051654,KU051654,,Coronavirus HKU15,83,envelope protein,2015-07-13
AMN91702,Porcine deltacoronavirus,GenBank,set:KU051654,KU051654,,Coronavirus HKU15,217,membrane protein,2015-07-13
AMN91703,Porcine deltacoronavirus,GenBank,set:KU051654,KU051654,,Coronavirus HKU15,94,NS6 protein,2015-07-13
AMN91704,Porcine deltacoronavirus,GenBank,set:KU051654,KU051654,,Coronavirus HKU15,342,nucleocapsid protein,2015-07-13
AMN91705,Porcine deltacoronavirus,GenBank,set:KU051654,KU051654,,Coronavirus HKU15,200,NS7 protein,2015-07-13
AMN91706,Porcine deltacoronavirus,GenBank,set:KU051655,KU051655,,Coronavirus HKU15,1160,spike glycoprotein,2015-07-13
AMN91707,Porcine deltacoronavirus,GenBank,set:KU051655,KU051655,,Coronavirus HKU15,83,envelope protein,2015-07-13
AMN91708,Porcine deltacoronavirus,GenBank,set:KU051655,KU051655,,Coronavirus HKU15,217,membrane protein,2015-07-13
AMN91709,Porcine deltacoronavirus,GenBank,set:KU051655,KU051655,,Coronavirus HKU15,94,NS6 protein,2015-07-13
AMN91710,Porcine deltacoronavirus,GenBank,set:KU051655,KU051655,,Coronavirus HKU15,342,nucleocapsid protein,2015-07-13
AMN91711,Porcine deltacoronavirus,GenBank,set:KU051655,KU051655,,Coronavirus HKU15,200,NS7 protein,2015-07-13
AMN91712,Porcine deltacoronavirus,GenBank,set:KU051656,KU051656,,Coronavirus HKU15,1160,spike glycoprotein,2015-07-13
AMN91713,Porcine deltacoronavirus,GenBank,set:KU051656,KU051656,,Coronavirus HKU15,83,envelope protein,2015-07-13
AMN91714,Porcine deltacoronavirus,GenBank,set:KU051656,KU051656,,Coronavirus HKU15,217,membrane protein,2015-07-13
AMN91715,Porcine deltacoronavirus,GenBank,set:KU051656,KU051656,,Coronavirus HKU15,94,NS6 protein,2015-07-13
AMN91716,Porcine deltacoronavirus,GenBank,set:KU051656,KU051656,,Coronavirus HKU15,342,nucleocapsid protein,2015-07-13
AMN91717,Porcine deltacoronavirus,GenBank,set:KU051656,KU051656,,Coronavirus HKU15,200,NS7 protein,2015-07-13
AMN14605,Porcine deltacoronavirus,GenBank,set:KT823498,KT823498,,Coronavirus HKU15,109,nucleocapsid protein,2015-03-31
AMN14606,Porcine deltacoronavirus,GenBank,set:KT823499,KT823499,,Coronavirus HKU15,109,nucleocapsid protein,2014-04-01
AMN14607,Porcine deltacoronavirus,GenBank,set:KT823500,KT823500,,Coronavirus HKU15,109,nucleocapsid protein,2014-04-01
AMN14608,Porcine deltacoronavirus,GenBank,set:KT823501,KT823501,,Coronavirus HKU15,109,nucleocapsid protein,2015-03-31
AMN14609,Porcine deltacoronavirus,GenBank,set:KT823502,KT823502,,Coronavirus HKU15,109,nucleocapsid protein,2013-12-03
AMN14610,Porcine deltacoronavirus,GenBank,set:KT823503,KT823503,,Coronavirus HKU15,109,nucleocapsid protein,2013-12-03
AMN14611,Porcine deltacoronavirus,GenBank,set:KT823504,KT823504,,Coronavirus HKU15,109,nucleocapsid protein,2012-12-02
AMN14612,Porcine deltacoronavirus,GenBank,set:KT823505,KT823505,,Coronavirus HKU15,109,nucleocapsid protein,2012-12-02
AML40603,Porcine deltacoronavirus,GenBank,set:KR150443,KR150443,,Coronavirus HKU15,6267,polyprotein,2015-03-24
AML40604,Porcine deltacoronavirus,GenBank,set:KR150443,KR150443,,Coronavirus HKU15,1160,spike protein,2015-03-24
AML40605,Porcine deltacoronavirus,GenBank,set:KR150443,KR150443,,Coronavirus HKU15,83,envelope protein,2015-03-24
AML40606,Porcine deltacoronavirus,GenBank,set:KR150443,KR150443,,Coronavirus HKU15,217,membrane protein,2015-03-24
AML40607,Porcine deltacoronavirus,GenBank,set:KR150443,KR150443,,Coronavirus HKU15,94,non-structural protein 6,2015-03-24
AML40608,Porcine deltacoronavirus,GenBank,set:KR150443,KR150443,,Coronavirus HKU15,342,nucleocapsid protein,2015-03-24
AML40609,Porcine deltacoronavirus,GenBank,set:KR150443,KR150443,,Coronavirus HKU15,200,non-structural protein 7,2015-03-24
AML40775,Porcine deltacoronavirus,GenBank,set:KR265847,KR265847,,Coronavirus HKU15,6267,polyprotein,2014-03-06
AML40776,Porcine deltacoronavirus,GenBank,set:KR265847,KR265847,,Coronavirus HKU15,1160,spike protein,2014-03-06
AML40777,Porcine deltacoronavirus,GenBank,set:KR265847,KR265847,,Coronavirus HKU15,83,envelope protein,2014-03-06
AML40778,Porcine deltacoronavirus,GenBank,set:KR265847,KR265847,,Coronavirus HKU15,217,membrane protein,2014-03-06
AML40779,Porcine deltacoronavirus,GenBank,set:KR265847,KR265847,,Coronavirus HKU15,94,non-structural protein 6,2014-03-06
AML40780,Porcine deltacoronavirus,GenBank,set:KR265847,KR265847,,Coronavirus HKU15,342,nucleocapsid protein,2014-03-06
AML40781,Porcine deltacoronavirus,GenBank,set:KR265847,KR265847,,Coronavirus HKU15,200,non-structural protein 7,2014-03-06
AML40782,Porcine deltacoronavirus,GenBank,set:KR265848,KR265848,,Coronavirus HKU15,6267,polyprotein,2014-03-14
AML40783,Porcine deltacoronavirus,GenBank,set:KR265848,KR265848,,Coronavirus HKU15,1160,spike protein,2014-03-14
AML40784,Porcine deltacoronavirus,GenBank,set:KR265848,KR265848,,Coronavirus HKU15,83,envelope protein,2014-03-14
AML40785,Porcine deltacoronavirus,GenBank,set:KR265848,KR265848,,Coronavirus HKU15,217,membrane protein,2014-03-14
AML40786,Porcine deltacoronavirus,GenBank,set:KR265848,KR265848,,Coronavirus HKU15,94,non-structural protein 6,2014-03-14
AML40787,Porcine deltacoronavirus,GenBank,set:KR265848,KR265848,,Coronavirus HKU15,342,nucleocapsid protein,2014-03-14
AML40788,Porcine deltacoronavirus,GenBank,set:KR265848,KR265848,,Coronavirus HKU15,200,non-structural protein 7,2014-03-14
AML40789,Porcine deltacoronavirus,GenBank,set:KR265849,KR265849,,Coronavirus HKU15,6267,polyprotein,2014-04-02
AML40790,Porcine deltacoronavirus,GenBank,set:KR265849,KR265849,,Coronavirus HKU15,1160,spike protein,2014-04-02
AML40791,Porcine deltacoronavirus,GenBank,set:KR265849,KR265849,,Coronavirus HKU15,83,envelope protein,2014-04-02
AML40792,Porcine deltacoronavirus,GenBank,set:KR265849,KR265849,,Coronavirus HKU15,217,membrane protein,2014-04-02
AML40793,Porcine deltacoronavirus,GenBank,set:KR265849,KR265849,,Coronavirus HKU15,94,non-structural protein 6,2014-04-02
AML40794,Porcine deltacoronavirus,GenBank,set:KR265849,KR265849,,Coronavirus HKU15,342,nucleocapsid protein,2014-04-02
AML40795,Porcine deltacoronavirus,GenBank,set:KR265849,KR265849,,Coronavirus HKU15,200,non-structural protein 7,2014-04-02
AML40796,Porcine deltacoronavirus,GenBank,set:KR265850,KR265850,,Coronavirus HKU15,6267,polyprotein,2014-04-02
AML40797,Porcine deltacoronavirus,GenBank,set:KR265850,KR265850,,Coronavirus HKU15,1160,spike protein,2014-04-02
AML40798,Porcine deltacoronavirus,GenBank,set:KR265850,KR265850,,Coronavirus HKU15,83,envelope protein,2014-04-02
AML40799,Porcine deltacoronavirus,GenBank,set:KR265850,KR265850,,Coronavirus HKU15,217,membrane protein,2014-04-02
AML40800,Porcine deltacoronavirus,GenBank,set:KR265850,KR265850,,Coronavirus HKU15,94,non-structural protein 6,2014-04-02
AML40801,Porcine deltacoronavirus,GenBank,set:KR265850,KR265850,,Coronavirus HKU15,342,nucleocapsid protein,2014-04-02
AML40802,Porcine deltacoronavirus,GenBank,set:KR265850,KR265850,,Coronavirus HKU15,200,non-structural protein 7,2014-04-02
AML40803,Porcine deltacoronavirus,GenBank,set:KR265851,KR265851,,Coronavirus HKU15,6267,polyprotein,2014-05-13
AML40804,Porcine deltacoronavirus,GenBank,set:KR265851,KR265851,,Coronavirus HKU15,1160,spike protein,2014-05-13
AML40805,Porcine deltacoronavirus,GenBank,set:KR265851,KR265851,,Coronavirus HKU15,83,envelope protein,2014-05-13
AML40806,Porcine deltacoronavirus,GenBank,set:KR265851,KR265851,,Coronavirus HKU15,217,membrane protein,2014-05-13
AML40807,Porcine deltacoronavirus,GenBank,set:KR265851,KR265851,,Coronavirus HKU15,94,non-structural protein 6,2014-05-13
AML40808,Porcine deltacoronavirus,GenBank,set:KR265851,KR265851,,Coronavirus HKU15,342,nucleocapsid protein,2014-05-13
AML40809,Porcine deltacoronavirus,GenBank,set:KR265851,KR265851,,Coronavirus HKU15,200,non-structural protein 7,2014-05-13
AML40810,Porcine deltacoronavirus,GenBank,set:KR265852,KR265852,,Coronavirus HKU15,6267,polyprotein,2014-04-21
AML40811,Porcine deltacoronavirus,GenBank,set:KR265852,KR265852,,Coronavirus HKU15,1160,spike protein,2014-04-21
AML40812,Porcine deltacoronavirus,GenBank,set:KR265852,KR265852,,Coronavirus HKU15,83,envelope protein,2014-04-21
AML40813,Porcine deltacoronavirus,GenBank,set:KR265852,KR265852,,Coronavirus HKU15,217,membrane protein,2014-04-21
AML40814,Porcine deltacoronavirus,GenBank,set:KR265852,KR265852,,Coronavirus HKU15,94,non-structural protein 6,2014-04-21
AML40815,Porcine deltacoronavirus,GenBank,set:KR265852,KR265852,,Coronavirus HKU15,342,nucleocapsid protein,2014-04-21
AML40816,Porcine deltacoronavirus,GenBank,set:KR265852,KR265852,,Coronavirus HKU15,200,non-structural protein 7,2014-04-21
AML40817,Porcine deltacoronavirus,GenBank,set:KR265853,KR265853,,Coronavirus HKU15,6267,polyprotein,2013-10-14
AML40818,Porcine deltacoronavirus,GenBank,set:KR265853,KR265853,,Coronavirus HKU15,1160,spike protein,2013-10-14
AML40819,Porcine deltacoronavirus,GenBank,set:KR265853,KR265853,,Coronavirus HKU15,83,envelope protein,2013-10-14
AML40820,Porcine deltacoronavirus,GenBank,set:KR265853,KR265853,,Coronavirus HKU15,217,membrane protein,2013-10-14
AML40821,Porcine deltacoronavirus,GenBank,set:KR265853,KR265853,,Coronavirus HKU15,94,non-structural protein 6,2013-10-14
AML40822,Porcine deltacoronavirus,GenBank,set:KR265853,KR265853,,Coronavirus HKU15,342,nucleocapsid protein,2013-10-14
AML40823,Porcine deltacoronavirus,GenBank,set:KR265853,KR265853,,Coronavirus HKU15,200,non-structural protein 7,2013-10-14
AML40824,Porcine deltacoronavirus,GenBank,set:KR265854,KR265854,,Coronavirus HKU15,6267,polyprotein,2014-05-21
AML40825,Porcine deltacoronavirus,GenBank,set:KR265854,KR265854,,Coronavirus HKU15,1160,spike protein,2014-05-21
AML40826,Porcine deltacoronavirus,GenBank,set:KR265854,KR265854,,Coronavirus HKU15,83,envelope protein,2014-05-21
AML40827,Porcine deltacoronavirus,GenBank,set:KR265854,KR265854,,Coronavirus HKU15,217,membrane protein,2014-05-21
AML40828,Porcine deltacoronavirus,GenBank,set:KR265854,KR265854,,Coronavirus HKU15,94,non-structural protein 6,2014-05-21
AML40829,Porcine deltacoronavirus,GenBank,set:KR265854,KR265854,,Coronavirus HKU15,342,nucleocapsid protein,2014-05-21
AML40830,Porcine deltacoronavirus,GenBank,set:KR265854,KR265854,,Coronavirus HKU15,200,non-structural protein 7,2014-05-21
AML40831,Porcine deltacoronavirus,GenBank,set:KR265855,KR265855,,Coronavirus HKU15,6267,polyprotein,2014-05-21
AML40832,Porcine deltacoronavirus,GenBank,set:KR265855,KR265855,,Coronavirus HKU15,1160,spike protein,2014-05-21
AML40833,Porcine deltacoronavirus,GenBank,set:KR265855,KR265855,,Coronavirus HKU15,83,envelope protein,2014-05-21
AML40834,Porcine deltacoronavirus,GenBank,set:KR265855,KR265855,,Coronavirus HKU15,217,membrane protein,2014-05-21
AML40835,Porcine deltacoronavirus,GenBank,set:KR265855,KR265855,,Coronavirus HKU15,94,non-structural protein 6,2014-05-21
AML40836,Porcine deltacoronavirus,GenBank,set:KR265855,KR265855,,Coronavirus HKU15,342,nucleocapsid protein,2014-05-21
AML40837,Porcine deltacoronavirus,GenBank,set:KR265855,KR265855,,Coronavirus HKU15,200,non-structural protein 7,2014-05-21
AML40838,Porcine deltacoronavirus,GenBank,set:KR265856,KR265856,,Coronavirus HKU15,6267,polyprotein,2014-02-23
AML40839,Porcine deltacoronavirus,GenBank,set:KR265856,KR265856,,Coronavirus HKU15,1160,spike protein,2014-02-23
AML40840,Porcine deltacoronavirus,GenBank,set:KR265856,KR265856,,Coronavirus HKU15,83,envelope protein,2014-02-23
AML40841,Porcine deltacoronavirus,GenBank,set:KR265856,KR265856,,Coronavirus HKU15,217,membrane protein,2014-02-23
AML40842,Porcine deltacoronavirus,GenBank,set:KR265856,KR265856,,Coronavirus HKU15,94,non-structural protein 6,2014-02-23
AML40843,Porcine deltacoronavirus,GenBank,set:KR265856,KR265856,,Coronavirus HKU15,342,nucleocapsid protein,2014-02-23
AML40844,Porcine deltacoronavirus,GenBank,set:KR265856,KR265856,,Coronavirus HKU15,200,non-structural protein 7,2014-02-23
