Accession,GenBank_RefSeq,Nucleotide,Assembly,Protein,Organism_Name,Isolate,Length,Collection_Date
AGW27848,GenBank,KF686341,set:KF686341,membrane protein,Human coronavirus HKU1,,223,2010-01-16
AGW27849,GenBank,KF686341,set:KF686341,nucleoprotein,Human coronavirus HKU1,,441,2010-01-16
AGW27850,GenBank,KF686341,set:KF686341,protein I,Human coronavirus HKU1,,205,2010-01-16
AGW27851,GenBank,KF686342,set:KF686342,replicase polyprotein 1a,Human coronavirus HKU1,,4426,2009-12-13
AGW27852,GenBank,KF686342,set:KF686342,replicase polyprotein 1ab,Human coronavirus HKU1,,7137,2009-12-13
AGW27853,GenBank,KF686342,set:KF686342,hemagglutinin-esterase,Human coronavirus HKU1,,386,2009-12-13
AGW27854,GenBank,KF686342,set:KF686342,spike glycoprotein,Human coronavirus HKU1,,1356,2009-12-13
AGW27855,GenBank,KF686342,set:KF686342,non-structural protein 4,Human coronavirus HKU1,,109,2009-12-13
AGW27856,GenBank,KF686342,set:KF686342,envelope small membrane protein,Human coronavirus HKU1,,82,2009-12-13
AGW27857,GenBank,KF686342,set:KF686342,membrane protein,Human coronavirus HKU1,,223,2009-12-13
AGW27858,GenBank,KF686342,set:KF686342,nucleoprotein,Human coronavirus HKU1,,441,2009-12-13
AGW27859,GenBank,KF686342,set:KF686342,protein I,Human coronavirus HKU1,,205,2009-12-13
AGW27860,GenBank,KF686343,set:KF686343,replicase polyprotein 1a,Human coronavirus HKU1,,4506,2010-01-08
AGW27861,GenBank,KF686343,set:KF686343,replicase polyprotein 1ab,Human coronavirus HKU1,,7217,2010-01-08
AGW27862,GenBank,KF686343,set:KF686343,hemagglutinin-esterase,Human coronavirus HKU1,,386,2010-01-08
AGW27863,GenBank,KF686343,set:KF686343,spike glycoprotein,Human coronavirus HKU1,,1356,2010-01-08
AGW27864,GenBank,KF686343,set:KF686343,non-structural protein 4,Human coronavirus HKU1,,109,2010-01-08
AGW27865,GenBank,KF686343,set:KF686343,envelope small membrane protein,Human coronavirus HKU1,,82,2010-01-08
AGW27866,GenBank,KF686343,set:KF686343,membrane protein,Human coronavirus HKU1,,223,2010-01-08
AGW27867,GenBank,KF686343,set:KF686343,nucleoprotein,Human coronavirus HKU1,,441,2010-01-08
AGW27868,GenBank,KF686343,set:KF686343,protein I,Human coronavirus HKU1,,205,2010-01-08
AGW27869,GenBank,KF686344,set:KF686344,replicase polyprotein 1a,Human coronavirus HKU1,,4410,2009-12-28
AGW27870,GenBank,KF686344,set:KF686344,replicase polyprotein 1ab,Human coronavirus HKU1,,7121,2009-12-28
AGW27871,GenBank,KF686344,set:KF686344,hemagglutinin-esterase,Human coronavirus HKU1,,386,2009-12-28
AGW27872,GenBank,KF686344,set:KF686344,spike glycoprotein,Human coronavirus HKU1,,1356,2009-12-28
AGW27873,GenBank,KF686344,set:KF686344,non-structural protein 4,Human coronavirus HKU1,,109,2009-12-28
AGW27874,GenBank,KF686344,set:KF686344,envelope small membrane protein,Human coronavirus HKU1,,82,2009-12-28
AGW27875,GenBank,KF686344,set:KF686344,membrane protein,Human coronavirus HKU1,,223,2009-12-28
AGW27876,GenBank,KF686344,set:KF686344,nucleoprotein,Human coronavirus HKU1,,441,2009-12-28
AGW27877,GenBank,KF686344,set:KF686344,protein I,Human coronavirus HKU1,,205,2009-12-28
AGW27878,GenBank,KF686346,set:KF686346,replicase polyprotein 1a,Human coronavirus HKU1,,4506,2010-01-09
AGW27879,GenBank,KF686346,set:KF686346,replicase polyprotein 1ab,Human coronavirus HKU1,,7217,2010-01-09
AGW27880,GenBank,KF686346,set:KF686346,hemagglutinin-esterase,Human coronavirus HKU1,,386,2010-01-09
AGW27881,GenBank,KF686346,set:KF686346,spike glycoprotein,Human coronavirus HKU1,,1356,2010-01-09
AGW27882,GenBank,KF686346,set:KF686346,non-structural protein 4,Human coronavirus HKU1,,109,2010-01-09
AGW27883,GenBank,KF686346,set:KF686346,envelope small membrane protein,Human coronavirus HKU1,,82,2010-01-09
AGW27884,GenBank,KF686346,set:KF686346,membrane protein,Human coronavirus HKU1,,223,2010-01-09
AGW27885,GenBank,KF686346,set:KF686346,nucleoprotein,Human coronavirus HKU1,,441,2010-01-09
AGW27886,GenBank,KF686346,set:KF686346,protein I,Human coronavirus HKU1,,205,2010-01-09
AFR45521,GenBank,JX513212,set:JX513212,1ab polyprotein,Human coronavirus HKU1,CU-H2010/2010,197,2010-06-17
AFR45522,GenBank,JX513213,set:JX513213,1ab polyprotein,Human coronavirus HKU1,CU-H2238/2010,197,2010-08-26
AFR45523,GenBank,JX513214,set:JX513214,1ab polyprotein,Human coronavirus HKU1,CU-H2809/2010,197,2010-12-09
AFR45555,GenBank,JX513246,set:JX513246,spike protein,Human coronavirus HKU1,CU-H2010/2010,175,2010-06-17
AFR45556,GenBank,JX513247,set:JX513247,spike protein,Human coronavirus HKU1,CU-H2238/2010,174,2010-08-26
AFR45557,GenBank,JX513248,set:JX513248,spike protein,Human coronavirus HKU1,CU-H2809/2010,175,2010-12-09
AGT17756,GenBank,KF430197,set:KF430197,putative replicase polyprotein 1ab,Human coronavirus HKU1,,74,2007
AGT17757,GenBank,KF430197,set:KF430197,hemagglutinin-esterase,Human coronavirus HKU1,,385,2007
AGT17758,GenBank,KF430197,set:KF430197,spike glycoprotein,Human coronavirus HKU1,,1352,2007
AGT17759,GenBank,KF430197,set:KF430197,non-structural protein 4,Human coronavirus HKU1,,109,2007
AGT17760,GenBank,KF430197,set:KF430197,putative envelope small membrane protein,Human coronavirus HKU1,,62,2007
AGT17761,GenBank,KF430198,set:KF430198,putative replicase polyprotein 1ab,Human coronavirus HKU1,,74,2006
AGT17762,GenBank,KF430198,set:KF430198,hemagglutinin-esterase,Human coronavirus HKU1,,386,2006
AGT17763,GenBank,KF430198,set:KF430198,spike glycoprotein,Human coronavirus HKU1,,1356,2006
AGT17764,GenBank,KF430198,set:KF430198,non-structural protein 4,Human coronavirus HKU1,,109,2006
AGT17765,GenBank,KF430198,set:KF430198,putative envelope small membrane protein,Human coronavirus HKU1,,63,2006
AGT17766,GenBank,KF430201,set:KF430201,replicase polyprotein 1a,Human coronavirus HKU1,,4486,2010-01-22
AGT17767,GenBank,KF430201,set:KF430201,replicase polyprotein 1ab,Human coronavirus HKU1,,7197,2010-01-22
AGT17768,GenBank,KF430201,set:KF430201,hemagglutinin-esterase,Human coronavirus HKU1,,386,2010-01-22
AGT17769,GenBank,KF430201,set:KF430201,spike glycoprotein,Human coronavirus HKU1,,1355,2010-01-22
AGT17770,GenBank,KF430201,set:KF430201,non-structural protein 4,Human coronavirus HKU1,,109,2010-01-22
AGT17771,GenBank,KF430201,set:KF430201,envelope small membrane protein,Human coronavirus HKU1,,82,2010-01-22
AGT17772,GenBank,KF430201,set:KF430201,membrane protein,Human coronavirus HKU1,,223,2010-01-22
AGT17773,GenBank,KF430201,set:KF430201,nucleoprotein,Human coronavirus HKU1,,441,2010-01-22
AGT17774,GenBank,KF430201,set:KF430201,protein I,Human coronavirus HKU1,,205,2010-01-22
AGT17775,GenBank,KF430203,set:KF430203,putative replicase polyprotein 1ab,Human coronavirus HKU1,,81,2006
AGT17776,GenBank,KF430203,set:KF430203,hemagglutinin-esterase,Human coronavirus HKU1,,386,2006
AGT17777,GenBank,KF430203,set:KF430203,spike glycoprotein,Human coronavirus HKU1,,1356,2006
AGT17778,GenBank,KF430203,set:KF430203,non-structural protein 4,Human coronavirus HKU1,,109,2006
AGT17779,GenBank,KF430203,set:KF430203,putative envelope small membrane protein,Human coronavirus HKU1,,63,2006
AGH06529,GenBank,KC294427,set:KC294427,orf1ab polyprotein,Human coronavirus HKU1,,146,2012
AGH06530,GenBank,KC294428,set:KC294428,orf1ab polyprotein,Human coronavirus HKU1,,146,2012
AGH06531,GenBank,KC294429,set:KC294429,orf1ab polyprotein,Human coronavirus HKU1,,146,2012
AFK23449,GenBank,JQ732197,set:JQ732197,polymerase,Human coronavirus HKU1,,74,2004-07-20
AFK23450,GenBank,JQ732198,set:JQ732198,polymerase,Human coronavirus HKU1,,74,2004-07-20
AFK23451,GenBank,JQ732199,set:JQ732199,polymerase,Human coronavirus HKU1,,74,2004-07-22
AFK23452,GenBank,JQ732200,set:JQ732200,polymerase,Human coronavirus HKU1,,74,2004-08-02
AFK23453,GenBank,JQ732201,set:JQ732201,polymerase,Human coronavirus HKU1,,74,2004-07-20
AFK23454,GenBank,JQ732202,set:JQ732202,polymerase,Human coronavirus HKU1,,74,2004-07-16
AET99168,GenBank,JN234449,set:JN234449,polymerase,Human coronavirus HKU1,KNIH-2K70196,298,2007-01
AET99169,GenBank,JN234450,set:JN234450,polymerase,Human coronavirus HKU1,KNIH-2K70198,298,2007-01
AET99170,GenBank,JN234451,set:JN234451,polymerase,Human coronavirus HKU1,KNIH-2K70536,298,2007-01
AET99171,GenBank,JN234452,set:JN234452,polymerase,Human coronavirus HKU1,KNIH-2K71388,298,2007-01
AET99172,GenBank,JN234453,set:JN234453,polymerase,Human coronavirus HKU1,KNIH-2K71411,298,2007-01
AET99173,GenBank,JN234454,set:JN234454,polymerase,Human coronavirus HKU1,KNIH-2K71415,298,2007-01
AET99174,GenBank,JN234455,set:JN234455,polymerase,Human coronavirus HKU1,KNIH-2K72142,298,2007-02
AET99175,GenBank,JN234456,set:JN234456,polymerase,Human coronavirus HKU1,KNIH-2K73103,298,2007-03
AET99176,GenBank,JN234457,set:JN234457,polymerase,Human coronavirus HKU1,KNIH-2K73164,298,2007-04
AET99177,GenBank,JN234458,set:JN234458,polymerase,Human coronavirus HKU1,KNIH-2K80535,298,2008-01
AET99178,GenBank,JN234459,set:JN234459,polymerase,Human coronavirus HKU1,KNIH-2K82882,298,2008-03
AET99179,GenBank,JN234460,set:JN234460,polymerase,Human coronavirus HKU1,KNIH-2K84559,298,2008-04
AET99180,GenBank,JN234461,set:JN234461,polymerase,Human coronavirus HKU1,KNIH-2K84566,298,2008-04
AET99181,GenBank,JN234462,set:JN234462,polymerase,Human coronavirus HKU1,KNIH-2K85187,298,2008-04
AET99182,GenBank,JN234463,set:JN234463,polymerase,Human coronavirus HKU1,KNIH-2K85295,298,2008-05
AET99183,GenBank,JN234464,set:JN234464,polymerase,Human coronavirus HKU1,KNIH-2K85305,298,2008-05
AET99184,GenBank,JN234465,set:JN234465,spike,Human coronavirus HKU1,KNIH-2K70196,102,2007-01
AET99185,GenBank,JN234466,set:JN234466,spike,Human coronavirus HKU1,KNIH-2K70198,102,2007-01
AET99186,GenBank,JN234467,set:JN234467,spike,Human coronavirus HKU1,KNIH-2K71038,102,2007-01
AET99187,GenBank,JN234468,set:JN234468,spike,Human coronavirus HKU1,KNIH-2K71411,102,2007-01
AET99188,GenBank,JN234469,set:JN234469,spike,Human coronavirus HKU1,KNIH-2K71415,102,2007-01
AET99189,GenBank,JN234470,set:JN234470,spike,Human coronavirus HKU1,KNIH-2K72142,102,2007-02
AET99190,GenBank,JN234471,set:JN234471,spike,Human coronavirus HKU1,KNIH-2K73103,102,2007-03
AET99191,GenBank,JN234472,set:JN234472,spike,Human coronavirus HKU1,KNIH-2K73164,134,2007-04
AET99192,GenBank,JN234473,set:JN234473,spike,Human coronavirus HKU1,KNIH-2K80535,102,2008-01
AET99193,GenBank,JN234474,set:JN234474,spike,Human coronavirus HKU1,KNIH-2K82882,102,2008-03
AET99194,GenBank,JN234475,set:JN234475,spike,Human coronavirus HKU1,KNIH-2K84559,102,2008-04
AET99195,GenBank,JN234476,set:JN234476,spike,Human coronavirus HKU1,KNIH-2K84566,102,2008-04
AET99196,GenBank,JN234477,set:JN234477,spike,Human coronavirus HKU1,KNIH-2K85187,102,2008-04
AET99197,GenBank,JN234478,set:JN234478,nucleocapsid,Human coronavirus HKU1,KNHI-2K70196,138,2007-01
AET99198,GenBank,JN234479,set:JN234479,nucleocapsid,Human coronavirus HKU1,KNHI-2K70198,138,2007-01
AET99199,GenBank,JN234480,set:JN234480,nucleocapsid,Human coronavirus HKU1,KNHI-2K70536,138,2007-01
AET99200,GenBank,JN234481,set:JN234481,nucleocapsid,Human coronavirus HKU1,KNHI-2K71388,138,2007-01
AET99201,GenBank,JN234482,set:JN234482,nucleocapsid,Human coronavirus HKU1,KNHI-2K71411,138,2007-01
AET99202,GenBank,JN234483,set:JN234483,nucleocapsid,Human coronavirus HKU1,KNHI-2K71415,138,2007-01
AET99203,GenBank,JN234484,set:JN234484,nucleocapsid,Human coronavirus HKU1,KNHI-2K72142,138,2007-02
AET99204,GenBank,JN234485,set:JN234485,nucleocapsid,Human coronavirus HKU1,KNHI-2K72143,138,2007-02
AET99205,GenBank,JN234486,set:JN234486,nucleocapsid,Human coronavirus HKU1,KNHI-2K72583,138,2007-02
AET99206,GenBank,JN234487,set:JN234487,nucleocapsid,Human coronavirus HKU1,KNHI-2K73103,141,2007-03
AET99207,GenBank,JN234488,set:JN234488,nucleocapsid,Human coronavirus HKU1,KNHI-2K73565,138,2007-05
AET99208,GenBank,JN234489,set:JN234489,nucleocapsid,Human coronavirus HKU1,KNHI-2K74559,140,2008-01
AET99209,GenBank,JN234490,set:JN234490,nucleocapsid,Human coronavirus HKU1,KNHI-2K80535,138,2008-03
AET99210,GenBank,JN234491,set:JN234491,nucleocapsid,Human coronavirus HKU1,KNHI-2K82882,138,2008-03
AET99211,GenBank,JN234492,set:JN234492,nucleocapsid,Human coronavirus HKU1,KNHI-2K83058,138,2008-04
AET99212,GenBank,JN234493,set:JN234493,nucleocapsid,Human coronavirus HKU1,KNHI-2K84566,138,2008-04
AET99213,GenBank,JN234494,set:JN234494,nucleocapsid,Human coronavirus HKU1,KNHI-2K85187,138,2008-04
AET99214,GenBank,JN234495,set:JN234495,nucleocapsid,Human coronavirus HKU1,KNHI-2K85295,138,2008-05
AET99215,GenBank,JN234496,set:JN234496,nucleocapsid,Human coronavirus HKU1,KNHI-2K85305,138,2008-05
ADO24631,GenBank,HM130737,set:HM130737,polyprotein,Human coronavirus HKU1,,126,2005-09-06
ADO24632,GenBank,HM130738,set:HM130738,polyprotein,Human coronavirus HKU1,,126,2006-03-28
ADO24633,GenBank,HM130739,set:HM130739,polyprotein,Human coronavirus HKU1,,126,2006-05-27
ADO24634,GenBank,HM130740,set:HM130740,polyprotein,Human coronavirus HKU1,,126,2006-07-19
ADO24635,GenBank,HM130741,set:HM130741,polyprotein,Human coronavirus HKU1,,126,2006-07-29
ADO24636,GenBank,HM130742,set:HM130742,polyprotein,Human coronavirus HKU1,,126,2006-07-29
ADO24637,GenBank,HM130743,set:HM130743,polyprotein,Human coronavirus HKU1,,126,2006-09-01
ADO24638,GenBank,HM130744,set:HM130744,polyprotein,Human coronavirus HKU1,,126,2006-12-19
ADO24639,GenBank,HM130745,set:HM130745,polyprotein,Human coronavirus HKU1,,126,2007-03-22
ADO24640,GenBank,HM130746,set:HM130746,polyprotein,Human coronavirus HKU1,,126,2008-02-15
ADO24641,GenBank,HM130747,set:HM130747,polyprotein,Human coronavirus HKU1,,126,2008-02-27
ADO24642,GenBank,HM130748,set:HM130748,polyprotein,Human coronavirus HKU1,,126,2008-06-04
ADO24643,GenBank,HM130749,set:HM130749,polyprotein,Human coronavirus HKU1,,126,2009-04-21
ADN03337,GenBank,HM034837,set:HM034837,polyprotein 1ab,Human coronavirus HKU1,Caen1,7182,2005-03-04
ADN03338,GenBank,HM034837,set:HM034837,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,Caen1,386,2005-03-04
ADN03339,GenBank,HM034837,set:HM034837,spike glycoprotein,Human coronavirus HKU1,Caen1,1356,2005-03-04
ADN03340,GenBank,HM034837,set:HM034837,orf4 protein,Human coronavirus HKU1,Caen1,109,2005-03-04
ADN03341,GenBank,HM034837,set:HM034837,envelope protein,Human coronavirus HKU1,Caen1,82,2005-03-04
ADN03342,GenBank,HM034837,set:HM034837,membrane glycoprotein,Human coronavirus HKU1,Caen1,223,2005-03-04
ADN03343,GenBank,HM034837,set:HM034837,nucleocapsid phosphoprotein,Human coronavirus HKU1,Caen1,441,2005-03-04
ADN03344,GenBank,HM034837,set:HM034837,N2,Human coronavirus HKU1,Caen1,205,2005-03-04
ABA60793,GenBank,DQ131635,set:DQ131635,nucleocapsid protein,Human coronavirus HKU1,25076027,119,
ABA60794,GenBank,DQ131636,set:DQ131636,nucleocapsid protein,Human coronavirus HKU1,25095085,119,
ABA60795,GenBank,DQ131637,set:DQ131637,nucleocapsid protein,Human coronavirus HKU1,25096015,119,
ABA60796,GenBank,DQ131638,set:DQ131638,nucleocapsid protein,Human coronavirus HKU1,25101135,119,
ABA60797,GenBank,DQ131639,set:DQ131639,nucleocapsid protein,Human coronavirus HKU1,25105035,119,
ABA60798,GenBank,DQ131640,set:DQ131640,nucleocapsid protein,Human coronavirus HKU1,25132164,119,
ABA60799,GenBank,DQ131641,set:DQ131641,nucleocapsid protein,Human coronavirus HKU1,25071126,119,
ABA60800,GenBank,DQ131642,set:DQ131642,spike glycoprotein,Human coronavirus HKU1,25072164,201,
ABA60801,GenBank,DQ131644,set:DQ131644,spike glycoprotein,Human coronavirus HKU1,25096015,229,
ABA60802,GenBank,DQ131645,set:DQ131645,spike glycoprotein,Human coronavirus HKU1,25101135,197,
ADF27189,GenBank,GU904423,set:GU904423,polymerase,Human coronavirus HKU1,BRA09,47,1995-03-15
ADF27190,GenBank,GU904424,set:GU904424,polymerase,Human coronavirus HKU1,BRA37,47,1995-04-25
ADF27191,GenBank,GU904425,set:GU904425,polymerase,Human coronavirus HKU1,BRA90,47,1995-07-07
ADF27192,GenBank,GU904426,set:GU904426,polymerase,Human coronavirus HKU1,BRA99,47,1995-07-12
ADF27193,GenBank,GU904427,set:GU904427,polymerase,Human coronavirus HKU1,BRA104,47,1995-07-24
ACV87128,GenBank,FJ656115,set:FJ656115,spike glycoprotein,Human coronavirus HKU1,10613,128,2004-01
ACV87129,GenBank,FJ656116,set:FJ656116,spike glycoprotein,Human coronavirus HKU1,10619,130,2004-02
ACV87130,GenBank,FJ656117,set:FJ656117,spike glycoprotein,Human coronavirus HKU1,10630,130,2004-02
ACV87131,GenBank,FJ656118,set:FJ656118,spike glycoprotein,Human coronavirus HKU1,10633,130,2004-02
ACV87132,GenBank,FJ656119,set:FJ656119,spike glycoprotein,Human coronavirus HKU1,10640,130,2004-02
ACV87133,GenBank,FJ656120,set:FJ656120,spike glycoprotein,Human coronavirus HKU1,10645,130,2004-02
ACV87134,GenBank,FJ656121,set:FJ656121,spike glycoprotein,Human coronavirus HKU1,10648,130,2004-02
ACV87135,GenBank,FJ656122,set:FJ656122,spike glycoprotein,Human coronavirus HKU1,10650,130,2004-02
ACV87136,GenBank,FJ656123,set:FJ656123,spike glycoprotein,Human coronavirus HKU1,37019,130,2006-01
ACV87137,GenBank,FJ656124,set:FJ656124,spike glycoprotein,Human coronavirus HKU1,37068,130,2006-01
ACV87138,GenBank,FJ656125,set:FJ656125,spike glycoprotein,Human coronavirus HKU1,37107,130,2006-02
ACV87139,GenBank,FJ656126,set:FJ656126,spike glycoprotein,Human coronavirus HKU1,37113,130,2006-02
ACV87140,GenBank,FJ656127,set:FJ656127,spike glycoprotein,Human coronavirus HKU1,37130,130,2006-02
ACV87141,GenBank,FJ656128,set:FJ656128,spike glycoprotein,Human coronavirus HKU1,37178,130,2006-02
ACV87142,GenBank,FJ656129,set:FJ656129,spike glycoprotein,Human coronavirus HKU1,37261,130,2006-03
ACV87143,GenBank,FJ656130,set:FJ656130,spike glycoprotein,Human coronavirus HKU1,37289,130,2006-03
ACV87144,GenBank,FJ656131,set:FJ656131,spike glycoprotein,Human coronavirus HKU1,37300,130,2006-03
ACV87145,GenBank,FJ656132,set:FJ656132,spike glycoprotein,Human coronavirus HKU1,110050,130,2006-01
ACV87146,GenBank,FJ656133,set:FJ656133,spike glycoprotein,Human coronavirus HKU1,110061,130,2006-02
ACV87147,GenBank,FJ656134,set:FJ656134,pol protein,Human coronavirus HKU1,10613,276,2004-01
ACV87148,GenBank,FJ656135,set:FJ656135,pol protein,Human coronavirus HKU1,10619,276,2004-02
ACV87149,GenBank,FJ656136,set:FJ656136,pol protein,Human coronavirus HKU1,10630,276,2004-02
ACV87150,GenBank,FJ656137,set:FJ656137,pol protein,Human coronavirus HKU1,10633,276,2004-02
ACV87151,GenBank,FJ656138,set:FJ656138,pol protein,Human coronavirus HKU1,10640,276,2004-02
ACV87152,GenBank,FJ656139,set:FJ656139,pol protein,Human coronavirus HKU1,10645,276,2004-02
ACV87153,GenBank,FJ656140,set:FJ656140,pol protein,Human coronavirus HKU1,10648,276,2004-02
ACV87154,GenBank,FJ656141,set:FJ656141,pol protein,Human coronavirus HKU1,10650,276,2004-02
ACV87155,GenBank,FJ656142,set:FJ656142,pol protein,Human coronavirus HKU1,10701,276,2004-03
ACV87156,GenBank,FJ656143,set:FJ656143,pol protein,Human coronavirus HKU1,37019,276,2006-01
ACV87157,GenBank,FJ656144,set:FJ656144,pol protein,Human coronavirus HKU1,37068,276,2006-01
ACV87158,GenBank,FJ656145,set:FJ656145,pol protein,Human coronavirus HKU1,37107,276,2006-02
ACV87159,GenBank,FJ656146,set:FJ656146,pol protein,Human coronavirus HKU1,37113,276,2006-02
ACV87160,GenBank,FJ656147,set:FJ656147,pol protein,Human coronavirus HKU1,37178,276,2006-02
ACV87161,GenBank,FJ656148,set:FJ656148,pol protein,Human coronavirus HKU1,37261,276,2006-03
ACV87162,GenBank,FJ656149,set:FJ656149,pol protein,Human coronavirus HKU1,37289,280,2006-03
ACV87163,GenBank,FJ656150,set:FJ656150,pol protein,Human coronavirus HKU1,37300,276,2006-03
ACV87164,GenBank,FJ656151,set:FJ656151,pol protein,Human coronavirus HKU1,110050,276,2006-01
ACV87165,GenBank,FJ656152,set:FJ656152,pol protein,Human coronavirus HKU1,110061,276,2006-02
BAI44143,GenBank,AB514459,set:AB514459,RNA-dependent RNA polymerase,Human coronavirus HKU1,,83,2007
BAI44144,GenBank,AB514460,set:AB514460,RNA-dependent RNA polymerase,Human coronavirus HKU1,,83,2007
ACR82746,GenBank,FJ937642,set:FJ937642,ORF1ab polyprotein,Human coronavirus HKU1,,152,
ACR82747,GenBank,FJ937643,set:FJ937643,ORF1ab polyprotein,Human coronavirus HKU1,,152,
ACR82748,GenBank,FJ937644,set:FJ937644,ORF1ab polyprotein,Human coronavirus HKU1,,152,
ACR82749,GenBank,FJ937645,set:FJ937645,ORF1ab polyprotein,Human coronavirus HKU1,,152,
ACR82750,GenBank,FJ937647,set:FJ937647,ORF1ab polyprotein,Human coronavirus HKU1,,152,
ACR82751,GenBank,FJ937648,set:FJ937648,ORF1ab polyprotein,Human coronavirus HKU1,,152,
ACR82752,GenBank,FJ937649,set:FJ937649,ORF1ab polyprotein,Human coronavirus HKU1,,152,
ACR82753,GenBank,FJ937650,set:FJ937650,ORF1ab polyprotein,Human coronavirus HKU1,,152,
ACR82754,GenBank,FJ937651,set:FJ937651,ORF1ab polyprotein,Human coronavirus HKU1,,152,
ACR82755,GenBank,FJ937652,set:FJ937652,ORF1ab polyprotein,Human coronavirus HKU1,,152,
ACR82756,GenBank,FJ937653,set:FJ937653,ORF1ab polyprotein,Human coronavirus HKU1,,152,
ACR82757,GenBank,FJ937655,set:FJ937655,ORF1ab polyprotein,Human coronavirus HKU1,,152,
ACR82758,GenBank,FJ937656,set:FJ937656,ORF1ab polyprotein,Human coronavirus HKU1,,152,
ACR82759,GenBank,FJ937657,set:FJ937657,ORF1ab polyprotein,Human coronavirus HKU1,,151,
ACR82760,GenBank,FJ937658,set:FJ937658,ORF1ab polyprotein,Human coronavirus HKU1,,152,
ACR82761,GenBank,FJ937659,set:FJ937659,ORF1ab polyprotein,Human coronavirus HKU1,,152,
ACR24647,GenBank,FJ931534,set:FJ931534,polymerase,Human coronavirus HKU1,BRA169,58,1995-11-08
P0C6U3,GenBank,,,Replicase polyprotein 1a,Human coronavirus HKU1 (isolate N1),,4471,
P0C6U4,GenBank,,,Replicase polyprotein 1a,Human coronavirus HKU1 (isolate N2),,4441,
P0C6U5,GenBank,,,Replicase polyprotein 1a,Human coronavirus HKU1 (isolate N5),,4421,
P0C6X2,GenBank,,,Replicase polyprotein 1ab,Human coronavirus HKU1 (isolate N1),,7182,
P0C6X3,GenBank,,,Replicase polyprotein 1ab,Human coronavirus HKU1 (isolate N2),,7152,
P0C6X4,GenBank,,,Replicase polyprotein 1ab,Human coronavirus HKU1 (isolate N5),,7132,
ABU39951,GenBank,EF507778,set:EF507778,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39952,GenBank,EF507779,set:EF507779,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39953,GenBank,EF507780,set:EF507780,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39954,GenBank,EF507781,set:EF507781,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39955,GenBank,EF507782,set:EF507782,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39956,GenBank,EF507783,set:EF507783,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39957,GenBank,EF507784,set:EF507784,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39958,GenBank,EF507785,set:EF507785,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39959,GenBank,EF507786,set:EF507786,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39960,GenBank,EF507787,set:EF507787,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39961,GenBank,EF507788,set:EF507788,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39962,GenBank,EF507789,set:EF507789,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39963,GenBank,EF507790,set:EF507790,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39964,GenBank,EF507791,set:EF507791,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39965,GenBank,EF507792,set:EF507792,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39966,GenBank,EF507793,set:EF507793,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39967,GenBank,EF507794,set:EF507794,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39968,GenBank,EF507795,set:EF507795,ORF1ab polyprotein,Human coronavirus HKU1,,136,2005
ABU39969,GenBank,EF507769,set:EF507769,spike protein,Human coronavirus HKU1,,102,2005
ABU39970,GenBank,EF507770,set:EF507770,spike protein,Human coronavirus HKU1,,102,2005
ABU39971,GenBank,EF507771,set:EF507771,spike protein,Human coronavirus HKU1,,102,2005
ABU39972,GenBank,EF507772,set:EF507772,spike protein,Human coronavirus HKU1,,102,2005
ABU39973,GenBank,EF507773,set:EF507773,spike protein,Human coronavirus HKU1,,102,2005
ABU39974,GenBank,EF507774,set:EF507774,spike protein,Human coronavirus HKU1,,102,2005
ABU39975,GenBank,EF507775,set:EF507775,spike protein,Human coronavirus HKU1,,102,2005
ABU39976,GenBank,EF507776,set:EF507776,spike protein,Human coronavirus HKU1,,102,2005
ABU39977,GenBank,EF507777,set:EF507777,spike protein,Human coronavirus HKU1,,102,2005
ABQ16585,GenBank,EF077276,set:EF077276,polymerase,Human coronavirus HKU1,NAT073,99,2004-01-15
ABQ16586,GenBank,EF077277,set:EF077277,polymerase,Human coronavirus HKU1,NAT074,109,2004-01-16
P0C5B5,GenBank,,,Protein I,Human coronavirus HKU1 (isolate N2),,205,
Q0ZME2,GenBank,,,Protein I,Human coronavirus HKU1 (isolate N5),,205,
Q0ZME3,GenBank,,,Nucleoprotein,Human coronavirus HKU1 (isolate N5),,441,
Q0ZME4,GenBank,,,Membrane protein,Human coronavirus HKU1 (isolate N5),,223,
