Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Species,Length,Protein
ALA50041,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368887,KT368887,Betacoronavirus cameli,413,nucleocapsid protein
ALA50042,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368887,KT368887,Betacoronavirus cameli,112,ORF8b
ALA50043,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368888,KT368888,Betacoronavirus cameli,4391,polyprotein ORF1a
ALA50044,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368888,KT368888,Betacoronavirus cameli,7078,polyprotein ORF1ab
ALA50045,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368888,KT368888,Betacoronavirus cameli,1353,spike protein
ALA50046,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368888,KT368888,Betacoronavirus cameli,103,ORF3
ALA50047,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368888,KT368888,Betacoronavirus cameli,109,ORF4a
ALA50048,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368888,KT368888,Betacoronavirus cameli,246,ORF4b
ALA50049,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368888,KT368888,Betacoronavirus cameli,224,ORF5
ALA50050,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368888,KT368888,Betacoronavirus cameli,82,envelope protein
ALA50051,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368888,KT368888,Betacoronavirus cameli,219,membrane protein
ALA50052,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368888,KT368888,Betacoronavirus cameli,413,nucleocapsid protein
ALA50053,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368888,KT368888,Betacoronavirus cameli,112,ORF8b
ALA50054,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368889,KT368889,Betacoronavirus cameli,4391,polyprotein ORF1a
ALA50055,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368889,KT368889,Betacoronavirus cameli,7078,polyprotein ORF1ab
ALA50056,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368889,KT368889,Betacoronavirus cameli,1353,spike protein
ALA50057,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368889,KT368889,Betacoronavirus cameli,103,ORF3
ALA50058,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368889,KT368889,Betacoronavirus cameli,109,ORF4a
ALA50059,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368889,KT368889,Betacoronavirus cameli,246,ORF4b
ALA50060,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368889,KT368889,Betacoronavirus cameli,224,ORF5
ALA50061,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368889,KT368889,Betacoronavirus cameli,82,envelope protein
ALA50062,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368889,KT368889,Betacoronavirus cameli,219,membrane protein
ALA50063,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368889,KT368889,Betacoronavirus cameli,413,nucleocapsid protein
ALA50064,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368889,KT368889,Betacoronavirus cameli,112,ORF8b
ALA50065,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368890,KT368890,Betacoronavirus cameli,4391,polyprotein ORF1a
ALA50066,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368890,KT368890,Betacoronavirus cameli,7078,polyprotein ORF1ab
ALA50067,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368890,KT368890,Betacoronavirus cameli,1353,spike protein
ALA50068,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368890,KT368890,Betacoronavirus cameli,103,ORF3
ALA50069,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368890,KT368890,Betacoronavirus cameli,109,ORF4a
ALA50070,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368890,KT368890,Betacoronavirus cameli,246,ORF4b
ALA50071,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368890,KT368890,Betacoronavirus cameli,224,ORF5
ALA50072,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368890,KT368890,Betacoronavirus cameli,82,envelope protein
ALA50073,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368890,KT368890,Betacoronavirus cameli,219,membrane protein
ALA50074,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368890,KT368890,Betacoronavirus cameli,413,nucleocapsid protein
ALA50075,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT368890,KT368890,Betacoronavirus cameli,112,ORF8b
ALS20350,Middle East respiratory syndrome-related coronavirus,GenBank,set:KU201953,KU201953,Betacoronavirus cameli,1353,spike protein
ALS20351,Middle East respiratory syndrome-related coronavirus,GenBank,set:KU201954,KU201954,Betacoronavirus cameli,198,spike protein
ALS20352,Middle East respiratory syndrome-related coronavirus,GenBank,set:KU201955,KU201955,Betacoronavirus cameli,198,spike protein
ALS20353,Middle East respiratory syndrome-related coronavirus,GenBank,set:KU201956,KU201956,Betacoronavirus cameli,198,spike protein
ALS20354,Middle East respiratory syndrome-related coronavirus,GenBank,set:KU201957,KU201957,Betacoronavirus cameli,198,spike protein
ALS20355,Middle East respiratory syndrome-related coronavirus,GenBank,set:KU201958,KU201958,Betacoronavirus cameli,198,spike protein
ALS20356,Middle East respiratory syndrome-related coronavirus,GenBank,set:KU201959,KU201959,Betacoronavirus cameli,1782,ORF1b
ALR69640,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT751244,KT751244,Betacoronavirus cameli,7078,replicase polyprotein
ALR69641,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT751244,KT751244,Betacoronavirus cameli,1353,spike protein
ALR69642,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT751244,KT751244,Betacoronavirus cameli,103,orf3 protein
ALR69643,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT751244,KT751244,Betacoronavirus cameli,109,orf4a protein
ALR69644,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT751244,KT751244,Betacoronavirus cameli,246,orf4b protein
ALR69645,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT751244,KT751244,Betacoronavirus cameli,224,orf5 protein
ALR69646,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT751244,KT751244,Betacoronavirus cameli,82,envelope protein
ALR69647,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT751244,KT751244,Betacoronavirus cameli,219,membrane protein
ALR69648,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT751244,KT751244,Betacoronavirus cameli,413,nucleoprotein
ALR69649,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT751244,KT751244,Betacoronavirus cameli,112,orf8b protein
ALR69650,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT751244,KT751244,Betacoronavirus cameli,4391,orf1a protein
ALB08244,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374050,KT374050,Betacoronavirus cameli,7078,ORF1ab
ALB08245,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374050,KT374050,Betacoronavirus cameli,4391,ORF1a
ALB08246,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374050,KT374050,Betacoronavirus cameli,1353,S protein
ALB08247,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374050,KT374050,Betacoronavirus cameli,103,ORF3
ALB08248,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374050,KT374050,Betacoronavirus cameli,109,ORF4a
ALB08249,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374050,KT374050,Betacoronavirus cameli,246,ORF4b
ALB08250,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374050,KT374050,Betacoronavirus cameli,224,ORF5
ALB08251,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374050,KT374050,Betacoronavirus cameli,82,E protein
ALB08252,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374050,KT374050,Betacoronavirus cameli,219,M protein
ALB08253,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374050,KT374050,Betacoronavirus cameli,413,N protein
ALB08254,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374050,KT374050,Betacoronavirus cameli,112,ORF8b
ALB08255,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374051,KT374051,Betacoronavirus cameli,4391,ORF1a
ALB08256,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374051,KT374051,Betacoronavirus cameli,7078,ORF1ab
ALB08257,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374051,KT374051,Betacoronavirus cameli,1353,S protein
ALB08258,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374051,KT374051,Betacoronavirus cameli,103,ORF3
ALB08259,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374051,KT374051,Betacoronavirus cameli,109,ORF4a
ALB08260,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374051,KT374051,Betacoronavirus cameli,246,ORF4b
ALB08261,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374051,KT374051,Betacoronavirus cameli,224,ORF5
ALB08262,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374051,KT374051,Betacoronavirus cameli,82,E protein
ALB08263,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374051,KT374051,Betacoronavirus cameli,219,M protein
ALB08264,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374051,KT374051,Betacoronavirus cameli,413,N protein
ALB08265,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374051,KT374051,Betacoronavirus cameli,112,ORF8b
ALB08266,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374052,KT374052,Betacoronavirus cameli,4391,ORF1a
ALB08267,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374052,KT374052,Betacoronavirus cameli,1353,S protein
ALB08268,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374052,KT374052,Betacoronavirus cameli,103,ORF3
ALB08269,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374052,KT374052,Betacoronavirus cameli,109,ORF4a
ALB08270,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374052,KT374052,Betacoronavirus cameli,246,ORF4b
ALB08271,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374052,KT374052,Betacoronavirus cameli,224,ORF5
ALB08272,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374052,KT374052,Betacoronavirus cameli,82,E protein
ALB08273,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374052,KT374052,Betacoronavirus cameli,219,M protein
ALB08274,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374052,KT374052,Betacoronavirus cameli,413,N protein
ALB08275,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374052,KT374052,Betacoronavirus cameli,112,ORF8b
ALB08276,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374052,KT374052,Betacoronavirus cameli,7078,ORF1ab
ALB08277,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374053,KT374053,Betacoronavirus cameli,4391,ORF1a
ALB08278,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374053,KT374053,Betacoronavirus cameli,1353,S protein
ALB08279,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374053,KT374053,Betacoronavirus cameli,103,ORF3
ALB08280,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374053,KT374053,Betacoronavirus cameli,109,ORF4a
ALB08281,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374053,KT374053,Betacoronavirus cameli,246,ORF4b
ALB08282,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374053,KT374053,Betacoronavirus cameli,224,ORF5
ALB08283,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374053,KT374053,Betacoronavirus cameli,82,E protein
ALB08284,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374053,KT374053,Betacoronavirus cameli,219,M protein
ALB08285,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374053,KT374053,Betacoronavirus cameli,413,N protein
ALB08286,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374053,KT374053,Betacoronavirus cameli,112,ORF8b
ALB08287,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374053,KT374053,Betacoronavirus cameli,7078,ORF1ab
ALB08288,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374054,KT374054,Betacoronavirus cameli,4391,ORF1a
ALB08289,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374054,KT374054,Betacoronavirus cameli,1353,S protein
ALB08290,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374054,KT374054,Betacoronavirus cameli,103,ORF3
ALB08291,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374054,KT374054,Betacoronavirus cameli,109,ORF4a
ALB08292,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374054,KT374054,Betacoronavirus cameli,246,ORF4b
ALB08293,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374054,KT374054,Betacoronavirus cameli,224,ORF5
ALB08294,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374054,KT374054,Betacoronavirus cameli,82,E protein
ALB08295,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374054,KT374054,Betacoronavirus cameli,219,M protein
ALB08296,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374054,KT374054,Betacoronavirus cameli,413,N protein
ALB08297,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374054,KT374054,Betacoronavirus cameli,112,ORF8b
ALB08298,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374054,KT374054,Betacoronavirus cameli,7078,ORF1ab
ALB08299,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374055,KT374055,Betacoronavirus cameli,4391,ORF1a
ALB08300,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374055,KT374055,Betacoronavirus cameli,1353,S protein
ALB08301,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374055,KT374055,Betacoronavirus cameli,103,ORF3
ALB08302,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374055,KT374055,Betacoronavirus cameli,109,ORF4a
ALB08303,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374055,KT374055,Betacoronavirus cameli,246,ORF4b
ALB08304,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374055,KT374055,Betacoronavirus cameli,224,ORF5
ALB08305,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374055,KT374055,Betacoronavirus cameli,82,E protein
ALB08306,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374055,KT374055,Betacoronavirus cameli,219,M protein
ALB08307,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374055,KT374055,Betacoronavirus cameli,413,N protein
ALB08308,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374055,KT374055,Betacoronavirus cameli,112,ORF8b
ALB08309,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374055,KT374055,Betacoronavirus cameli,7078,ORF1ab
ALB08310,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374056,KT374056,Betacoronavirus cameli,4391,ORF1a
ALB08311,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374056,KT374056,Betacoronavirus cameli,1353,S protein
ALB08312,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374056,KT374056,Betacoronavirus cameli,103,ORF3
ALB08313,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374056,KT374056,Betacoronavirus cameli,109,ORF4a
ALB08314,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374056,KT374056,Betacoronavirus cameli,246,ORF4b
ALB08315,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374056,KT374056,Betacoronavirus cameli,224,ORF5
ALB08316,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374056,KT374056,Betacoronavirus cameli,82,E protein
ALB08317,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374056,KT374056,Betacoronavirus cameli,219,M protein
ALB08318,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374056,KT374056,Betacoronavirus cameli,413,N protein
ALB08319,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374056,KT374056,Betacoronavirus cameli,112,ORF8b
ALB08320,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374056,KT374056,Betacoronavirus cameli,7078,ORF1ab
ALB08321,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374057,KT374057,Betacoronavirus cameli,4391,ORF1a
ALB08322,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374057,KT374057,Betacoronavirus cameli,1353,S protein
ALB08323,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374057,KT374057,Betacoronavirus cameli,103,ORF3
ALB08324,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374057,KT374057,Betacoronavirus cameli,109,ORF4a
ALB08325,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374057,KT374057,Betacoronavirus cameli,246,ORF4b
ALB08326,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374057,KT374057,Betacoronavirus cameli,224,ORF5
ALB08327,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374057,KT374057,Betacoronavirus cameli,82,E protein
ALB08328,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374057,KT374057,Betacoronavirus cameli,219,M protein
ALB08329,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374057,KT374057,Betacoronavirus cameli,413,N protein
ALB08330,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374057,KT374057,Betacoronavirus cameli,112,ORF8b
ALB08331,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT374057,KT374057,Betacoronavirus cameli,7078,ORF1ab
AKN24748,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121572,KT121572,Betacoronavirus cameli,7078,ORF1ab
AKN24749,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121572,KT121572,Betacoronavirus cameli,1353,spike protein
AKN24750,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121572,KT121572,Betacoronavirus cameli,103,ORF3
AKN24751,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121572,KT121572,Betacoronavirus cameli,109,ORF4a
AKN24752,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121572,KT121572,Betacoronavirus cameli,246,ORF4b
AKN24753,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121572,KT121572,Betacoronavirus cameli,224,ORF5
AKN24754,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121572,KT121572,Betacoronavirus cameli,82,envelope protein
AKN24755,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121572,KT121572,Betacoronavirus cameli,219,membrane protein
AKN24756,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121572,KT121572,Betacoronavirus cameli,413,nucleocapsid
AKN24757,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121573,KT121573,Betacoronavirus cameli,7078,ORF1ab
AKN24758,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121573,KT121573,Betacoronavirus cameli,1353,spike protein
AKN24759,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121573,KT121573,Betacoronavirus cameli,103,ORF3
AKN24760,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121573,KT121573,Betacoronavirus cameli,109,ORF4a
AKN24761,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121573,KT121573,Betacoronavirus cameli,246,ORF4b
AKN24762,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121573,KT121573,Betacoronavirus cameli,224,ORF5
AKN24763,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121573,KT121573,Betacoronavirus cameli,82,envelope protein
AKN24764,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121573,KT121573,Betacoronavirus cameli,219,membrane protein
AKN24765,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121573,KT121573,Betacoronavirus cameli,413,nucleocapsid
AKN24766,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121574,KT121574,Betacoronavirus cameli,7078,ORF1ab
AKN24767,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121574,KT121574,Betacoronavirus cameli,1353,spike protein
AKN24768,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121574,KT121574,Betacoronavirus cameli,103,ORF3
AKN24769,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121574,KT121574,Betacoronavirus cameli,109,ORF4a
AKN24770,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121574,KT121574,Betacoronavirus cameli,246,ORF4b
AKN24771,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121574,KT121574,Betacoronavirus cameli,224,ORF5
AKN24772,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121574,KT121574,Betacoronavirus cameli,82,envelope protein
AKN24773,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121574,KT121574,Betacoronavirus cameli,219,membrane protein
AKN24774,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121574,KT121574,Betacoronavirus cameli,413,nucleocapsid
AKN24775,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121575,KT121575,Betacoronavirus cameli,7078,ORF1ab
AKN24776,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121575,KT121575,Betacoronavirus cameli,1353,spike protein
AKN24777,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121575,KT121575,Betacoronavirus cameli,103,ORF3
AKN24778,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121575,KT121575,Betacoronavirus cameli,109,ORF4a
AKN24779,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121575,KT121575,Betacoronavirus cameli,246,ORF4b
AKN24780,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121575,KT121575,Betacoronavirus cameli,224,ORF5
AKN24781,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121575,KT121575,Betacoronavirus cameli,82,envelope protein
AKN24782,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121575,KT121575,Betacoronavirus cameli,219,membrane protein
AKN24783,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121575,KT121575,Betacoronavirus cameli,413,nucleocapsid
AKN24784,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121576,KT121576,Betacoronavirus cameli,7078,ORF1ab
AKN24785,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121576,KT121576,Betacoronavirus cameli,1353,spike protein
AKN24786,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121576,KT121576,Betacoronavirus cameli,103,ORF3
AKN24787,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121576,KT121576,Betacoronavirus cameli,109,ORF4a
AKN24788,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121576,KT121576,Betacoronavirus cameli,246,ORF4b
AKN24789,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121576,KT121576,Betacoronavirus cameli,224,ORF5
AKN24790,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121576,KT121576,Betacoronavirus cameli,82,envelope protein
AKN24791,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121576,KT121576,Betacoronavirus cameli,219,membrane protein
AKN24792,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121576,KT121576,Betacoronavirus cameli,413,nucleocapsid
AKN24793,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121577,KT121577,Betacoronavirus cameli,7078,ORF1ab
AKN24794,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121577,KT121577,Betacoronavirus cameli,1353,spike protein
AKN24795,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121577,KT121577,Betacoronavirus cameli,103,ORF3
AKN24796,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121577,KT121577,Betacoronavirus cameli,109,ORF4a
AKN24797,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121577,KT121577,Betacoronavirus cameli,246,ORF4b
AKN24798,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121577,KT121577,Betacoronavirus cameli,224,ORF5
AKN24799,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121577,KT121577,Betacoronavirus cameli,82,envelope protein
AKN24800,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121577,KT121577,Betacoronavirus cameli,219,membrane protein
AKN24801,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121577,KT121577,Betacoronavirus cameli,413,nucleocapsid
AKN24802,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121578,KT121578,Betacoronavirus cameli,7078,ORF1ab
AKN24803,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121578,KT121578,Betacoronavirus cameli,1353,spike protein
AKN24804,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121578,KT121578,Betacoronavirus cameli,103,ORF3
AKN24805,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121578,KT121578,Betacoronavirus cameli,109,ORF4a
AKN24806,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121578,KT121578,Betacoronavirus cameli,246,ORF4b
AKN24807,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121578,KT121578,Betacoronavirus cameli,224,ORF5
AKN24808,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121578,KT121578,Betacoronavirus cameli,82,envelope protein
AKN24809,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121578,KT121578,Betacoronavirus cameli,219,membrane protein
AKN24810,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121578,KT121578,Betacoronavirus cameli,413,nucleocapsid
AKN24811,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121579,KT121579,Betacoronavirus cameli,7078,ORF1ab
AKN24812,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121579,KT121579,Betacoronavirus cameli,1353,spike protein
AKN24813,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121579,KT121579,Betacoronavirus cameli,103,ORF3
AKN24814,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121579,KT121579,Betacoronavirus cameli,109,ORF4a
AKN24815,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121579,KT121579,Betacoronavirus cameli,246,ORF4b
AKN24816,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121579,KT121579,Betacoronavirus cameli,224,ORF5
AKN24817,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121579,KT121579,Betacoronavirus cameli,82,envelope protein
AKN24818,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121579,KT121579,Betacoronavirus cameli,219,membrane protein
AKN24819,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121579,KT121579,Betacoronavirus cameli,413,nucleocapsid
AKN24820,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121580,KT121580,Betacoronavirus cameli,7078,ORF1ab
AKN24821,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121580,KT121580,Betacoronavirus cameli,1353,spike protein
AKN24822,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121580,KT121580,Betacoronavirus cameli,103,ORF3
AKN24823,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121580,KT121580,Betacoronavirus cameli,109,ORF4a
AKN24824,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121580,KT121580,Betacoronavirus cameli,246,ORF4b
AKN24825,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121580,KT121580,Betacoronavirus cameli,224,ORF5
AKN24826,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121580,KT121580,Betacoronavirus cameli,82,envelope protein
AKN24827,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121580,KT121580,Betacoronavirus cameli,219,membrane protein
